id,teamId,firstName,lastName,marketValue,averagePoints,games,gamesPlayed,start11,totalPlaytimeS,totalPoints,status,position,playerImage,number,trend,pointsPerValue,pointsStdDev,history,startProbability,name,marketChangeToday,last5Points,last5PlayedSlots,last5AveragePoints,marketChange.today,marketChange.yesterday,marketChange.twoDays,marketChange.sevenDaysAvg,marketChange.thirtyDaysAvg
3218,5,Mio,Backhaus,16900135.0,95.0,32.0,32.0,32.0,190988.0,3025.0,0,1,https://kickbase.b-cdn.net/content/file/5fddf9666b2c47e4852e7bc1db9068e9.png,1.0,1,178.0,,"[{""hasPlayed"": true, ""points"": 179}, {""hasPlayed"": true, ""points"": 115}, {""hasPlayed"": true, ""points"": 74}, {""hasPlayed"": true, ""points"": 120}, {""hasPlayed"": true, ""points"": 67}]",1,Mio Backhaus,129890.0,"[179.0, 115.0, 74.0, 120.0, 67.0]",5,111.0,129890.0,104077.0,86605.0,767188.0,3610181.0
2030,18,Phillip,Tietz,12376098.0,56.0,29.0,29.0,19.0,120672.0,1612.0,0,4,https://kickbase.b-cdn.net/content/file/2acf94096d5443fcb6d70524c93fb74e.png,20.0,1,130.0,,"[{""hasPlayed"": true, ""points"": 240}, {""hasPlayed"": true, ""points"": 30}, {""hasPlayed"": true, ""points"": 198}, {""hasPlayed"": true, ""points"": 35}, {""hasPlayed"": true, ""points"": 49}]",1,Phillip Tietz,187054.0,"[240.0, 30.0, 198.0, 35.0, 49.0]",5,110.4,187054.0,183520.0,186683.0,1277491.0,5490199.0
1873,3,Gregor,Kobel,22984417.0,104.0,34.0,34.0,34.0,202740.0,3530.0,0,1,https://kickbase.b-cdn.net/content/file/5cf1813a3f0f4cb6997088b18ad5adcf.png,1.0,2,153.0,,"[{""hasPlayed"": true, ""points"": 154}, {""hasPlayed"": true, ""points"": 81}, {""hasPlayed"": true, ""points"": 82}, {""hasPlayed"": true, ""points"": 160}, {""hasPlayed"": true, ""points"": 65}]",1,Gregor Kobel,-77598.0,"[154.0, 81.0, 82.0, 160.0, 65.0]",5,108.4,-77598.0,-38116.0,-59705.0,-140161.0,1570043.0
2120,9,Nikolas,Nartey,7637993.0,73.0,28.0,28.0,14.0,83295.0,2041.0,0,3,https://kickbase.b-cdn.net/content/file/7dcfaa141b6a4adba66ad4729afb0f1e.png,28.0,1,267.0,,"[{""hasPlayed"": true, ""points"": 150}, {""hasPlayed"": true, ""points"": 165}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 10}, {""hasPlayed"": false, ""points"": null}]",3,Nikolas Nartey,293972.0,"[150.0, 165.0, null, 10.0, null]",3,108.33333333333333,293972.0,295081.0,265484.0,1501060.0,528501.0
2783,7,Edmond,Tapsoba,32271165.0,136.0,29.0,29.0,29.0,171644.0,3941.0,0,2,https://kickbase.b-cdn.net/content/file/21031db97a054165806a98d2f0c0d73b.png,12.0,1,122.0,,"[{""hasPlayed"": true, ""points"": 111}, {""hasPlayed"": true, ""points"": 6}, {""hasPlayed"": true, ""points"": 135}, {""hasPlayed"": true, ""points"": 93}, {""hasPlayed"": true, ""points"": 194}]",1,Edmond Tapsoba,67451.0,"[111.0, 6.0, 135.0, 93.0, 194.0]",5,107.8,67451.0,70016.0,58844.0,442065.0,1825750.0
11631,14,Wouter,Burger,23029581.0,114.0,30.0,30.0,30.0,159518.0,3425.0,0,3,https://kickbase.b-cdn.net/content/file/50a59d7c22f64565b2f31bba1dfae5bd.png,18.0,1,148.0,,"[{""hasPlayed"": true, ""points"": 65}, {""hasPlayed"": true, ""points"": 206}, {""hasPlayed"": true, ""points"": 105}, {""hasPlayed"": true, ""points"": 72}, {""hasPlayed"": true, ""points"": 85}]",1,Wouter Burger,179074.0,"[65.0, 206.0, 105.0, 72.0, 85.0]",5,106.6,179074.0,166665.0,161351.0,1188453.0,4518357.0
3304,5,Igor,Matanović,18169244.0,68.0,31.0,31.0,14.0,106505.0,2099.0,0,4,https://kickbase.b-cdn.net/content/file/5d31c9139056490197fe944243de2bd0.png,31.0,1,115.0,,"[{""hasPlayed"": true, ""points"": 265}, {""hasPlayed"": true, ""points"": 207}, {""hasPlayed"": true, ""points"": 17}, {""hasPlayed"": true, ""points"": 5}, {""hasPlayed"": true, ""points"": 37}]",1,Igor Matanović,175253.0,"[265.0, 207.0, 17.0, 5.0, 37.0]",5,106.2,175253.0,173943.0,162749.0,1168405.0,4268878.0
2714,3,Maximilian,Beier,25759065.0,94.0,32.0,32.0,24.0,132156.0,3023.0,2,4,https://kickbase.b-cdn.net/content/file/901a04fa3f274f95921af3b42a45f795.png,14.0,2,117.0,,"[{""hasPlayed"": true, ""points"": 52}, {""hasPlayed"": true, ""points"": 207}, {""hasPlayed"": true, ""points"": 17}, {""hasPlayed"": true, ""points"": 241}, {""hasPlayed"": true, ""points"": 13}]",1,Maximilian Beier,-123194.0,"[52.0, 207.0, 17.0, 241.0, 13.0]",5,106.0,-123194.0,-9315.0,27213.0,99396.0,2094280.0
2232,18,Philipp,Mwene,7557196.0,49.0,29.0,29.0,24.0,136771.0,1428.0,0,2,https://kickbase.b-cdn.net/content/file/275de3be8348462b85588eaa3c89e4b3.png,2.0,2,188.0,,"[{""hasPlayed"": true, ""points"": 181}, {""hasPlayed"": true, ""points"": 41}, {""hasPlayed"": true, ""points"": 233}, {""hasPlayed"": true, ""points"": 16}, {""hasPlayed"": true, ""points"": 57}]",2,Philipp Mwene,-208838.0,"[181.0, 41.0, 233.0, 16.0, 57.0]",5,105.6,-208838.0,-293966.0,-266218.0,-473159.0,3085749.0
2766,7,Exequiel,Palacios,21030171.0,93.0,18.0,18.0,12.0,73391.0,1672.0,0,3,https://kickbase.b-cdn.net/content/file/0d5ad85f5920460c8489a65db5c6a1cb.png,25.0,2,79.0,,"[{""hasPlayed"": true, ""points"": 174}, {""hasPlayed"": true, ""points"": 28}, {""hasPlayed"": true, ""points"": 109}, {""hasPlayed"": true, ""points"": 91}, {""hasPlayed"": true, ""points"": 125}]",3,Exequiel Palacios,-581759.0,"[174.0, 28.0, 109.0, 91.0, 125.0]",5,105.4,-581759.0,-555407.0,-327791.0,-1426755.0,1757117.0
11010,15,Kevin,Diks,16229488.0,95.0,30.0,30.0,28.0,161173.0,2844.0,0,2,https://kickbase.b-cdn.net/content/file/31b917d90d104b98a6cc8bb90e5c94a4.png,4.0,1,175.0,,"[{""hasPlayed"": true, ""points"": 241}, {""hasPlayed"": true, ""points"": 71}, {""hasPlayed"": true, ""points"": 33}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 72}]",1,Kevin Diks,188711.0,"[241.0, 71.0, 33.0, null, 72.0]",4,104.25,188711.0,187242.0,185833.0,1273802.0,4490892.0
9605,6,Albert,Grønbæk,10584212.0,74.0,7.0,7.0,6.0,31737.0,520.0,0,3,https://kickbase.b-cdn.net/content/file/02b24cefd3da410ca1d4639a2fb7ccac.png,23.0,1,49.0,,"[{""hasPlayed"": true, ""points"": 39}, {""hasPlayed"": true, ""points"": 158}, {""hasPlayed"": true, ""points"": 266}, {""hasPlayed"": true, ""points"": 30}, {""hasPlayed"": true, ""points"": 28}]",1,Albert Grønbæk,104943.0,"[39.0, 158.0, 266.0, 30.0, 28.0]",5,104.2,104943.0,52644.0,-12454.0,44978.0,4267821.0
3481,10,Jens,Stage,19120295.0,100.0,29.0,29.0,29.0,160601.0,2895.0,2,3,https://kickbase.b-cdn.net/content/file/1660e6fa98fe418d8a4abdb17bda1d62.png,6.0,1,151.0,,"[{""hasPlayed"": true, ""points"": 48}, {""hasPlayed"": true, ""points"": 12}, {""hasPlayed"": true, ""points"": 30}, {""hasPlayed"": true, ""points"": 157}, {""hasPlayed"": true, ""points"": 265}]",2,Jens Stage,128742.0,"[48.0, 12.0, 30.0, 157.0, 265.0]",5,102.4,128742.0,147343.0,147454.0,1020870.0,3745307.0
2373,14,Ozan,Kabak,21314772.0,105.0,25.0,25.0,18.0,117698.0,2629.0,0,2,https://kickbase.b-cdn.net/content/file/f41310cc735c4e749a950dc72a7c76c9.png,5.0,1,123.0,,"[{""hasPlayed"": true, ""points"": 29}, {""hasPlayed"": true, ""points"": 198}, {""hasPlayed"": true, ""points"": 34}, {""hasPlayed"": true, ""points"": 100}, {""hasPlayed"": true, ""points"": 150}]",1,Ozan Kabak,171402.0,"[29.0, 198.0, 34.0, 100.0, 150.0]",5,102.2,171402.0,165543.0,167656.0,1139992.0,4403347.0
2646,18,Sheraldo,Becker,13488800.0,76.0,14.0,14.0,11.0,61084.0,1065.0,0,4,https://kickbase.b-cdn.net/content/file/e279d94dff1f46ea8a7f16ea6656528c.png,23.0,1,78.0,,"[{""hasPlayed"": true, ""points"": 115}, {""hasPlayed"": true, ""points"": 114}, {""hasPlayed"": true, ""points"": 120}, {""hasPlayed"": true, ""points"": 136}, {""hasPlayed"": true, ""points"": 20}]",2,Sheraldo Becker,174133.0,"[115.0, 114.0, 120.0, 136.0, 20.0]",5,101.0,174133.0,177940.0,167783.0,1206604.0,4374405.0
2804,2,Jamal,Musiala,35277696.0,98.0,15.0,15.0,7.0,45579.0,1476.0,2,3,https://kickbase.b-cdn.net/content/file/0874c227bdbf4d93b915953ecd463f34.png,10.0,1,41.0,,"[{""hasPlayed"": true, ""points"": 36}, {""hasPlayed"": true, ""points"": 100}, {""hasPlayed"": true, ""points"": 42}, {""hasPlayed"": true, ""points"": 198}, {""hasPlayed"": true, ""points"": 125}]",3,Jamal Musiala,22740.0,"[36.0, 100.0, 42.0, 198.0, 125.0]",5,100.2,22740.0,38967.0,68693.0,435804.0,2130252.0
8307,18,Kaishu,Sano,14887429.0,83.0,34.0,34.0,34.0,203515.0,2817.0,0,3,https://kickbase.b-cdn.net/content/file/5d056e6175064f30b16047761d382a84.png,6.0,1,189.0,,"[{""hasPlayed"": true, ""points"": 115}, {""hasPlayed"": true, ""points"": 55}, {""hasPlayed"": true, ""points"": 88}, {""hasPlayed"": true, ""points"": 149}, {""hasPlayed"": true, ""points"": 90}]",2,Kaishu Sano,191704.0,"[115.0, 55.0, 88.0, 149.0, 90.0]",5,99.4,191704.0,177198.0,169745.0,1246888.0,3107915.0
2400,40,Christopher,Trimmel,5098000.0,60.0,29.0,29.0,22.0,122793.0,1732.0,0,2,https://kickbase.b-cdn.net/content/file/0133043125be433d91c3b93eb502aebe.png,28.0,2,339.0,,"[{""hasPlayed"": true, ""points"": 133}, {""hasPlayed"": true, ""points"": 139}, {""hasPlayed"": true, ""points"": 104}, {""hasPlayed"": true, ""points"": 14}, {""hasPlayed"": true, ""points"": 107}]",4,Christopher Trimmel,-409486.0,"[133.0, 139.0, 104.0, 14.0, 107.0]",5,99.4,-409486.0,-483532.0,-233454.0,-532983.0,3027514.0
1955,40,Oliver,Burke,5431633.0,49.0,29.0,29.0,21.0,110171.0,1410.0,2,4,https://kickbase.b-cdn.net/content/file/a76d8d4a531548f58ceb241fe4958952.png,7.0,1,259.0,,"[{""hasPlayed"": true, ""points"": 139}, {""hasPlayed"": true, ""points"": 174}, {""hasPlayed"": true, ""points"": 61}, {""hasPlayed"": true, ""points"": -18}, {""hasPlayed"": true, ""points"": 139}]",5,Oliver Burke,32481.0,"[139.0, 174.0, 61.0, -18.0, 139.0]",5,99.0,32481.0,116311.0,168028.0,1182579.0,3164830.0
8227,43,Maarten,Vandevoordt,15446600.0,109.0,12.0,12.0,11.0,69295.0,1313.0,0,1,https://kickbase.b-cdn.net/content/file/cb4de12c99d148feb2f88e1c91186400.png,26.0,1,85.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 77}, {""hasPlayed"": true, ""points"": 87}, {""hasPlayed"": true, ""points"": 96}, {""hasPlayed"": true, ""points"": 135}]",2,Maarten Vandevoordt,146901.0,"[null, 77.0, 87.0, 96.0, 135.0]",4,98.75,146901.0,143407.0,136866.0,1019021.0,4246194.0
7963,7,Jarell,Quansah,22185043.0,102.0,28.0,28.0,25.0,152471.0,2867.0,0,2,https://kickbase.b-cdn.net/content/file/28464ad9ca424fa199f3f674422285de.png,4.0,1,129.0,,"[{""hasPlayed"": true, ""points"": 223}, {""hasPlayed"": true, ""points"": 35}, {""hasPlayed"": true, ""points"": 85}, {""hasPlayed"": true, ""points"": 72}, {""hasPlayed"": true, ""points"": 74}]",2,Jarell Quansah,144380.0,"[223.0, 35.0, 85.0, 72.0, 74.0]",5,97.8,144380.0,125618.0,105366.0,908446.0,4148880.0
2006,18,Stefan,Posch,9561639.0,90.0,16.0,16.0,16.0,93180.0,1446.0,0,2,https://kickbase.b-cdn.net/content/file/61c45113d8144342ae187dd599d3eff5.png,0.0,1,151.0,,"[{""hasPlayed"": true, ""points"": 97}, {""hasPlayed"": true, ""points"": 63}, {""hasPlayed"": true, ""points"": 121}, {""hasPlayed"": true, ""points"": 53}, {""hasPlayed"": true, ""points"": 154}]",2,Stefan Posch,372719.0,"[97.0, 63.0, 121.0, 53.0, 154.0]",5,97.6,372719.0,350150.0,280200.0,1212866.0,1212866.0
11162,14,Leon,Avdullahu,15408363.0,85.0,33.0,33.0,32.0,187386.0,2805.0,0,3,https://kickbase.b-cdn.net/content/file/d0a6a4d4e08b4c8fa7b4c27fdb09c212.png,7.0,1,182.0,,"[{""hasPlayed"": true, ""points"": -32}, {""hasPlayed"": true, ""points"": 246}, {""hasPlayed"": true, ""points"": 93}, {""hasPlayed"": true, ""points"": 89}, {""hasPlayed"": true, ""points"": 88}]",1,Leon Avdullahu,181440.0,"[-32.0, 246.0, 93.0, 89.0, 88.0]",5,96.8,181440.0,173586.0,163312.0,1188772.0,4324939.0
2395,3,Julian,Ryerson,25619908.0,105.0,31.0,31.0,26.0,148097.0,3246.0,0,2,https://kickbase.b-cdn.net/content/file/5c70c2a110fd48919c487e0b0d97af57.png,26.0,1,126.0,,"[{""hasPlayed"": true, ""points"": 141}, {""hasPlayed"": true, ""points"": 127}, {""hasPlayed"": true, ""points"": 41}, {""hasPlayed"": true, ""points"": 171}, {""hasPlayed"": true, ""points"": 3}]",1,Julian Ryerson,42874.0,"[141.0, 127.0, 41.0, 171.0, 3.0]",5,96.6,42874.0,15327.0,-50528.0,23621.0,1154912.0
11955,9,Bilal,El Khannouss,23961239.0,109.0,25.0,25.0,19.0,106302.0,2713.0,0,3,https://kickbase.b-cdn.net/content/file/308c317d260f4051ad8394dd0c0d1f02.png,11.0,2,113.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 21}, {""hasPlayed"": true, ""points"": 37}, {""hasPlayed"": true, ""points"": 178}, {""hasPlayed"": true, ""points"": 149}]",3,Bilal El Khannouss,-303062.0,"[null, 21.0, 37.0, 178.0, 149.0]",4,96.25,-303062.0,-334142.0,-315664.0,-1544834.0,-86045.0
2694,9,Angelo,Stiller,36932625.0,119.0,34.0,34.0,30.0,180374.0,4054.0,0,3,https://kickbase.b-cdn.net/content/file/7810bc5805c94de984743e33da7c044c.png,6.0,1,109.0,,"[{""hasPlayed"": true, ""points"": 108}, {""hasPlayed"": true, ""points"": 141}, {""hasPlayed"": true, ""points"": 87}, {""hasPlayed"": true, ""points"": 112}, {""hasPlayed"": true, ""points"": 33}]",1,Angelo Stiller,45738.0,"[108.0, 141.0, 87.0, 112.0, 33.0]",5,96.2,45738.0,42758.0,36140.0,325661.0,1507090.0
2895,18,Paul,Nebel,7738683.0,67.0,30.0,30.0,24.0,136191.0,2011.0,1,3,https://kickbase.b-cdn.net/content/file/03b835615e0c4ae3850ce2970f9cec04.png,8.0,2,259.0,,"[{""hasPlayed"": true, ""points"": 99}, {""hasPlayed"": true, ""points"": 95}, {""hasPlayed"": true, ""points"": 83}, {""hasPlayed"": true, ""points"": 115}, {""hasPlayed"": true, ""points"": 89}]",5,Paul Nebel,-344678.0,"[99.0, 95.0, 83.0, 115.0, 89.0]",5,96.2,-344678.0,-326120.0,-336997.0,-2597014.0,-2542629.0
1590,18,Robin,Zentner,12888058.0,73.0,10.0,10.0,10.0,59055.0,728.0,0,1,https://kickbase.b-cdn.net/content/file/dad81a3053174c60b16a47385173f2d5.png,27.0,1,56.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 96}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",1,Robin Zentner,169156.0,"[null, 96.0, null, null, null]",1,96.0,169156.0,151717.0,154890.0,1060661.0,4368757.0
2141,43,Ridle ,Baku,18641371.0,102.0,32.0,32.0,28.0,162435.0,3278.0,0,2,https://kickbase.b-cdn.net/content/file/dea132bbe8444490a8b8fa7d725f4b64.png,17.0,2,175.0,,"[{""hasPlayed"": true, ""points"": -4}, {""hasPlayed"": true, ""points"": 95}, {""hasPlayed"": true, ""points"": 38}, {""hasPlayed"": true, ""points"": 224}, {""hasPlayed"": true, ""points"": 124}]",3,Ridle  Baku,-249379.0,"[-4.0, 95.0, 38.0, 224.0, 124.0]",5,95.4,-249379.0,-254725.0,-236305.0,-867645.0,1603970.0
3176,2,Arijon,Ibrahimović,4288983.0,57.0,32.0,32.0,25.0,140654.0,1838.0,0,3,https://kickbase.b-cdn.net/content/file/f6128e01598c4fc99e4475770cee5ee4.png,0.0,2,428.0,,"[{""hasPlayed"": true, ""points"": 7}, {""hasPlayed"": true, ""points"": 264}, {""hasPlayed"": true, ""points"": 114}, {""hasPlayed"": true, ""points"": 29}, {""hasPlayed"": true, ""points"": 62}]",5,Arijon Ibrahimović,-81864.0,"[7.0, 264.0, 114.0, 29.0, 62.0]",5,95.2,-81864.0,-68625.0,-82463.0,-1020757.0,-285028.0
9682,14,Arthur,Chaves,2978254.0,69.0,15.0,15.0,11.0,70866.0,1040.0,0,2,https://kickbase.b-cdn.net/content/file/833cf51fd2394b6dbc29f93960eec13a.png,35.0,2,349.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 33}, {""hasPlayed"": true, ""points"": 124}, {""hasPlayed"": true, ""points"": 128}]",5,Arthur Chaves,-123247.0,"[null, null, 33.0, 124.0, 128.0]",3,95.0,-123247.0,-127667.0,-121639.0,-884866.0,-96358.0
737,28,Luca,Waldschmidt,5634250.0,50.0,24.0,24.0,7.0,49454.0,1192.0,2,3,https://kickbase.b-cdn.net/content/file/c6c99717a5834cacbb3161877ca3f29f.png,7.0,1,211.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 46}, {""hasPlayed"": true, ""points"": 120}, {""hasPlayed"": true, ""points"": 116}, {""hasPlayed"": true, ""points"": 96}]",3,Luca Waldschmidt,210901.0,"[null, 46.0, 120.0, 116.0, 96.0]",4,94.5,210901.0,249718.0,281372.0,1891375.0,4052919.0
524,14,Oliver,Baumann,19151787.0,99.0,34.0,34.0,34.0,203483.0,3366.0,0,1,https://kickbase.b-cdn.net/content/file/edda0b62817c41d1a3a343129e44683d.png,1.0,2,175.0,,"[{""hasPlayed"": true, ""points"": 22}, {""hasPlayed"": true, ""points"": 161}, {""hasPlayed"": true, ""points"": 112}, {""hasPlayed"": true, ""points"": 57}, {""hasPlayed"": true, ""points"": 119}]",1,Oliver Baumann,-125340.0,"[22.0, 161.0, 112.0, 57.0, 119.0]",5,94.2,-125340.0,-152367.0,-219921.0,-984146.0,322385.0
72,7,Mark,Flekken,14684317.0,93.0,24.0,24.0,24.0,141251.0,2230.0,0,1,https://kickbase.b-cdn.net/content/file/98ea8901b970421b88f6a41a3137142f.png,1.0,1,151.0,,"[{""hasPlayed"": true, ""points"": 110}, {""hasPlayed"": true, ""points"": 77}, {""hasPlayed"": true, ""points"": 111}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 75}]",1,Mark Flekken,137845.0,"[110.0, 77.0, 111.0, null, 75.0]",4,93.25,137845.0,138392.0,134625.0,936689.0,3327112.0
2300,2,Josip,Stanišić,24052327.0,128.0,26.0,26.0,19.0,124437.0,3330.0,0,2,https://kickbase.b-cdn.net/content/file/0828c39abfa3434387731b4125f9c877.png,44.0,2,138.0,,"[{""hasPlayed"": true, ""points"": 70}, {""hasPlayed"": true, ""points"": 172}, {""hasPlayed"": true, ""points"": 46}, {""hasPlayed"": true, ""points"": 72}, {""hasPlayed"": true, ""points"": 105}]",3,Josip Stanišić,-295777.0,"[70.0, 172.0, 46.0, 72.0, 105.0]",5,93.0,-295777.0,-309066.0,-444112.0,-3457558.0,-4575129.0
11665,18,Kacper,Potulski,6855104.0,80.0,15.0,15.0,9.0,71592.0,1206.0,0,2,https://kickbase.b-cdn.net/content/file/fad6be1e7d7644989b542d6722ad734c.png,48.0,2,175.0,,"[{""hasPlayed"": true, ""points"": 160}, {""hasPlayed"": true, ""points"": 31}, {""hasPlayed"": true, ""points"": 87}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",4,Kacper Potulski,-282354.0,"[160.0, 31.0, 87.0, null, null]",3,92.66666666666667,-282354.0,-322766.0,-310164.0,-1050827.0,-1342056.0
11752,6,Warmed,Omari,4563299.0,60.0,20.0,20.0,17.0,106595.0,1204.0,256,2,https://kickbase.b-cdn.net/content/file/6565bd5f9c14426aad721f006cf6f971.png,17.0,2,263.0,,"[{""hasPlayed"": true, ""points"": 86}, {""hasPlayed"": true, ""points"": 85}, {""hasPlayed"": true, ""points"": 151}, {""hasPlayed"": true, ""points"": 82}, {""hasPlayed"": true, ""points"": 57}]",3,Warmed Omari,-83337.0,"[86.0, 85.0, 151.0, 82.0, 57.0]",5,92.2,-83337.0,-97303.0,-121275.0,-1508917.0,-395909.0
3124,14,Patrick,Wimmer,7472838.0,59.0,25.0,25.0,21.0,105411.0,1466.0,0,3,https://kickbase.b-cdn.net/content/file/1ffbdbd2f14848519596bb5fc54bbec5.png,8.0,2,196.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 35}, {""hasPlayed"": true, ""points"": 73}, {""hasPlayed"": true, ""points"": 55}, {""hasPlayed"": true, ""points"": 204}]",3,Patrick Wimmer,-171147.0,"[null, 35.0, 73.0, 55.0, 204.0]",4,91.75,-171147.0,-189815.0,-190968.0,-1450038.0,1713260.0
1863,6,Daniel,Heuer Fernandes,14049239.0,92.0,33.0,33.0,33.0,199082.0,3051.0,0,1,https://kickbase.b-cdn.net/content/file/25bb5ce570244f8296d6e817316ad707.png,1.0,1,217.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 100}, {""hasPlayed"": true, ""points"": 119}, {""hasPlayed"": true, ""points"": 92}, {""hasPlayed"": true, ""points"": 54}]",1,Daniel Heuer Fernandes,164402.0,"[null, 100.0, 119.0, 92.0, 54.0]",4,91.25,164402.0,143982.0,130119.0,957465.0,3346796.0
3187,40,András,Schäfer,2981830.0,42.0,28.0,28.0,16.0,96106.0,1177.0,0,3,https://kickbase.b-cdn.net/content/file/433f8b676b6b4b898ad3ede98e20f79d.png,13.0,2,394.0,,"[{""hasPlayed"": true, ""points"": 293}, {""hasPlayed"": true, ""points"": 52}, {""hasPlayed"": true, ""points"": 56}, {""hasPlayed"": true, ""points"": 33}, {""hasPlayed"": true, ""points"": 21}]",3,András Schäfer,-57388.0,"[293.0, 52.0, 56.0, 33.0, 21.0]",5,91.0,-57388.0,-66905.0,-72612.0,-499509.0,-1005496.0
2854,9,Ermedin,Demirović,22590885.0,90.0,25.0,25.0,17.0,98446.0,2254.0,0,4,https://kickbase.b-cdn.net/content/file/b48829b887d04fe9afd4fbe51f04a3ea.png,9.0,2,99.0,,"[{""hasPlayed"": true, ""points"": 8}, {""hasPlayed"": true, ""points"": 206}, {""hasPlayed"": true, ""points"": 119}, {""hasPlayed"": true, ""points"": 115}, {""hasPlayed"": true, ""points"": 4}]",3,Ermedin Demirović,-341432.0,"[8.0, 206.0, 119.0, 115.0, 4.0]",5,90.4,-341432.0,-314917.0,-404492.0,-2630831.0,-1894135.0
2522,43,David,Raum,33567593.0,148.0,30.0,30.0,29.0,167920.0,4445.0,0,2,https://kickbase.b-cdn.net/content/file/63b51608f37a4eb083c1865d497d3cbe.png,22.0,1,132.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 152}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 28}]",1,David Raum,105469.0,"[null, 152.0, null, null, 28.0]",2,90.0,105469.0,106374.0,99931.0,730100.0,2720905.0
9507,43,Antonio,Nusa,25332200.0,91.0,31.0,31.0,24.0,129764.0,2835.0,0,3,https://kickbase.b-cdn.net/content/file/7b0130fc7648401b8dac316e07e7327b.png,7.0,1,111.0,,"[{""hasPlayed"": true, ""points"": 20}, {""hasPlayed"": true, ""points"": 42}, {""hasPlayed"": true, ""points"": 25}, {""hasPlayed"": true, ""points"": 95}, {""hasPlayed"": true, ""points"": 265}]",2,Antonio Nusa,68643.0,"[20.0, 42.0, 25.0, 95.0, 265.0]",5,89.4,68643.0,52470.0,54418.0,742044.0,3981902.0
60,18,Dominik,Kohr,9089873.0,71.0,29.0,29.0,28.0,153973.0,2070.0,0,2,https://kickbase.b-cdn.net/content/file/fc6cb9d67771484baa8cd7547280f6cd.png,31.0,1,227.0,,"[{""hasPlayed"": true, ""points"": 146}, {""hasPlayed"": true, ""points"": 17}, {""hasPlayed"": true, ""points"": 24}, {""hasPlayed"": true, ""points"": 148}, {""hasPlayed"": true, ""points"": 112}]",3,Dominik Kohr,190135.0,"[146.0, 17.0, 24.0, 148.0, 112.0]",5,89.4,190135.0,195097.0,207160.0,1494593.0,3329101.0
3190,9,Jeff,Chabot,25724278.0,113.0,27.0,27.0,26.0,150716.0,3061.0,0,2,https://kickbase.b-cdn.net/content/file/2aa1e27ad0dd4e83b94ff2e16dfbdddc.png,24.0,2,118.0,,"[{""hasPlayed"": true, ""points"": 82}, {""hasPlayed"": true, ""points"": 130}, {""hasPlayed"": true, ""points"": 59}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 86}]",2,Jeff Chabot,-58151.0,"[82.0, 130.0, 59.0, null, 86.0]",4,89.25,-58151.0,-5100.0,7399.0,70850.0,913268.0
1655,4,Michael,Zetterer,5099861.0,94.0,22.0,22.0,21.0,131394.0,2075.0,0,1,https://kickbase.b-cdn.net/content/file/7b95a79040f048299e6825e31771d397.png,23.0,2,406.0,,"[{""hasPlayed"": true, ""points"": 133}, {""hasPlayed"": true, ""points"": 105}, {""hasPlayed"": true, ""points"": 66}, {""hasPlayed"": true, ""points"": 95}, {""hasPlayed"": true, ""points"": 47}]",4,Michael Zetterer,-289596.0,"[133.0, 105.0, 66.0, 95.0, 47.0]",5,89.2,-289596.0,-272335.0,-272681.0,-2009248.0,-1572124.0
11512,6,Nicolás,Capaldo,10612423.0,65.0,26.0,26.0,24.0,130826.0,1682.0,2,2,https://kickbase.b-cdn.net/content/file/bb8ff3d0932d47bd9d7fa4a4f38068ef.png,24.0,1,158.0,,"[{""hasPlayed"": true, ""points"": 136}, {""hasPlayed"": true, ""points"": 101}, {""hasPlayed"": true, ""points"": 64}, {""hasPlayed"": true, ""points"": 53}, {""hasPlayed"": true, ""points"": 90}]",1,Nicolás Capaldo,3978.0,"[136.0, 101.0, 64.0, 53.0, 90.0]",5,88.8,3978.0,51187.0,70450.0,401990.0,2243875.0
