id,teamId,firstName,lastName,marketValue,averagePoints,games,gamesPlayed,start11,totalPlaytimeS,totalPoints,status,position,playerImage,number,trend,pointsPerValue,pointsStdDev,history,name,marketChangeToday
7441,77,Cole,Campbell,4570098.0,11.0,6.0,6.0,0.0,6994.0,66.0,2,3,https://kickbase.b-cdn.net/pool/playersbig/7441.png,39.0,2,14.0,,"[{""hasPlayed"": true, ""points"": 1}, {""hasPlayed"": true, ""points"": 35}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 27}, {""hasPlayed"": false, ""points"": null}]",Cole Campbell,-116958.0
7463,77,Francis,Onyeka,10665719.0,,,,,,,0,3,https://kickbase.b-cdn.net/pool/playersbig/7463.png,40.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",Francis Onyeka,45395.0
7514,77,Florian,Le Joncour,3751880.0,,,,,,,0,2,https://kickbase.b-cdn.net/pool/playersbig/7514.png,3.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",Florian Le Joncour,-145088.0
8252,77,Maurice,Krattenmacher,4081310.0,,,,,,,0,3,https://kickbase.b-cdn.net/pool/playersbig/8252.png,7.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",Maurice Krattenmacher,-110292.0
8296,77,Frederik,Schmahl,3117716.0,,,,,,,0,3,https://kickbase.b-cdn.net/pool/playersbig/8296.png,17.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",Frederik Schmahl,299211.0
8301,77,Luca,Sirch,5820028.0,,,,,,,0,2,https://kickbase.b-cdn.net/pool/playersbig/8301.png,0.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",Luca Sirch,180055.0
9224,77,Tom,Zimmerschied,6794990.0,,,,,,,2,3,https://kickbase.b-cdn.net/pool/playersbig/9224.png,29.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",Tom Zimmerschied,-347631.0
9384,77,Noah,Darvich,5783451.0,,,,,,,0,3,https://kickbase.b-cdn.net/pool/playersbig/9384.png,10.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",Noah Darvich,-274054.0
9995,77,David,Mokwa,4122480.0,,,,,,,0,4,https://kickbase.b-cdn.net/pool/playersbig/9995.png,42.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",David Mokwa,-93658.0
11253,77,Nicholas,Mickelson,625220.0,,,,,,,0,2,https://kickbase.b-cdn.net/pool/playersbig/11253.png,2.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",Nicholas Mickelson,96271.0
12317,77,Raif,Adam,3623682.0,,,,,,,0,4,https://kickbase.b-cdn.net/pool/playersbig/12317.png,15.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",Raif Adam,298173.0
4,7,Janis,Blaswich,2002003.0,111.0,11.0,11.0,10.0,62668.0,1222.0,0,1,https://kickbase.b-cdn.net/pool/playersbig/4.png,28.0,2,610.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 177}, {""hasPlayed"": false, ""points"": null}]",Janis Blaswich,-119376.0
72,7,Mark,Flekken,13747628.0,93.0,24.0,24.0,24.0,141251.0,2230.0,0,1,https://kickbase.b-cdn.net/pool/playersbig/72.png,1.0,1,162.0,,"[{""hasPlayed"": true, ""points"": 110}, {""hasPlayed"": true, ""points"": 77}, {""hasPlayed"": true, ""points"": 111}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 75}]",Mark Flekken,135315.0
78,7,Jonas,Hofmann,2262507.0,58.0,23.0,23.0,11.0,68545.0,1338.0,0,3,https://kickbase.b-cdn.net/pool/playersbig/78.png,7.0,2,591.0,,"[{""hasPlayed"": true, ""points"": 34}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 10}]",Jonas Hofmann,-109092.0
663,7,Robert,Andrich,10637845.0,82.0,32.0,32.0,29.0,168594.0,2610.0,2,2,https://kickbase.b-cdn.net/pool/playersbig/663.png,8.0,2,245.0,,"[{""hasPlayed"": true, ""points"": 52}, {""hasPlayed"": true, ""points"": 44}, {""hasPlayed"": true, ""points"": 99}, {""hasPlayed"": true, ""points"": 43}, {""hasPlayed"": false, ""points"": null}]",Robert Andrich,-399538.0
2746,7,Patrik,Schick,29026293.0,103.0,28.0,28.0,23.0,130835.0,2889.0,0,4,https://kickbase.b-cdn.net/pool/playersbig/2746.png,14.0,1,99.0,,"[{""hasPlayed"": true, ""points"": 42}, {""hasPlayed"": true, ""points"": 23}, {""hasPlayed"": true, ""points"": 367}, {""hasPlayed"": true, ""points"": 227}, {""hasPlayed"": true, ""points"": 161}]",Patrik Schick,56372.0
2766,7,Exequiel,Palacios,22456926.0,93.0,18.0,18.0,12.0,73391.0,1672.0,0,3,https://kickbase.b-cdn.net/pool/playersbig/2766.png,25.0,1,74.0,,"[{""hasPlayed"": true, ""points"": 174}, {""hasPlayed"": true, ""points"": 28}, {""hasPlayed"": true, ""points"": 109}, {""hasPlayed"": true, ""points"": 91}, {""hasPlayed"": true, ""points"": 125}]",Exequiel Palacios,100400.0
2783,7,Edmond,Tapsoba,31829100.0,136.0,29.0,29.0,29.0,171644.0,3941.0,0,2,https://kickbase.b-cdn.net/pool/playersbig/2783.png,12.0,1,123.0,,"[{""hasPlayed"": true, ""points"": 111}, {""hasPlayed"": true, ""points"": 6}, {""hasPlayed"": true, ""points"": 135}, {""hasPlayed"": true, ""points"": 93}, {""hasPlayed"": true, ""points"": 194}]",Edmond Tapsoba,76634.0
2846,7,Malik,Tillman,15305384.0,82.0,29.0,29.0,18.0,111183.0,2380.0,0,3,https://kickbase.b-cdn.net/pool/playersbig/2846.png,10.0,2,155.0,,"[{""hasPlayed"": true, ""points"": 87}, {""hasPlayed"": true, ""points"": 6}, {""hasPlayed"": true, ""points"": 16}, {""hasPlayed"": true, ""points"": 4}, {""hasPlayed"": true, ""points"": -13}]",Malik Tillman,-379122.0
3754,7,,Vázquez,3365529.0,69.0,12.0,12.0,6.0,33531.0,824.0,0,2,https://kickbase.b-cdn.net/pool/playersbig/3754.png,21.0,2,244.0,,"[{""hasPlayed"": true, ""points"": 31}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 49}]",Vázquez,-107129.0
3759,7,Miguel,Gutiérrez,18085847.0,,,,,,,0,2,https://kickbase.b-cdn.net/pool/playersbig/3759.png,3.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",Miguel Gutiérrez,195830.0
4199,7,Aleix,García,37428950.0,142.0,33.0,33.0,31.0,175200.0,4684.0,0,3,https://kickbase.b-cdn.net/pool/playersbig/4199.png,24.0,1,125.0,,"[{""hasPlayed"": true, ""points"": 229}, {""hasPlayed"": true, ""points"": 121}, {""hasPlayed"": true, ""points"": 214}, {""hasPlayed"": true, ""points"": 93}, {""hasPlayed"": true, ""points"": 181}]",Aleix García,114427.0
4318,7,Tim,Oermann,3937761.0,2.0,2.0,2.0,0.0,1774.0,3.0,0,2,https://kickbase.b-cdn.net/pool/playersbig/4318.png,15.0,1,0.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",Tim Oermann,301745.0
4563,7,Loïc,Badé,14178022.0,95.0,23.0,23.0,19.0,110581.0,2192.0,0,2,https://kickbase.b-cdn.net/pool/playersbig/4563.png,5.0,1,154.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 50}, {""hasPlayed"": true, ""points"": 121}]",Loïc Badé,86636.0
6061,7,Ibrahim,Maza,28810032.0,98.0,28.0,28.0,20.0,121679.0,2743.0,0,3,https://kickbase.b-cdn.net/pool/playersbig/6061.png,30.0,1,95.0,,"[{""hasPlayed"": true, ""points"": 85}, {""hasPlayed"": true, ""points"": 34}, {""hasPlayed"": true, ""points"": 182}, {""hasPlayed"": true, ""points"": 40}, {""hasPlayed"": true, ""points"": 79}]",Ibrahim Maza,84259.0
6174,7,,Arthur,5818046.0,64.0,20.0,20.0,13.0,75109.0,1284.0,0,2,https://kickbase.b-cdn.net/pool/playersbig/6174.png,13.0,2,220.0,,"[{""hasPlayed"": true, ""points"": 36}, {""hasPlayed"": true, ""points"": 17}, {""hasPlayed"": true, ""points"": 24}, {""hasPlayed"": true, ""points"": 25}, {""hasPlayed"": false, ""points"": null}]",Arthur,-379900.0
6745,7,Victor,Boniface,4882614.0,43.0,11.0,11.0,2.0,23116.0,468.0,0,4,https://kickbase.b-cdn.net/pool/playersbig/6745.png,22.0,2,95.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",Victor Boniface,-312443.0
7269,7,Nathan,Tella,8791032.0,68.0,17.0,17.0,10.0,56629.0,1149.0,0,3,https://kickbase.b-cdn.net/pool/playersbig/7269.png,23.0,2,130.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 277}, {""hasPlayed"": true, ""points"": 153}, {""hasPlayed"": true, ""points"": 83}]",Nathan Tella,-315107.0
7963,7,Jarell,Quansah,21276597.0,102.0,28.0,28.0,25.0,152471.0,2867.0,0,2,https://kickbase.b-cdn.net/pool/playersbig/7963.png,4.0,1,134.0,,"[{""hasPlayed"": true, ""points"": 223}, {""hasPlayed"": true, ""points"": 35}, {""hasPlayed"": true, ""points"": 85}, {""hasPlayed"": true, ""points"": 72}, {""hasPlayed"": true, ""points"": 74}]",Jarell Quansah,151933.0
8225,7,Jeanuël,Belocian,4834719.0,54.0,22.0,22.0,17.0,102511.0,1194.0,0,2,https://kickbase.b-cdn.net/pool/playersbig/8225.png,44.0,2,246.0,,"[{""hasPlayed"": true, ""points"": 110}, {""hasPlayed"": true, ""points"": 64}, {""hasPlayed"": true, ""points"": 70}, {""hasPlayed"": true, ""points"": 78}, {""hasPlayed"": true, ""points"": 89}]",Jeanuël Belocian,-138982.0
8374,7,Martin,Terrier,3351439.0,54.0,18.0,18.0,7.0,45086.0,963.0,4,4,https://kickbase.b-cdn.net/pool/playersbig/8374.png,11.0,2,287.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",Martin Terrier,-132103.0
11181,7,Axel,Tape,4440898.0,20.0,6.0,6.0,2.0,15970.0,121.0,0,2,https://kickbase.b-cdn.net/pool/playersbig/11181.png,16.0,2,27.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",Axel Tape,-179578.0
11513,7,Christian,Kofane,11265844.0,58.0,29.0,29.0,12.0,85285.0,1677.0,0,4,https://kickbase.b-cdn.net/pool/playersbig/11513.png,35.0,1,148.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 76}, {""hasPlayed"": true, ""points"": 17}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 16}]",Christian Kofane,77653.0
11680,7,Kennet,Eichhorn,7920089.0,,,,,,,1,3,https://kickbase.b-cdn.net/pool/playersbig/11680.png,18.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",Kennet Eichhorn,-335306.0
11756,7,Montrell,Culbreath,5825137.0,61.0,12.0,12.0,9.0,48534.0,737.0,1,3,https://kickbase.b-cdn.net/pool/playersbig/11756.png,42.0,2,126.0,,"[{""hasPlayed"": true, ""points"": 50}, {""hasPlayed"": true, ""points"": 11}, {""hasPlayed"": true, ""points"": 114}, {""hasPlayed"": true, ""points"": 81}, {""hasPlayed"": true, ""points"": -19}]",Montrell Culbreath,-407315.0
11867,7,Ernest,Poku,8505801.0,72.0,29.0,29.0,16.0,97546.0,2099.0,0,3,https://kickbase.b-cdn.net/pool/playersbig/11867.png,19.0,1,246.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": -14}, {""hasPlayed"": true, ""points"": 21}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",Ernest Poku,-46058.0
11956,7,Ezequiél,Fernández,3643871.0,58.0,20.0,20.0,12.0,67020.0,1168.0,0,3,https://kickbase.b-cdn.net/pool/playersbig/11956.png,6.0,2,320.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 22}, {""hasPlayed"": true, ""points"": 43}, {""hasPlayed"": false, ""points"": null}]",Ezequiél Fernández,-31370.0
11957,7,Eliesse,Ben Seghir,2532635.0,35.0,10.0,10.0,2.0,18106.0,354.0,1,3,https://kickbase.b-cdn.net/pool/playersbig/11957.png,17.0,2,139.0,,"[{""hasPlayed"": true, ""points"": 48}, {""hasPlayed"": true, ""points"": -8}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 17}, {""hasPlayed"": false, ""points"": null}]",Eliesse Ben Seghir,-133465.0
14893,7,Aleksa,Damjanovic,8251373.0,,,,,,,0,4,https://kickbase.b-cdn.net/pool/playersbig/14893.png,0.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",Aleksa Damjanovic,134137.0
15199,7,Afonso,Moreira,20940868.0,,,,,,,0,4,https://kickbase.b-cdn.net/pool/playersbig/15199.png,0.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",Afonso Moreira,246223.0
417,28,Ron-Robert,Zieler,2419230.0,,,,,,,0,1,https://kickbase.b-cdn.net/pool/playersbig/417.png,20.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",Ron-Robert Zieler,158909.0
737,28,Luca,Waldschmidt,3742875.0,50.0,24.0,24.0,7.0,49454.0,1192.0,0,3,https://kickbase.b-cdn.net/pool/playersbig/737.png,7.0,1,318.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 46}, {""hasPlayed"": true, ""points"": 120}, {""hasPlayed"": true, ""points"": 116}, {""hasPlayed"": true, ""points"": 96}]",Luca Waldschmidt,295945.0
1580,28,Marvin,Schwäbe,13230768.0,96.0,34.0,34.0,34.0,205397.0,3249.0,0,1,https://kickbase.b-cdn.net/pool/playersbig/1580.png,1.0,1,245.0,,"[{""hasPlayed"": true, ""points"": 60}, {""hasPlayed"": true, ""points"": 75}, {""hasPlayed"": true, ""points"": 3}, {""hasPlayed"": true, ""points"": 50}, {""hasPlayed"": true, ""points"": 130}]",Marvin Schwäbe,136666.0
2069,28,Timo,Hübers,3318318.0,92.0,8.0,8.0,8.0,45515.0,737.0,4,2,https://kickbase.b-cdn.net/pool/playersbig/2069.png,4.0,2,222.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",Timo Hübers,-124500.0
2201,28,Linton,Maina,4376294.0,40.0,24.0,24.0,9.0,69909.0,960.0,0,4,https://kickbase.b-cdn.net/pool/playersbig/2201.png,37.0,2,219.0,,"[{""hasPlayed"": true, ""points"": -1}, {""hasPlayed"": true, ""points"": 47}, {""hasPlayed"": true, ""points"": 4}, {""hasPlayed"": true, ""points"": 48}, {""hasPlayed"": true, ""points"": 34}]",Linton Maina,-85397.0
2358,28,Tom,Krauß,7414905.0,56.0,26.0,26.0,19.0,116693.0,1461.0,0,3,https://kickbase.b-cdn.net/pool/playersbig/2358.png,5.0,1,197.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 91}, {""hasPlayed"": true, ""points"": 59}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",Tom Krauß,132990.0
2536,28,Matthias,Köbbing,500000.0,,,,,,,0,1,https://kickbase.b-cdn.net/pool/playersbig/2536.png,44.0,0,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",Matthias Köbbing,0.0
2552,28,Marius,Bülter,5185950.0,53.0,32.0,32.0,18.0,109316.0,1701.0,0,4,https://kickbase.b-cdn.net/pool/playersbig/2552.png,30.0,1,328.0,,"[{""hasPlayed"": true, ""points"": 13}, {""hasPlayed"": true, ""points"": 155}, {""hasPlayed"": true, ""points"": 152}, {""hasPlayed"": true, ""points"": 4}, {""hasPlayed"": true, ""points"": 42}]",Marius Bülter,174751.0
2765,28,Jan,Thielmann,4746083.0,52.0,26.0,26.0,20.0,100549.0,1355.0,0,3,https://kickbase.b-cdn.net/pool/playersbig/2765.png,29.0,1,285.0,,"[{""hasPlayed"": true, ""points"": -14}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 3}, {""hasPlayed"": true, ""points"": 78}, {""hasPlayed"": true, ""points"": 39}]",Jan Thielmann,333542.0
2855,28,Ragnar,Ache,12441878.0,67.0,29.0,29.0,18.0,113020.0,1937.0,0,4,https://kickbase.b-cdn.net/pool/playersbig/2855.png,9.0,1,155.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 19}]",Ragnar Ache,170806.0
7219,28,Ísak,Jóhannesson,7259829.0,48.0,31.0,31.0,21.0,119771.0,1473.0,0,3,https://kickbase.b-cdn.net/pool/playersbig/7219.png,8.0,1,202.0,,"[{""hasPlayed"": true, ""points"": -10}, {""hasPlayed"": true, ""points"": 59}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 7}, {""hasPlayed"": true, ""points"": 55}]",Ísak Jóhannesson,213264.0
8001,28,Luka,Lochoshvili,8230541.0,,,,,,,0,2,https://kickbase.b-cdn.net/pool/playersbig/8001.png,24.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",Luka Lochoshvili,193206.0
8274,28,Said,El Mala,25284711.0,71.0,34.0,34.0,20.0,130276.0,2418.0,0,3,https://kickbase.b-cdn.net/pool/playersbig/8274.png,13.0,1,95.0,,"[{""hasPlayed"": true, ""points"": 89}, {""hasPlayed"": true, ""points"": 1}, {""hasPlayed"": true, ""points"": 169}, {""hasPlayed"": true, ""points"": 119}, {""hasPlayed"": true, ""points"": 55}]",Said El Mala,90651.0
8385,28,Julian,Pauli,3769192.0,,,,,,,0,2,https://kickbase.b-cdn.net/pool/playersbig/8385.png,3.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",Julian Pauli,-156948.0
10024,28,Joël,Schmied,3772761.0,40.0,16.0,16.0,13.0,73506.0,635.0,0,2,https://kickbase.b-cdn.net/pool/playersbig/10024.png,2.0,2,168.0,,"[{""hasPlayed"": true, ""points"": -15}, {""hasPlayed"": true, ""points"": 48}, {""hasPlayed"": true, ""points"": -2}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",Joël Schmied,-150408.0
11570,28,Sebastian,Sebulonsen,6012189.0,46.0,31.0,31.0,28.0,165693.0,1413.0,1,2,https://kickbase.b-cdn.net/pool/playersbig/11570.png,28.0,2,235.0,,"[{""hasPlayed"": true, ""points"": 7}, {""hasPlayed"": true, ""points"": 71}, {""hasPlayed"": true, ""points"": 72}, {""hasPlayed"": true, ""points"": 29}, {""hasPlayed"": true, ""points"": 45}]",Sebastian Sebulonsen,-545337.0
11875,28,Rav,van den Berg,3715083.0,58.0,14.0,14.0,12.0,74399.0,805.0,0,2,https://kickbase.b-cdn.net/pool/playersbig/11875.png,33.0,1,216.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",Rav van den Berg,22215.0
11958,28,Alessio,Castro-Montes,3073381.0,64.0,14.0,14.0,7.0,46040.0,892.0,0,3,https://kickbase.b-cdn.net/pool/playersbig/11958.png,17.0,2,290.0,,"[{""hasPlayed"": true, ""points"": 15}, {""hasPlayed"": true, ""points"": 6}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 19}, {""hasPlayed"": true, ""points"": 40}]",Alessio Castro-Montes,71903.0
12321,28,Jahmai,Simpson-Pusey,10325238.0,61.0,11.0,11.0,10.0,57539.0,669.0,0,2,https://kickbase.b-cdn.net/pool/playersbig/12321.png,22.0,1,64.0,,"[{""hasPlayed"": true, ""points"": 31}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 82}, {""hasPlayed"": true, ""points"": 76}, {""hasPlayed"": true, ""points"": 88}]",Jahmai Simpson-Pusey,143046.0
12333,28,Youssoupha,Niang,4716015.0,6.0,10.0,10.0,2.0,14606.0,55.0,0,4,https://kickbase.b-cdn.net/pool/playersbig/12333.png,38.0,1,11.0,,"[{""hasPlayed"": true, ""points"": -21}, {""hasPlayed"": true, ""points"": -2}, {""hasPlayed"": true, ""points"": 11}, {""hasPlayed"": true, ""points"": -11}, {""hasPlayed"": false, ""points"": null}]",Youssoupha Niang,277854.0
14140,28,Gideon,Mensah,8716739.0,,,,,,,0,2,https://kickbase.b-cdn.net/pool/playersbig/14140.png,14.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",Gideon Mensah,161217.0
14300,28,Paul,Okon-Engstler,2810398.0,,,,,,,0,3,https://kickbase.b-cdn.net/pool/playersbig/14300.png,23.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",Paul Okon-Engstler,2310398.0
15373,28,Reigan,Heskey,8959576.0,,,,,,,0,3,https://kickbase.b-cdn.net/pool/playersbig/15373.png,11.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",Reigan Heskey,275388.0
524,14,Oliver,Baumann,20135933.0,99.0,34.0,34.0,34.0,203483.0,3366.0,0,1,https://kickbase.b-cdn.net/pool/playersbig/524.png,1.0,1,167.0,,"[{""hasPlayed"": true, ""points"": 22}, {""hasPlayed"": true, ""points"": 161}, {""hasPlayed"": true, ""points"": 112}, {""hasPlayed"": true, ""points"": 57}, {""hasPlayed"": true, ""points"": 119}]",Oliver Baumann,17626.0
1815,14,Andrej,Kramarić,23347024.0,111.0,34.0,34.0,26.0,143136.0,3757.0,4,3,https://kickbase.b-cdn.net/pool/playersbig/1815.png,27.0,2,160.0,,"[{""hasPlayed"": true, ""points"": 4}, {""hasPlayed"": true, ""points"": 180}, {""hasPlayed"": true, ""points"": 245}, {""hasPlayed"": true, ""points"": 62}, {""hasPlayed"": true, ""points"": 239}]",Andrej Kramarić,-434143.0
1954,14,,Bernardo,10487858.0,82.0,29.0,29.0,26.0,152866.0,2381.0,0,2,https://kickbase.b-cdn.net/pool/playersbig/1954.png,13.0,1,227.0,,"[{""hasPlayed"": true, ""points"": 47}, {""hasPlayed"": true, ""points"": 129}, {""hasPlayed"": true, ""points"": 53}, {""hasPlayed"": true, ""points"": 70}, {""hasPlayed"": true, ""points"": 80}]",Bernardo,5563.0
2373,14,Ozan,Kabak,20174780.0,105.0,25.0,25.0,18.0,117698.0,2629.0,0,2,https://kickbase.b-cdn.net/pool/playersbig/2373.png,5.0,1,130.0,,"[{""hasPlayed"": true, ""points"": 29}, {""hasPlayed"": true, ""points"": 198}, {""hasPlayed"": true, ""points"": 34}, {""hasPlayed"": true, ""points"": 100}, {""hasPlayed"": true, ""points"": 150}]",Ozan Kabak,180613.0
2803,14,Tim,Lemperle,12341456.0,74.0,29.0,29.0,24.0,124309.0,2154.0,16,4,https://kickbase.b-cdn.net/pool/playersbig/2803.png,19.0,1,174.0,,"[{""hasPlayed"": true, ""points"": -62}, {""hasPlayed"": true, ""points"": 60}, {""hasPlayed"": true, ""points"": 60}, {""hasPlayed"": true, ""points"": 158}, {""hasPlayed"": true, ""points"": 72}]",Tim Lemperle,-30220.0
