id,teamId,firstName,lastName,marketValue,averagePoints,games,gamesPlayed,start11,totalPlaytimeS,totalPoints,status,position,playerImage,number,trend,pointsPerValue,pointsStdDev,history,startProbability,name,marketChangeToday,marketChange.today,marketChange.yesterday,marketChange.twoDays,marketChange.sevenDaysAvg,marketChange.thirtyDaysAvg
7158,9,Deniz,Undav,42017605.0,-11.0,1.0,1.0,1.0,4480.0,-11.0,0,4,https://kickbase.b-cdn.net/content/file/09b0fa82db54498db93794d443c5dd46.png,26.0,2,,,"[{""hasPlayed"": true, ""points"": -11}]",1,Deniz Undav,-399961.0,-399961.0,-437671.0,-317881.0,-2202015.0,-1046678.0
7257,9,Leonidas,Stergiou,2250011.0,-8.0,1.0,1.0,0.0,1286.0,-8.0,0,2,https://kickbase.b-cdn.net/content/file/5969fcecc82d4c039732fa615901d1b2.png,20.0,2,,,"[{""hasPlayed"": true, ""points"": -8}]",4,Leonidas Stergiou,-61374.0,-61374.0,-85490.0,-105609.0,-765571.0,-1104222.0
7349,9,Finn,Jeltsch,15906881.0,16.0,1.0,1.0,1.0,5767.0,16.0,0,2,https://kickbase.b-cdn.net/content/file/256dbc8d5e474b4caea5b04904175a7d.png,29.0,1,1.0,,"[{""hasPlayed"": true, ""points"": 16}]",1,Finn Jeltsch,102471.0,102471.0,133093.0,156334.0,909397.0,4476304.0
7781,9,Leo,Sauer,3170261.0,,,,,,,0,3,https://kickbase.b-cdn.net/content/file/79854e5f8e024f4cac5b935b26f557ef.png,44.0,2,,,"[{""hasPlayed"": false, ""points"": null}]",5,Leo Sauer,-88563.0,-88563.0,-104712.0,-109887.0,-726053.0,-3738914.0
8247,9,Ramon,Hendriks,9617704.0,32.0,1.0,1.0,1.0,5767.0,32.0,0,2,https://kickbase.b-cdn.net/content/file/105193e4d2f8459290802db43899091e.png,3.0,1,3.0,,"[{""hasPlayed"": true, ""points"": 32}]",3,Ramon Hendriks,137618.0,137618.0,170283.0,146807.0,368888.0,-1208715.0
9615,9,Ameen,Al Dakhil,1328709.0,,,,,,,0,2,https://kickbase.b-cdn.net/content/file/4aee2e4168564f5e94d30aa4876c1170.png,2.0,2,,,"[{""hasPlayed"": false, ""points"": null}]",5,Ameen Al Dakhil,-77471.0,-77471.0,-96963.0,-121729.0,-777392.0,-2737482.0
10112,9,Luca,Jaquez,2206631.0,,,,,,,2,2,https://kickbase.b-cdn.net/content/file/723a3008f59f42d2bc35e506cca0cae0.png,14.0,2,,,"[{""hasPlayed"": false, ""points"": null}]",5,Luca Jaquez,-113707.0,-113707.0,-117009.0,-117490.0,-810182.0,-3369727.0
11043,9,Lorenz,Assignon,3413252.0,,,,,,,0,2,https://kickbase.b-cdn.net/content/file/9a09f4c605aa4708839026cfa823e807.png,22.0,2,,,"[{""hasPlayed"": false, ""points"": null}]",5,Lorenz Assignon,-119210.0,-119210.0,-133293.0,-130501.0,-961002.0,2472414.0
11947,9,Badredine,Bouanani,3038496.0,,,,,,,0,3,https://kickbase.b-cdn.net/content/file/b67847cbe4cc438ebd753c2290658271.png,27.0,2,,,"[{""hasPlayed"": false, ""points"": null}]",5,Badredine Bouanani,-148284.0,-148284.0,-135876.0,-146518.0,-581901.0,282219.0
11955,9,Bilal,El Khannouss,18401286.0,-60.0,1.0,1.0,0.0,1279.0,-60.0,0,3,https://kickbase.b-cdn.net/content/file/5647309665b04428a87e221756ac45de.png,11.0,2,,,"[{""hasPlayed"": true, ""points"": -60}]",4,Bilal El Khannouss,-426441.0,-426441.0,-427784.0,-469071.0,-2603106.0,-6847439.0
12293,9,Jeremy,Arévalo,1549251.0,,,,,,,1,4,https://kickbase.b-cdn.net/content/file/7237c08d471f43358fb271abcdf961e9.png,25.0,2,,,"[{""hasPlayed"": false, ""points"": null}]",5,Jeremy Arévalo,-125770.0,-125770.0,-133630.0,-141757.0,-992922.0,-966717.0
859,77,Jan,Gyamerah,5465927.0,63.0,1.0,1.0,1.0,4630.0,63.0,0,2,https://kickbase.b-cdn.net/content/file/605c8e04a1e448d28636a175391a6394.png,30.0,1,11.0,,"[{""hasPlayed"": true, ""points"": 63}]",2,Jan Gyamerah,95804.0,95804.0,69789.0,-28568.0,-796597.0,2672039.0
1745,77,Amara,Condé,906654.0,,,,,,,0,3,https://kickbase.b-cdn.net/content/file/f4a59adaeaa34d489c40d0fc80a957a6.png,6.0,2,,,"[{""hasPlayed"": false, ""points"": null}]",5,Amara Condé,-48224.0,-48224.0,-99607.0,-121021.0,-696976.0,-3246395.0
2495,77,Tim,Boss,2265478.0,,,,,,,0,1,https://kickbase.b-cdn.net/content/file/56d626009997411d96ea41f2355a4a62.png,28.0,2,,,"[{""hasPlayed"": false, ""points"": null}]",5,Tim Boss,-147474.0,-147474.0,-149689.0,-145818.0,-1060554.0,-551158.0
2928,77,Lukas Emanuel,Petkov,10945541.0,233.0,1.0,1.0,1.0,5894.0,233.0,0,3,https://kickbase.b-cdn.net/content/file/128565baaabc492cb4552221f5309f70.png,25.0,1,21.0,,"[{""hasPlayed"": true, ""points"": 233}]",1,Lukas Emanuel Petkov,185131.0,185131.0,226731.0,240469.0,1132417.0,42923.0
3026,77,Lasse,Günther,7957728.0,74.0,1.0,1.0,1.0,5894.0,74.0,0,2,https://kickbase.b-cdn.net/content/file/efd54edaa770405ba5107ab4d8e895ec.png,21.0,2,9.0,,"[{""hasPlayed"": true, ""points"": 74}]",1,Lasse Günther,43836.0,43836.0,10172.0,-65162.0,-617702.0,620413.0
3232,77,Luca,Pfeiffer,2157095.0,,,,,,,0,4,https://kickbase.b-cdn.net/content/file/31027969e84a49f6955ebbed0c02920c.png,16.0,2,,,"[{""hasPlayed"": false, ""points"": null}]",5,Luca Pfeiffer,-118924.0,-118924.0,-126988.0,-134083.0,-946988.0,-1864089.0
3284,77,Maximilian,Rohr,9651515.0,87.0,1.0,1.0,1.0,5039.0,87.0,0,2,https://kickbase.b-cdn.net/content/file/42996bfe19eb43e8ab7a10cabb206982.png,31.0,1,9.0,,"[{""hasPlayed"": true, ""points"": 87}]",1,Maximilian Rohr,203605.0,203605.0,220432.0,237553.0,902026.0,-500901.0
3350,77,Felix,Keidel,8292373.0,66.0,1.0,1.0,1.0,5894.0,66.0,0,2,https://kickbase.b-cdn.net/content/file/d6f20538ad104c5cb3d4ba7d427f874d.png,43.0,1,7.0,,"[{""hasPlayed"": true, ""points"": 66}]",1,Felix Keidel,116688.0,116688.0,130325.0,170424.0,610651.0,7377328.0
6148,77,Lukas,Pinckert,9202599.0,112.0,1.0,1.0,1.0,5894.0,112.0,0,2,https://kickbase.b-cdn.net/content/file/4f8f4bead9d74021b33b2641418a1631.png,19.0,1,12.0,,"[{""hasPlayed"": true, ""points"": 112}]",1,Lukas Pinckert,199919.0,199919.0,246974.0,247105.0,723098.0,1592079.0
6149,77,Frank,Lehmann,500000.0,,,,,,,0,1,https://kickbase.b-cdn.net/content/file/d396d4eb04c8406a99e09a3ad8cbd7d5.png,1.0,0,,,"[{""hasPlayed"": false, ""points"": null}]",5,Frank Lehmann,0.0,0.0,0.0,0.0,0.0,-194058.0
6158,77,Luca,Schnellbacher,4528682.0,15.0,1.0,1.0,0.0,1273.0,15.0,0,4,https://kickbase.b-cdn.net/content/file/082f309a17cb4c1b99372df2de90cc87.png,24.0,2,3.0,,"[{""hasPlayed"": true, ""points"": 15}]",4,Luca Schnellbacher,-118398.0,-118398.0,-136670.0,-404493.0,-1963526.0,3592115.0
6160,77,Nicolas,Kristof,12426659.0,83.0,1.0,1.0,1.0,5894.0,83.0,0,1,https://kickbase.b-cdn.net/content/file/e88c0be37ac84419974461264ed59e68.png,20.0,2,6.0,,"[{""hasPlayed"": true, ""points"": 83}]",1,Nicolas Kristof,-145285.0,-145285.0,-131398.0,-97175.0,-810884.0,1659207.0
6183,77,Noel,Futkeu,7152883.0,,,,,,,0,4,https://kickbase.b-cdn.net/content/file/dfbdf3f14b144658845ce17d14108e74.png,9.0,2,,,"[{""hasPlayed"": false, ""points"": null}]",5,Noel Futkeu,-298027.0,-298027.0,-300649.0,-320365.0,-2053823.0,-3794982.0
7278,77,Lukasz,Poreba,8029620.0,75.0,1.0,1.0,1.0,5894.0,75.0,0,3,https://kickbase.b-cdn.net/content/file/e041a72fb7e245b5935420398b495e80.png,8.0,2,9.0,,"[{""hasPlayed"": true, ""points"": 75}]",1,Lukasz Poreba,-16531.0,-16531.0,-66664.0,-88315.0,-745012.0,333045.0
7441,77,Cole,Campbell,9112815.0,144.0,1.0,1.0,1.0,4001.0,144.0,0,3,https://kickbase.b-cdn.net/content/file/669458754d454557bed29bb138f25294.png,39.0,1,15.0,,"[{""hasPlayed"": true, ""points"": 144}]",1,Cole Campbell,323279.0,323279.0,355405.0,373424.0,2077617.0,3497368.0
7463,77,Francis,Onyeka,9041165.0,139.0,1.0,1.0,1.0,3999.0,139.0,0,3,https://kickbase.b-cdn.net/content/file/1a2f3b7f876a41d09094a01b0c8e60e6.png,40.0,1,15.0,,"[{""hasPlayed"": true, ""points"": 139}]",2,Francis Onyeka,334871.0,334871.0,349626.0,371539.0,1773972.0,-1305189.0
7514,77,Florian,Le Joncour,1075569.0,20.0,1.0,1.0,0.0,855.0,20.0,0,2,https://kickbase.b-cdn.net/content/file/bd59eb88ca624feda29aaaea681b7e05.png,3.0,2,18.0,,"[{""hasPlayed"": true, ""points"": 20}]",5,Florian Le Joncour,-5673.0,-5673.0,-57924.0,-82258.0,-502956.0,-3408460.0
8252,77,Maurice,Krattenmacher,1621631.0,13.0,1.0,1.0,0.0,1892.0,13.0,0,3,https://kickbase.b-cdn.net/content/file/9ba6541c944d41ee80df738763e91701.png,7.0,2,8.0,,"[{""hasPlayed"": true, ""points"": 13}]",5,Maurice Krattenmacher,2871.0,2871.0,-35700.0,-61410.0,-434372.0,-3018893.0
8296,77,Frederik,Schmahl,3123632.0,,,,,,,0,3,https://kickbase.b-cdn.net/content/file/4fee028433d344a29b6c94e9ee65fa19.png,17.0,2,,,"[{""hasPlayed"": false, ""points"": null}]",5,Frederik Schmahl,-137347.0,-137347.0,-138173.0,-146634.0,-995277.0,1657048.0
8301,77,Luca,Sirch,3337278.0,10.0,1.0,1.0,0.0,1264.0,10.0,0,2,https://kickbase.b-cdn.net/content/file/90e50e09e0d6425aa1c094d337ea2d95.png,26.0,2,2.0,,"[{""hasPlayed"": true, ""points"": 10}]",4,Luca Sirch,-97596.0,-97596.0,-110160.0,-129333.0,-760643.0,-1420528.0
9224,77,Tom,Zimmerschied,2166433.0,,,,,,,2,3,https://kickbase.b-cdn.net/content/file/9f0800bc0d18427ebfd3b4a9089dd165.png,29.0,2,,,"[{""hasPlayed"": false, ""points"": null}]",5,Tom Zimmerschied,-122363.0,-122363.0,-121243.0,-122599.0,-903402.0,-6509928.0
9384,77,Noah,Darvich,5291204.0,12.0,1.0,1.0,0.0,1895.0,12.0,0,3,https://kickbase.b-cdn.net/content/file/a152e089e0e747c58731e76c4f5b58e2.png,10.0,2,2.0,,"[{""hasPlayed"": true, ""points"": 12}]",4,Noah Darvich,-293838.0,-293838.0,-319464.0,-337459.0,-1929889.0,-978349.0
9995,77,David,Mokwa,4835386.0,148.0,1.0,1.0,1.0,4620.0,148.0,0,4,https://kickbase.b-cdn.net/content/file/f876a96f8bbc45c9801216e1a536b532.png,42.0,1,30.0,,"[{""hasPlayed"": true, ""points"": 148}]",2,David Mokwa,471705.0,471705.0,488192.0,443505.0,1959474.0,254280.0
11253,77,Nicholas,Mickelson,3879018.0,,,,,,,0,2,https://kickbase.b-cdn.net/content/file/f16357c0983747ef91bacb8d05cc8499.png,2.0,2,,,"[{""hasPlayed"": false, ""points"": null}]",5,Nicholas Mickelson,-140981.0,-140981.0,-146185.0,-155058.0,-1368416.0,3260093.0
12317,77,Raif,Adam,3420548.0,,,,,,,0,4,https://kickbase.b-cdn.net/content/file/47b81129a6b9411b92255354f3e36834.png,15.0,2,,,"[{""hasPlayed"": false, ""points"": null}]",5,Raif Adam,-130517.0,-130517.0,-135591.0,-145988.0,-999303.0,1501203.0
4,7,Janis,Blaswich,2653917.0,,,,,,,0,1,https://kickbase.b-cdn.net/content/file/d17035064d4a480484cb35d2dab54e46.png,28.0,1,,,"[{""hasPlayed"": false, ""points"": null}]",5,Janis Blaswich,78383.0,78383.0,178063.0,207387.0,1248959.0,91328.0
72,7,Mark,Flekken,14456982.0,47.0,1.0,1.0,1.0,5894.0,47.0,0,1,https://kickbase.b-cdn.net/content/file/98ea8901b970421b88f6a41a3137142f.png,1.0,2,3.0,,"[{""hasPlayed"": true, ""points"": 47}]",1,Mark Flekken,-303167.0,-303167.0,-225975.0,-235269.0,-1185561.0,1521012.0
78,7,Jonas,Hofmann,2912116.0,43.0,1.0,1.0,0.0,1881.0,43.0,0,3,https://kickbase.b-cdn.net/content/file/328114051c1e42df84e2a6ac3e93cf42.png,7.0,1,14.0,,"[{""hasPlayed"": true, ""points"": 43}]",5,Jonas Hofmann,297872.0,297872.0,312993.0,335089.0,1794955.0,129825.0
663,7,Robert,Andrich,4389967.0,,,,,,,0,2,https://kickbase.b-cdn.net/content/file/0cdcdb27004443c09d112462f32ace2c.png,8.0,2,,,"[{""hasPlayed"": false, ""points"": null}]",5,Robert Andrich,-81739.0,-81739.0,-75733.0,-80183.0,-994974.0,-6522607.0
2661,7,Moussa,Diaby,25567268.0,,,,,,,0,4,https://kickbase.b-cdn.net/content/file/488ec35e9ff84260ac5ff526d6a9cd67.png,19.0,2,,,"[{""hasPlayed"": false, ""points"": null}]",3,Moussa Diaby,-45229.0,-45229.0,-1000000.0,0.0,-12573288.0,-12573288.0
2746,7,Patrik,Schick,29753919.0,135.0,1.0,1.0,1.0,5894.0,135.0,0,4,https://kickbase.b-cdn.net/content/file/9f0daa3f23514ac7a72c46ba81396a95.png,14.0,1,4.0,,"[{""hasPlayed"": true, ""points"": 135}]",1,Patrik Schick,34652.0,34652.0,49271.0,64574.0,313031.0,1100527.0
2783,7,Edmond,Tapsoba,29368948.0,-26.0,1.0,1.0,1.0,5894.0,-26.0,0,2,https://kickbase.b-cdn.net/content/file/21031db97a054165806a98d2f0c0d73b.png,12.0,2,,,"[{""hasPlayed"": true, ""points"": -26}]",1,Edmond Tapsoba,-571177.0,-571177.0,-676973.0,-719310.0,-3332726.0,-2032030.0
2846,7,Malik,Tillman,15458499.0,74.0,1.0,1.0,1.0,4013.0,74.0,0,3,https://kickbase.b-cdn.net/content/file/04966a0af0e2477db734c91fdd98d4e1.png,10.0,1,4.0,,"[{""hasPlayed"": true, ""points"": 74}]",3,Malik Tillman,113962.0,113962.0,196907.0,225956.0,1418172.0,-421817.0
3754,7,Lucas,Vázquez,8034510.0,-6.0,1.0,1.0,1.0,3399.0,-6.0,0,2,https://kickbase.b-cdn.net/content/file/1636c5905fe44210aa3526352673cb13.png,17.0,1,,,"[{""hasPlayed"": true, ""points"": -6}]",3,Lucas Vázquez,182964.0,182964.0,240392.0,287199.0,2067442.0,4526118.0
3759,7,Miguel,Gutiérrez,22040694.0,117.0,1.0,1.0,1.0,5894.0,117.0,0,2,https://kickbase.b-cdn.net/content/file/e1b364b32dcc44539649cf1c88d0eba9.png,3.0,1,5.0,,"[{""hasPlayed"": true, ""points"": 117}]",1,Miguel Gutiérrez,93827.0,93827.0,124602.0,152999.0,885108.0,22040694.0
4199,7,Aleix,García,39179941.0,98.0,1.0,1.0,1.0,5894.0,98.0,0,3,https://kickbase.b-cdn.net/content/file/3de0ab19c54f4523a5bf21f686259db0.png,24.0,2,2.0,,"[{""hasPlayed"": true, ""points"": 98}]",1,Aleix García,-56513.0,-56513.0,6638.0,16577.0,122628.0,2429299.0
4318,7,Tim,Oermann,3331596.0,,,,,,,0,2,https://kickbase.b-cdn.net/content/file/b9857e88faaf4de1a3450f6301c5448e.png,15.0,2,,,"[{""hasPlayed"": false, ""points"": null}]",5,Tim Oermann,-133615.0,-133615.0,-136735.0,-143317.0,-983512.0,887979.0
4563,7,Loïc,Badé,12756356.0,30.0,1.0,1.0,1.0,3389.0,30.0,0,2,https://kickbase.b-cdn.net/content/file/80f11505e8d445ae827aefe485b1c4c7.png,5.0,2,2.0,,"[{""hasPlayed"": true, ""points"": 30}]",3,Loïc Badé,-578373.0,-578373.0,-110439.0,47031.0,-231187.0,-878616.0
6061,7,Ibrahim,Maza,30294764.0,107.0,1.0,1.0,1.0,5894.0,107.0,0,3,https://kickbase.b-cdn.net/content/file/7ff9728d20544b96a1fe698af86f9f2f.png,30.0,1,3.0,,"[{""hasPlayed"": true, ""points"": 107}]",1,Ibrahim Maza,16034.0,16034.0,33587.0,42981.0,242971.0,1962819.0
6745,7,Victor,Boniface,4862893.0,43.0,1.0,1.0,0.0,667.0,43.0,0,4,https://kickbase.b-cdn.net/content/file/f5f3d11be23443cb9e4c8c472288e093.png,22.0,2,8.0,,"[{""hasPlayed"": true, ""points"": 43}]",5,Victor Boniface,-164644.0,-164644.0,-199438.0,-208746.0,-1817430.0,-1441468.0
7269,7,Nathan,Tella,5623520.0,,,,,,,2,3,https://kickbase.b-cdn.net/content/file/e0df07546d38465080767efd17a0898e.png,23.0,1,,,"[{""hasPlayed"": false, ""points"": null}]",5,Nathan Tella,40322.0,40322.0,123126.0,120410.0,527761.0,-3940015.0
7963,7,Jarell,Quansah,17178917.0,50.0,1.0,1.0,0.0,2505.0,50.0,0,2,https://kickbase.b-cdn.net/content/file/c1361cbb456a4b23a8e3d178290141cd.png,4.0,2,2.0,,"[{""hasPlayed"": true, ""points"": 50}]",3,Jarell Quansah,-405492.0,-405492.0,-374202.0,-407468.0,-2993525.0,-3141281.0
8374,7,Martin,Terrier,1069422.0,,,,,,,0,4,https://kickbase.b-cdn.net/content/file/039e1528fe214c32ad0653b911ea944e.png,11.0,2,,,"[{""hasPlayed"": false, ""points"": null}]",5,Martin Terrier,-63551.0,-63551.0,-96768.0,-113476.0,-584782.0,-2994600.0
11513,7,Christian,Kofane,9602228.0,109.0,1.0,1.0,0.0,2494.0,109.0,0,4,https://kickbase.b-cdn.net/content/file/ce8356c51b154a87a40a56f723f2e3e3.png,35.0,1,11.0,,"[{""hasPlayed"": true, ""points"": 109}]",4,Christian Kofane,235269.0,235269.0,271382.0,280203.0,747293.0,-1191380.0
11680,7,Kennet,Eichhorn,3153971.0,,,,,,,1,3,https://kickbase.b-cdn.net/content/file/ceafc42e35aa446595952bcbdf873954.png,18.0,2,,,"[{""hasPlayed"": false, ""points"": null}]",5,Kennet Eichhorn,-122326.0,-122326.0,-116432.0,-120356.0,-839961.0,-6520581.0
11756,7,Montrell,Culbreath,2115331.0,,,,,,,4,3,https://kickbase.b-cdn.net/content/file/43c4c26e99f3442ab58db3d049e5f1ae.png,42.0,2,,,"[{""hasPlayed"": false, ""points"": null}]",5,Montrell Culbreath,-110131.0,-110131.0,-114022.0,-123661.0,-814288.0,-4595017.0
11956,7,Ezequiél,Fernández,10727689.0,39.0,1.0,1.0,1.0,3394.0,39.0,0,3,https://kickbase.b-cdn.net/content/file/2c37f7daf46f4c9693ffa9ef33ff980b.png,6.0,1,3.0,,"[{""hasPlayed"": true, ""points"": 39}]",3,Ezequiél Fernández,100951.0,100951.0,173044.0,204610.0,1782588.0,6968584.0
11957,7,Eliesse,Ben Seghir,2695603.0,,,,,,,2,3,https://kickbase.b-cdn.net/content/file/83c0ccd07e1e42d0ac339779564cd1f4.png,17.0,1,,,"[{""hasPlayed"": false, ""points"": null}]",5,Eliesse Ben Seghir,207966.0,207966.0,234592.0,260574.0,1609211.0,-581761.0
13888,7,Guéla,Doué,18532785.0,,,,,,,0,2,https://kickbase.b-cdn.net/content/file/a775bc428eb743ada780edee411bfb8c.png,0.0,1,,,"[{""hasPlayed"": false, ""points"": null}]",3,Guéla Doué,103420.0,103420.0,18429365.0,0.0,18532785.0,18532785.0
14241,7,Facundo,Medina,8559759.0,21.0,1.0,1.0,0.0,2499.0,21.0,0,2,https://kickbase.b-cdn.net/content/file/a59d86f8dc644a43babfe89f615d199f.png,2.0,2,2.0,,"[{""hasPlayed"": true, ""points"": 21}]",3,Facundo Medina,-115280.0,-115280.0,-191168.0,-229459.0,-1864513.0,8559759.0
15199,7,Afonso,Moreira,24654434.0,5.0,1.0,1.0,1.0,5226.0,5.0,0,4,https://kickbase.b-cdn.net/content/file/91b4b5c394a1464f98589ffa59af5aec.png,9.0,2,0.0,,"[{""hasPlayed"": true, ""points"": 5}]",1,Afonso Moreira,-182523.0,-182523.0,-129787.0,-78470.0,-17666.0,5058364.0
417,28,Ron-Robert,Zieler,500000.0,,,,,,,0,1,https://kickbase.b-cdn.net/content/file/87bb56a22db74cfd99e639824b703f30.png,20.0,2,,,"[{""hasPlayed"": false, ""points"": null}]",5,Ron-Robert Zieler,-39887.0,-39887.0,-124235.0,-130045.0,-839288.0,-753296.0
737,28,Luca,Waldschmidt,3365460.0,,,,,,,2,3,https://kickbase.b-cdn.net/content/file/c6c99717a5834cacbb3161877ca3f29f.png,7.0,2,,,"[{""hasPlayed"": false, ""points"": null}]",5,Luca Waldschmidt,-130332.0,-130332.0,-129274.0,-129685.0,-941150.0,1200816.0
1580,28,Marvin,Schwäbe,15587596.0,176.0,1.0,1.0,1.0,5806.0,176.0,0,1,https://kickbase.b-cdn.net/content/file/2708fddc28474a2299885f3eb69be6bc.png,1.0,1,11.0,,"[{""hasPlayed"": true, ""points"": 176}]",1,Marvin Schwäbe,25473.0,25473.0,54118.0,85592.0,290523.0,3206070.0
2069,28,Timo,Hübers,822191.0,,,,,,,4,2,https://kickbase.b-cdn.net/content/file/6dbad3a67b1c4ffa892f8bef224e9f85.png,4.0,2,,,"[{""hasPlayed"": false, ""points"": null}]",5,Timo Hübers,-39591.0,-39591.0,-78890.0,-106068.0,-617488.0,-3134175.0
2201,28,Linton,Maina,7335505.0,99.0,1.0,1.0,0.0,1830.0,99.0,0,4,https://kickbase.b-cdn.net/content/file/54aad91024e84cf59b75e3c363775d71.png,37.0,1,13.0,,"[{""hasPlayed"": true, ""points"": 99}]",3,Linton Maina,218917.0,218917.0,250151.0,268233.0,1010974.0,2305301.0
2247,28,Borna,Sosa,4516100.0,,,,,,,0,2,https://kickbase.b-cdn.net/content/file/2fb487395552486f9ce09b372fa7cffe.png,0.0,2,,,"[{""hasPlayed"": false, ""points"": null}]",4,Borna Sosa,-8198.0,-8198.0,-150806.0,0.0,-10994268.0,-10994268.0
2358,28,Tom,Krauß,9284886.0,74.0,1.0,1.0,1.0,5444.0,74.0,0,3,https://kickbase.b-cdn.net/content/file/55c214adfaba4a839c1bb19ad5a5f8ed.png,5.0,2,7.0,,"[{""hasPlayed"": true, ""points"": 74}]",2,Tom Krauß,-117673.0,-117673.0,-87531.0,-55649.0,-710401.0,2735518.0
2536,28,Matthias,Köbbing,500000.0,,,,,,,0,1,https://kickbase.b-cdn.net/content/file/d7d4847201364186986efefd11b55766.png,44.0,0,,,"[{""hasPlayed"": false, ""points"": null}]",5,Matthias Köbbing,0.0,0.0,0.0,0.0,0.0,0.0
2552,28,Marius,Bülter,6686223.0,19.0,1.0,1.0,0.0,362.0,19.0,0,4,https://kickbase.b-cdn.net/content/file/020abec0763842a7af00f1ec5aafeea4.png,30.0,2,2.0,,"[{""hasPlayed"": true, ""points"": 19}]",4,Marius Bülter,-347444.0,-347444.0,-368783.0,-399813.0,-1818498.0,2469738.0
2718,28,Ellyes,Skhiri,7286564.0,46.0,1.0,1.0,0.0,1817.0,46.0,0,3,https://kickbase.b-cdn.net/content/file/1274d4acfc8845a789f74d858afe1168.png,6.0,1,6.0,,"[{""hasPlayed"": true, ""points"": 46}]",3,Ellyes Skhiri,258894.0,258894.0,299879.0,312279.0,1571403.0,2966229.0
2765,28,Jan,Thielmann,6147482.0,82.0,1.0,1.0,1.0,5806.0,82.0,0,3,https://kickbase.b-cdn.net/content/file/bae198375c644308ba2bff1d0f3f0569.png,29.0,1,13.0,,"[{""hasPlayed"": true, ""points"": 82}]",3,Jan Thielmann,199120.0,199120.0,221075.0,195022.0,303328.0,3172060.0
2855,28,Ragnar,Ache,15606748.0,91.0,1.0,1.0,1.0,3996.0,91.0,0,4,https://kickbase.b-cdn.net/content/file/659aab812d23451ba8e47f520a7d0754.png,9.0,1,5.0,,"[{""hasPlayed"": true, ""points"": 91}]",1,Ragnar Ache,83434.0,83434.0,107254.0,127985.0,620419.0,4148548.0
7219,28,Ísak,Jóhannesson,11011464.0,168.0,1.0,1.0,1.0,5806.0,168.0,0,3,https://kickbase.b-cdn.net/content/file/2922eb48335343ccb79b49b03af03818.png,8.0,1,15.0,,"[{""hasPlayed"": true, ""points"": 168}]",1,Ísak Jóhannesson,182829.0,182829.0,207043.0,216191.0,1003268.0,5080317.0
8001,28,Luka,Lochoshvili,10654168.0,121.0,1.0,1.0,1.0,5806.0,121.0,0,2,https://kickbase.b-cdn.net/content/file/f6faf6be6d674e898fbfa189b9c2ad5c.png,24.0,1,11.0,,"[{""hasPlayed"": true, ""points"": 121}]",1,Luka Lochoshvili,125935.0,125935.0,148699.0,161973.0,432080.0,3508716.0
8274,28,Said,El Mala,26097398.0,143.0,1.0,1.0,1.0,3976.0,143.0,2,3,https://kickbase.b-cdn.net/content/file/f56e6d60e40c49189c830fb4ff65d4bf.png,10.0,1,5.0,,"[{""hasPlayed"": true, ""points"": 143}]",5,Said El Mala,-110285.0,-110285.0,50452.0,97504.0,204510.0,1553088.0
10024,28,Joël,Schmied,1186130.0,20.0,1.0,1.0,0.0,185.0,20.0,0,2,https://kickbase.b-cdn.net/content/file/312960f02c6e4acab4db65b9c63eaf01.png,2.0,2,16.0,,"[{""hasPlayed"": true, ""points"": 20}]",5,Joël Schmied,-29236.0,-29236.0,-62941.0,-92686.0,-517972.0,-3215810.0
11570,28,Sebastian,Sebulonsen,1889549.0,,,,,,,2,2,https://kickbase.b-cdn.net/content/file/0f9cbbaaccb148a6ad251ba707b4f099.png,28.0,2,,,"[{""hasPlayed"": false, ""points"": null}]",5,Sebastian Sebulonsen,-107796.0,-107796.0,-123204.0,-127729.0,-879594.0,-3918810.0
11875,28,Rav,van den Berg,1363090.0,,,,,,,0,2,https://kickbase.b-cdn.net/content/file/0825c755c7df4f7ba70b3f8922154f99.png,33.0,2,,,"[{""hasPlayed"": false, ""points"": null}]",5,Rav van den Berg,-59678.0,-59678.0,-94676.0,-111066.0,-631889.0,-2111202.0
11958,28,Alessio,Castro-Montes,10067669.0,63.0,1.0,1.0,1.0,5621.0,63.0,0,3,https://kickbase.b-cdn.net/content/file/4df59c76b9024563892682f996043056.png,17.0,1,6.0,,"[{""hasPlayed"": true, ""points"": 63}]",1,Alessio Castro-Montes,121167.0,121167.0,207639.0,247293.0,1297573.0,6757045.0
12321,28,Jahmai,Simpson-Pusey,11249704.0,62.0,1.0,1.0,1.0,5806.0,62.0,0,2,https://kickbase.b-cdn.net/content/file/f83f61dc46de468bb38cb6a9d9f51205.png,22.0,2,5.0,,"[{""hasPlayed"": true, ""points"": 62}]",1,Jahmai Simpson-Pusey,-288961.0,-288961.0,-296848.0,-324777.0,-1385016.0,2094537.0
14140,28,Gideon,Mensah,10136403.0,87.0,1.0,1.0,1.0,5806.0,87.0,0,2,https://kickbase.b-cdn.net/content/file/6cf365776d1d461fac56322c9e84e7ab.png,14.0,1,8.0,,"[{""hasPlayed"": true, ""points"": 87}]",2,Gideon Mensah,216322.0,216322.0,232695.0,275725.0,1199569.0,2366348.0
14300,28,Paul,Okon-Engstler,4362835.0,55.0,1.0,1.0,1.0,3989.0,55.0,0,3,https://kickbase.b-cdn.net/content/file/cfde74fcc93247699da56f08049928c0.png,23.0,1,12.0,,"[{""hasPlayed"": true, ""points"": 55}]",3,Paul Okon-Engstler,93769.0,93769.0,54373.0,1238.0,-150350.0,3862835.0
