id,teamId,firstName,lastName,marketValue,averagePoints,games,gamesPlayed,start11,totalPlaytimeS,totalPoints,status,position,playerImage,number,trend,pointsPerValue,pointsStdDev,history,startProbability,name,marketChangeToday,marketChange.today,marketChange.yesterday,marketChange.twoDays,marketChange.sevenDaysAvg,marketChange.thirtyDaysAvg
2988,9,Jamie,Leweling,27088772.0,103.0,32.0,32.0,26.0,153640.0,3282.0,0,3,https://kickbase.b-cdn.net/content/file/f1ba50c544bd40d9ae5a68fbc1ee8cbd.png,18.0,1,121.0,,"[{""hasPlayed"": true, ""points"": 76}, {""hasPlayed"": true, ""points"": 166}, {""hasPlayed"": true, ""points"": 121}, {""hasPlayed"": true, ""points"": 22}, {""hasPlayed"": true, ""points"": 40}]",2,Jamie Leweling,45038.0,45038.0,41547.0,40568.0,196055.0,1383773.0
2746,7,Patrik,Schick,29279552.0,103.0,28.0,28.0,23.0,130835.0,2889.0,0,4,https://kickbase.b-cdn.net/content/file/9f0daa3f23514ac7a72c46ba81396a95.png,14.0,1,98.0,,"[{""hasPlayed"": true, ""points"": 42}, {""hasPlayed"": true, ""points"": 23}, {""hasPlayed"": true, ""points"": 367}, {""hasPlayed"": true, ""points"": 227}, {""hasPlayed"": true, ""points"": 161}]",3,Patrik Schick,32242.0,32242.0,31086.0,34557.0,253259.0,1373023.0
3089,2,Hiroki,Ito,4605004.0,103.0,16.0,16.0,10.0,60821.0,1652.0,0,2,https://kickbase.b-cdn.net/content/file/da6a70c8cd1d413f9143de52e07a8ee7.png,21.0,2,358.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 145}, {""hasPlayed"": true, ""points"": 117}, {""hasPlayed"": true, ""points"": 153}, {""hasPlayed"": true, ""points"": 129}]",5,Hiroki Ito,-55148.0,-55148.0,-71251.0,-72471.0,-904288.0,-3502599.0
1920,3,Serhou,Guirassy,28960380.0,102.0,33.0,33.0,27.0,151810.0,3356.0,0,4,https://kickbase.b-cdn.net/content/file/fb2bd82aeb8440f8acdbcf6ebf4487dc.png,9.0,1,115.0,,"[{""hasPlayed"": true, ""points"": 155}, {""hasPlayed"": true, ""points"": 134}, {""hasPlayed"": true, ""points"": 26}, {""hasPlayed"": true, ""points"": 187}, {""hasPlayed"": true, ""points"": 101}]",2,Serhou Guirassy,117105.0,117105.0,114378.0,108306.0,774109.0,2824485.0
2141,43,Ridle ,Baku,18641371.0,102.0,32.0,32.0,28.0,162435.0,3278.0,0,2,https://kickbase.b-cdn.net/content/file/dea132bbe8444490a8b8fa7d725f4b64.png,17.0,2,175.0,,"[{""hasPlayed"": true, ""points"": -4}, {""hasPlayed"": true, ""points"": 95}, {""hasPlayed"": true, ""points"": 38}, {""hasPlayed"": true, ""points"": 224}, {""hasPlayed"": true, ""points"": 124}]",3,Ridle  Baku,-249379.0,-249379.0,-254725.0,-236305.0,-867645.0,1603970.0
7963,7,Jarell,Quansah,22185043.0,102.0,28.0,28.0,25.0,152471.0,2867.0,0,2,https://kickbase.b-cdn.net/content/file/28464ad9ca424fa199f3f674422285de.png,4.0,1,129.0,,"[{""hasPlayed"": true, ""points"": 223}, {""hasPlayed"": true, ""points"": 35}, {""hasPlayed"": true, ""points"": 85}, {""hasPlayed"": true, ""points"": 72}, {""hasPlayed"": true, ""points"": 74}]",2,Jarell Quansah,144380.0,144380.0,125618.0,105366.0,908446.0,4148880.0
2172,9,Chris,Führich,25347466.0,101.0,33.0,33.0,20.0,110946.0,3346.0,0,3,https://kickbase.b-cdn.net/content/file/58b49d98f88041f2861d70e0af0a69e5.png,10.0,1,132.0,,"[{""hasPlayed"": true, ""points"": 164}, {""hasPlayed"": true, ""points"": 99}, {""hasPlayed"": true, ""points"": 198}, {""hasPlayed"": true, ""points"": 82}, {""hasPlayed"": true, ""points"": 122}]",2,Chris Führich,71607.0,71607.0,62803.0,63075.0,715852.0,3478022.0
3481,10,Jens,Stage,19120295.0,100.0,29.0,29.0,29.0,160601.0,2895.0,2,3,https://kickbase.b-cdn.net/content/file/1660e6fa98fe418d8a4abdb17bda1d62.png,6.0,1,151.0,,"[{""hasPlayed"": true, ""points"": 48}, {""hasPlayed"": true, ""points"": 12}, {""hasPlayed"": true, ""points"": 30}, {""hasPlayed"": true, ""points"": 157}, {""hasPlayed"": true, ""points"": 265}]",2,Jens Stage,128742.0,128742.0,147343.0,147454.0,1020870.0,3745307.0
524,14,Oliver,Baumann,19151787.0,99.0,34.0,34.0,34.0,203483.0,3366.0,0,1,https://kickbase.b-cdn.net/content/file/edda0b62817c41d1a3a343129e44683d.png,1.0,2,175.0,,"[{""hasPlayed"": true, ""points"": 22}, {""hasPlayed"": true, ""points"": 161}, {""hasPlayed"": true, ""points"": 112}, {""hasPlayed"": true, ""points"": 57}, {""hasPlayed"": true, ""points"": 119}]",1,Oliver Baumann,-125340.0,-125340.0,-152367.0,-219921.0,-984146.0,322385.0
6061,7,Ibrahim,Maza,29412735.0,98.0,28.0,28.0,20.0,121679.0,2743.0,0,3,https://kickbase.b-cdn.net/content/file/7ff9728d20544b96a1fe698af86f9f2f.png,30.0,1,93.0,,"[{""hasPlayed"": true, ""points"": 85}, {""hasPlayed"": true, ""points"": 34}, {""hasPlayed"": true, ""points"": 182}, {""hasPlayed"": true, ""points"": 40}, {""hasPlayed"": true, ""points"": 79}]",1,Ibrahim Maza,97044.0,97044.0,83976.0,88164.0,602703.0,2083800.0
2804,2,Jamal,Musiala,35277696.0,98.0,15.0,15.0,7.0,45579.0,1476.0,2,3,https://kickbase.b-cdn.net/content/file/0874c227bdbf4d93b915953ecd463f34.png,10.0,1,41.0,,"[{""hasPlayed"": true, ""points"": 36}, {""hasPlayed"": true, ""points"": 100}, {""hasPlayed"": true, ""points"": 42}, {""hasPlayed"": true, ""points"": 198}, {""hasPlayed"": true, ""points"": 125}]",3,Jamal Musiala,22740.0,22740.0,38967.0,68693.0,435804.0,2130252.0
4596,43,Brajan,Gruda,17763317.0,98.0,13.0,13.0,8.0,49007.0,1270.0,0,3,https://kickbase.b-cdn.net/content/file/f1dd66425b59403ab0f2796e4ad0b0f8.png,10.0,1,71.0,,"[{""hasPlayed"": true, ""points"": 28}, {""hasPlayed"": true, ""points"": 68}, {""hasPlayed"": true, ""points"": 89}, {""hasPlayed"": true, ""points"": 24}, {""hasPlayed"": true, ""points"": 48}]",1,Brajan Gruda,269114.0,269114.0,251568.0,252482.0,1735796.0,6559912.0
3019,5,Noah,Atubolu,8143278.0,97.0,34.0,34.0,34.0,203699.0,3299.0,0,1,https://kickbase.b-cdn.net/content/file/7e82d7704f244cccb027dc6c519dc149.png,1.0,2,405.0,,"[{""hasPlayed"": true, ""points"": 118}, {""hasPlayed"": true, ""points"": 51}, {""hasPlayed"": true, ""points"": 64}, {""hasPlayed"": true, ""points"": 23}, {""hasPlayed"": true, ""points"": 94}]",5,Noah Atubolu,66323.0,66323.0,-256672.0,-246327.0,-1480181.0,-3762918.0
7673,14,Albian,Hajdari,17748506.0,97.0,30.0,30.0,28.0,160153.0,2924.0,0,2,https://kickbase.b-cdn.net/content/file/0f60a3cd21c94cc4913d13f811e532a9.png,21.0,1,164.0,,"[{""hasPlayed"": true, ""points"": -7}, {""hasPlayed"": true, ""points"": 245}, {""hasPlayed"": true, ""points"": 81}, {""hasPlayed"": true, ""points"": 171}, {""hasPlayed"": true, ""points"": 120}]",1,Albian Hajdari,174230.0,174230.0,164812.0,164976.0,1192880.0,4567085.0
1580,28,Marvin,Schwäbe,14180935.0,96.0,34.0,34.0,34.0,205397.0,3249.0,0,1,https://kickbase.b-cdn.net/content/file/2708fddc28474a2299885f3eb69be6bc.png,1.0,1,229.0,,"[{""hasPlayed"": true, ""points"": 60}, {""hasPlayed"": true, ""points"": 75}, {""hasPlayed"": true, ""points"": 3}, {""hasPlayed"": true, ""points"": 50}, {""hasPlayed"": true, ""points"": 130}]",1,Marvin Schwäbe,149678.0,149678.0,144536.0,128191.0,950167.0,3555900.0
3218,5,Mio,Backhaus,16900135.0,95.0,32.0,32.0,32.0,190988.0,3025.0,0,1,https://kickbase.b-cdn.net/content/file/5fddf9666b2c47e4852e7bc1db9068e9.png,1.0,1,178.0,,"[{""hasPlayed"": true, ""points"": 179}, {""hasPlayed"": true, ""points"": 115}, {""hasPlayed"": true, ""points"": 74}, {""hasPlayed"": true, ""points"": 120}, {""hasPlayed"": true, ""points"": 67}]",1,Mio Backhaus,129890.0,129890.0,104077.0,86605.0,767188.0,3610181.0
11010,15,Kevin,Diks,16229488.0,95.0,30.0,30.0,28.0,161173.0,2844.0,0,2,https://kickbase.b-cdn.net/content/file/31b917d90d104b98a6cc8bb90e5c94a4.png,4.0,1,175.0,,"[{""hasPlayed"": true, ""points"": 241}, {""hasPlayed"": true, ""points"": 71}, {""hasPlayed"": true, ""points"": 33}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 72}]",1,Kevin Diks,188711.0,188711.0,187242.0,185833.0,1273802.0,4490892.0
4563,7,Loïc,Badé,13177223.0,95.0,23.0,23.0,19.0,110581.0,2192.0,0,2,https://kickbase.b-cdn.net/content/file/80f11505e8d445ae827aefe485b1c4c7.png,5.0,2,166.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 50}, {""hasPlayed"": true, ""points"": 121}]",3,Loïc Badé,-286141.0,-286141.0,-314685.0,-296414.0,-1000799.0,719652.0
237,2,Manuel,Neuer,12860372.0,95.0,22.0,22.0,22.0,124205.0,2083.0,0,1,https://kickbase.b-cdn.net/content/file/aadd45c3d6354126886481e0a33a3c1f.png,1.0,1,161.0,,"[{""hasPlayed"": true, ""points"": 45}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",2,Manuel Neuer,98835.0,98835.0,70077.0,55823.0,407561.0,1329241.0
2714,3,Maximilian,Beier,25759065.0,94.0,32.0,32.0,24.0,132156.0,3023.0,2,4,https://kickbase.b-cdn.net/content/file/901a04fa3f274f95921af3b42a45f795.png,14.0,2,117.0,,"[{""hasPlayed"": true, ""points"": 52}, {""hasPlayed"": true, ""points"": 207}, {""hasPlayed"": true, ""points"": 17}, {""hasPlayed"": true, ""points"": 241}, {""hasPlayed"": true, ""points"": 13}]",1,Maximilian Beier,-123194.0,-123194.0,-9315.0,27213.0,99396.0,2094280.0
3069,3,Felix,Nmecha,26352498.0,94.0,29.0,29.0,25.0,141393.0,2730.0,0,3,https://kickbase.b-cdn.net/content/file/510ad66f94f943fb940c1a7b11792266.png,8.0,1,103.0,,"[{""hasPlayed"": true, ""points"": 126}, {""hasPlayed"": true, ""points"": 14}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",1,Felix Nmecha,124984.0,124984.0,132133.0,130844.0,889822.0,5833149.0
1655,4,Michael,Zetterer,5099861.0,94.0,22.0,22.0,21.0,131394.0,2075.0,0,1,https://kickbase.b-cdn.net/content/file/7b95a79040f048299e6825e31771d397.png,23.0,2,406.0,,"[{""hasPlayed"": true, ""points"": 133}, {""hasPlayed"": true, ""points"": 105}, {""hasPlayed"": true, ""points"": 66}, {""hasPlayed"": true, ""points"": 95}, {""hasPlayed"": true, ""points"": 47}]",4,Michael Zetterer,-289596.0,-289596.0,-272335.0,-272681.0,-2009248.0,-1572124.0
8057,4,Arthur,Theate,12707788.0,93.0,24.0,24.0,24.0,142350.0,2226.0,0,2,https://kickbase.b-cdn.net/content/file/8dd075b3ad334b36ae27f1910cd562d4.png,3.0,2,175.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 23}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 67}]",3,Arthur Theate,-390449.0,-390449.0,-417371.0,-412890.0,-2592302.0,-68869.0
72,7,Mark,Flekken,14684317.0,93.0,24.0,24.0,24.0,141251.0,2230.0,0,1,https://kickbase.b-cdn.net/content/file/98ea8901b970421b88f6a41a3137142f.png,1.0,1,151.0,,"[{""hasPlayed"": true, ""points"": 110}, {""hasPlayed"": true, ""points"": 77}, {""hasPlayed"": true, ""points"": 111}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 75}]",1,Mark Flekken,137845.0,137845.0,138392.0,134625.0,936689.0,3327112.0
2766,7,Exequiel,Palacios,21030171.0,93.0,18.0,18.0,12.0,73391.0,1672.0,0,3,https://kickbase.b-cdn.net/content/file/0d5ad85f5920460c8489a65db5c6a1cb.png,25.0,2,79.0,,"[{""hasPlayed"": true, ""points"": 174}, {""hasPlayed"": true, ""points"": 28}, {""hasPlayed"": true, ""points"": 109}, {""hasPlayed"": true, ""points"": 91}, {""hasPlayed"": true, ""points"": 125}]",3,Exequiel Palacios,-581759.0,-581759.0,-555407.0,-327791.0,-1426755.0,1757117.0
1863,6,Daniel,Heuer Fernandes,14049239.0,92.0,33.0,33.0,33.0,199082.0,3051.0,0,1,https://kickbase.b-cdn.net/content/file/25bb5ce570244f8296d6e817316ad707.png,1.0,1,217.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 100}, {""hasPlayed"": true, ""points"": 119}, {""hasPlayed"": true, ""points"": 92}, {""hasPlayed"": true, ""points"": 54}]",1,Daniel Heuer Fernandes,164402.0,164402.0,143982.0,130119.0,957465.0,3346796.0
2069,28,Timo,Hübers,2461787.0,92.0,8.0,8.0,8.0,45515.0,737.0,4,2,https://kickbase.b-cdn.net/content/file/6dbad3a67b1c4ffa892f8bef224e9f85.png,4.0,2,299.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Timo Hübers,-119441.0,-119441.0,-121098.0,-121738.0,-856531.0,-3099500.0
9507,43,Antonio,Nusa,25332200.0,91.0,31.0,31.0,24.0,129764.0,2835.0,0,3,https://kickbase.b-cdn.net/content/file/7b0130fc7648401b8dac316e07e7327b.png,7.0,1,111.0,,"[{""hasPlayed"": true, ""points"": 20}, {""hasPlayed"": true, ""points"": 42}, {""hasPlayed"": true, ""points"": 25}, {""hasPlayed"": true, ""points"": 95}, {""hasPlayed"": true, ""points"": 265}]",2,Antonio Nusa,68643.0,68643.0,52470.0,54418.0,742044.0,3981902.0
2195,13,Finn,Dahmen,15981293.0,90.0,34.0,34.0,34.0,203411.0,3060.0,0,1,https://kickbase.b-cdn.net/content/file/b2d5477eac9e43ec9b45f8b1fd08da38.png,1.0,1,191.0,,"[{""hasPlayed"": true, ""points"": 28}, {""hasPlayed"": true, ""points"": 77}, {""hasPlayed"": true, ""points"": 109}, {""hasPlayed"": true, ""points"": 87}, {""hasPlayed"": true, ""points"": 274}]",1,Finn Dahmen,102302.0,102302.0,93551.0,75655.0,615023.0,2573211.0
3158,14,Fisnik,Asllani,26913785.0,90.0,33.0,33.0,31.0,150494.0,2966.0,0,4,https://kickbase.b-cdn.net/content/file/61214fe54f31411ea068f8fb8b3c1e49.png,11.0,1,110.0,,"[{""hasPlayed"": true, ""points"": 42}, {""hasPlayed"": true, ""points"": 83}, {""hasPlayed"": true, ""points"": 91}, {""hasPlayed"": true, ""points"": 151}, {""hasPlayed"": true, ""points"": 57}]",3,Fisnik Asllani,-3868.0,-3868.0,55501.0,56973.0,286726.0,1621727.0
7723,40,Leopold,Querfeld,14006664.0,90.0,31.0,31.0,30.0,181108.0,2789.0,0,2,https://kickbase.b-cdn.net/content/file/b9dfbb26ed9347b9a1585f29718c9d76.png,14.0,1,199.0,,"[{""hasPlayed"": true, ""points"": 53}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 38}, {""hasPlayed"": true, ""points"": 90}]",3,Leopold Querfeld,176080.0,176080.0,152328.0,139623.0,886557.0,2547818.0
2887,4,Ritsu,Dōan,20892017.0,90.0,31.0,31.0,28.0,154093.0,2793.0,0,3,https://kickbase.b-cdn.net/content/file/a635c31b1d4a4468826bb1915a8495c6.png,20.0,1,133.0,,"[{""hasPlayed"": true, ""points"": 89}, {""hasPlayed"": true, ""points"": 18}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 138}, {""hasPlayed"": false, ""points"": null}]",2,Ritsu Dōan,150131.0,150131.0,145496.0,150128.0,1101380.0,4137235.0
2854,9,Ermedin,Demirović,22590885.0,90.0,25.0,25.0,17.0,98446.0,2254.0,0,4,https://kickbase.b-cdn.net/content/file/b48829b887d04fe9afd4fbe51f04a3ea.png,9.0,2,99.0,,"[{""hasPlayed"": true, ""points"": 8}, {""hasPlayed"": true, ""points"": 206}, {""hasPlayed"": true, ""points"": 119}, {""hasPlayed"": true, ""points"": 115}, {""hasPlayed"": true, ""points"": 4}]",3,Ermedin Demirović,-341432.0,-341432.0,-314917.0,-404492.0,-2630831.0,-1894135.0
6300,43,Assan,Ouédraogo,16329143.0,90.0,19.0,19.0,13.0,61254.0,1705.0,1,3,https://kickbase.b-cdn.net/content/file/0d8a1173062a4478822b06c0490cfe41.png,8.0,2,104.0,,"[{""hasPlayed"": true, ""points"": 127}, {""hasPlayed"": true, ""points"": 75}, {""hasPlayed"": true, ""points"": -16}, {""hasPlayed"": true, ""points"": 87}, {""hasPlayed"": true, ""points"": 47}]",5,Assan Ouédraogo,-593932.0,-593932.0,-587794.0,-601181.0,-4232240.0,-2948921.0
2006,18,Stefan,Posch,9561639.0,90.0,16.0,16.0,16.0,93180.0,1446.0,0,2,https://kickbase.b-cdn.net/content/file/61c45113d8144342ae187dd599d3eff5.png,0.0,1,151.0,,"[{""hasPlayed"": true, ""points"": 97}, {""hasPlayed"": true, ""points"": 63}, {""hasPlayed"": true, ""points"": 121}, {""hasPlayed"": true, ""points"": 53}, {""hasPlayed"": true, ""points"": 154}]",2,Stefan Posch,372719.0,372719.0,350150.0,280200.0,1212866.0,1212866.0
