id,teamId,firstName,lastName,marketValue,averagePoints,games,gamesPlayed,start11,totalPlaytimeS,totalPoints,status,position,playerImage,number,trend,pointsPerValue,pointsStdDev,history,name,marketChangeToday,last5Points,last5PlayedSlots,last5AveragePoints
8307,18,Kaishu,Sano,13640541.0,83.0,34.0,34.0,34.0,203515.0,2817.0,0,3,https://kickbase.b-cdn.net/pool/playersbig/8307.png,6.0,1,206.0,,"[{""hasPlayed"": true, ""points"": 115}, {""hasPlayed"": true, ""points"": 55}, {""hasPlayed"": true, ""points"": 88}, {""hasPlayed"": true, ""points"": 149}, {""hasPlayed"": true, ""points"": 90}]",Kaishu Sano,130050.0,"[115.0, 55.0, 88.0, 149.0, 90.0]",5,99.4
2400,40,Christopher,Trimmel,5630983.0,60.0,29.0,29.0,22.0,122793.0,1732.0,0,2,https://kickbase.b-cdn.net/pool/playersbig/2400.png,28.0,1,307.0,,"[{""hasPlayed"": true, ""points"": 133}, {""hasPlayed"": true, ""points"": 139}, {""hasPlayed"": true, ""points"": 104}, {""hasPlayed"": true, ""points"": 14}, {""hasPlayed"": true, ""points"": 107}]",Christopher Trimmel,212903.0,"[133.0, 139.0, 104.0, 14.0, 107.0]",5,99.4
3120,2,Tom,Bischof,21252579.0,118.0,26.0,26.0,14.0,88493.0,3077.0,0,3,https://kickbase.b-cdn.net/pool/playersbig/3120.png,8.0,1,144.0,,"[{""hasPlayed"": true, ""points"": 268}, {""hasPlayed"": true, ""points"": 228}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",Tom Bischof,121093.0,"[268.0, 228.0, 0.0, 0.0, 0.0]",2,99.2
1955,40,Oliver,Burke,4249054.0,49.0,29.0,29.0,21.0,110171.0,1410.0,2,4,https://kickbase.b-cdn.net/pool/playersbig/1955.png,7.0,1,331.0,,"[{""hasPlayed"": true, ""points"": 139}, {""hasPlayed"": true, ""points"": 174}, {""hasPlayed"": true, ""points"": 61}, {""hasPlayed"": true, ""points"": -18}, {""hasPlayed"": true, ""points"": 139}]",Oliver Burke,222998.0,"[139.0, 174.0, 61.0, -18.0, 139.0]",5,99.0
7963,7,Jarell,Quansah,21276597.0,102.0,28.0,28.0,25.0,152471.0,2867.0,0,2,https://kickbase.b-cdn.net/pool/playersbig/7963.png,4.0,1,134.0,,"[{""hasPlayed"": true, ""points"": 223}, {""hasPlayed"": true, ""points"": 35}, {""hasPlayed"": true, ""points"": 85}, {""hasPlayed"": true, ""points"": 72}, {""hasPlayed"": true, ""points"": 74}]",Jarell Quansah,151933.0,"[223.0, 35.0, 85.0, 72.0, 74.0]",5,97.8
11162,14,Leon,Avdullahu,14219591.0,85.0,33.0,33.0,32.0,187386.0,2805.0,0,3,https://kickbase.b-cdn.net/pool/playersbig/11162.png,7.0,1,197.0,,"[{""hasPlayed"": true, ""points"": -32}, {""hasPlayed"": true, ""points"": 246}, {""hasPlayed"": true, ""points"": 93}, {""hasPlayed"": true, ""points"": 89}, {""hasPlayed"": true, ""points"": 88}]",Leon Avdullahu,186753.0,"[-32.0, 246.0, 93.0, 89.0, 88.0]",5,96.8
2395,3,Julian,Ryerson,25596287.0,105.0,31.0,31.0,26.0,148097.0,3246.0,2,2,https://kickbase.b-cdn.net/pool/playersbig/2395.png,26.0,1,126.0,,"[{""hasPlayed"": true, ""points"": 141}, {""hasPlayed"": true, ""points"": 127}, {""hasPlayed"": true, ""points"": 41}, {""hasPlayed"": true, ""points"": 171}, {""hasPlayed"": true, ""points"": 3}]",Julian Ryerson,41396.0,"[141.0, 127.0, 41.0, 171.0, 3.0]",5,96.6
2939,5,Eren Sami,Dinkçi,3909055.0,44.0,22.0,22.0,16.0,91259.0,965.0,2,3,https://kickbase.b-cdn.net/pool/playersbig/2939.png,18.0,2,246.0,,"[{""hasPlayed"": true, ""points"": 23}, {""hasPlayed"": true, ""points"": 87}, {""hasPlayed"": true, ""points"": 170}, {""hasPlayed"": true, ""points"": 203}, {""hasPlayed"": false, ""points"": null}]",Eren Sami Dinkçi,-125362.0,"[23.0, 87.0, 170.0, 203.0, 0.0]",4,96.6
7158,9,Deniz,Undav,43547404.0,138.0,29.0,29.0,25.0,146045.0,4006.0,0,4,https://kickbase.b-cdn.net/pool/playersbig/7158.png,26.0,1,91.0,,"[{""hasPlayed"": true, ""points"": 131}, {""hasPlayed"": true, ""points"": 215}, {""hasPlayed"": true, ""points"": 62}, {""hasPlayed"": true, ""points"": 74}, {""hasPlayed"": false, ""points"": null}]",Deniz Undav,75973.0,"[131.0, 215.0, 62.0, 74.0, 0.0]",4,96.4
2694,9,Angelo,Stiller,36606964.0,119.0,34.0,34.0,30.0,180374.0,4054.0,0,3,https://kickbase.b-cdn.net/pool/playersbig/2694.png,6.0,1,110.0,,"[{""hasPlayed"": true, ""points"": 108}, {""hasPlayed"": true, ""points"": 141}, {""hasPlayed"": true, ""points"": 87}, {""hasPlayed"": true, ""points"": 112}, {""hasPlayed"": true, ""points"": 33}]",Angelo Stiller,62464.0,"[108.0, 141.0, 87.0, 112.0, 33.0]",5,96.2
2895,18,Paul,Nebel,10335697.0,67.0,30.0,30.0,24.0,136191.0,2011.0,1,3,https://kickbase.b-cdn.net/pool/playersbig/2895.png,8.0,2,194.0,,"[{""hasPlayed"": true, ""points"": 99}, {""hasPlayed"": true, ""points"": 95}, {""hasPlayed"": true, ""points"": 83}, {""hasPlayed"": true, ""points"": 115}, {""hasPlayed"": true, ""points"": 89}]",Paul Nebel,-621500.0,"[99.0, 95.0, 83.0, 115.0, 89.0]",5,96.2
2141,43,Ridle ,Baku,19509016.0,102.0,32.0,32.0,28.0,162435.0,3278.0,0,2,https://kickbase.b-cdn.net/pool/playersbig/2141.png,17.0,1,168.0,,"[{""hasPlayed"": true, ""points"": -4}, {""hasPlayed"": true, ""points"": 95}, {""hasPlayed"": true, ""points"": 38}, {""hasPlayed"": true, ""points"": 224}, {""hasPlayed"": true, ""points"": 124}]",Ridle  Baku,61865.0,"[-4.0, 95.0, 38.0, 224.0, 124.0]",5,95.4
3176,2,Arijon,Ibrahimović,5309740.0,57.0,32.0,32.0,25.0,140654.0,1838.0,0,3,https://kickbase.b-cdn.net/pool/playersbig/3176.png,0.0,2,346.0,,"[{""hasPlayed"": true, ""points"": 7}, {""hasPlayed"": true, ""points"": 264}, {""hasPlayed"": true, ""points"": 114}, {""hasPlayed"": true, ""points"": 29}, {""hasPlayed"": true, ""points"": 62}]",Arijon Ibrahimović,-299357.0,"[7.0, 264.0, 114.0, 29.0, 62.0]",5,95.2
524,14,Oliver,Baumann,20135933.0,99.0,34.0,34.0,34.0,203483.0,3366.0,0,1,https://kickbase.b-cdn.net/pool/playersbig/524.png,1.0,1,167.0,,"[{""hasPlayed"": true, ""points"": 22}, {""hasPlayed"": true, ""points"": 161}, {""hasPlayed"": true, ""points"": 112}, {""hasPlayed"": true, ""points"": 57}, {""hasPlayed"": true, ""points"": 119}]",Oliver Baumann,17626.0,"[22.0, 161.0, 112.0, 57.0, 119.0]",5,94.2
2736,3,Ramy,Bensebaini,19442970.0,128.0,21.0,21.0,15.0,102687.0,2683.0,0,2,https://kickbase.b-cdn.net/pool/playersbig/2736.png,5.0,1,137.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 364}, {""hasPlayed"": true, ""points"": 106}]",Ramy Bensebaini,174547.0,"[0.0, 0.0, 0.0, 364.0, 106.0]",2,94.0
3364,40,Carl,Klaus,500000.0,117.0,4.0,4.0,3.0,22461.0,466.0,0,1,https://kickbase.b-cdn.net/pool/playersbig/3364.png,25.0,0,932.0,,"[{""hasPlayed"": true, ""points"": 154}, {""hasPlayed"": true, ""points"": 124}, {""hasPlayed"": true, ""points"": 85}, {""hasPlayed"": true, ""points"": 103}, {""hasPlayed"": false, ""points"": null}]",Carl Klaus,0.0,"[154.0, 124.0, 85.0, 103.0, 0.0]",4,93.2
2300,2,Josip,Stanišić,27509885.0,128.0,26.0,26.0,19.0,124437.0,3330.0,0,2,https://kickbase.b-cdn.net/pool/playersbig/2300.png,44.0,2,121.0,,"[{""hasPlayed"": true, ""points"": 70}, {""hasPlayed"": true, ""points"": 172}, {""hasPlayed"": true, ""points"": 46}, {""hasPlayed"": true, ""points"": 72}, {""hasPlayed"": true, ""points"": 105}]",Josip Stanišić,-574059.0,"[70.0, 172.0, 46.0, 72.0, 105.0]",5,93.0
493,13,Michael,Gregoritsch,8910509.0,74.0,17.0,17.0,11.0,60067.0,1251.0,0,4,https://kickbase.b-cdn.net/pool/playersbig/493.png,38.0,1,140.0,,"[{""hasPlayed"": true, ""points"": -15}, {""hasPlayed"": true, ""points"": 273}, {""hasPlayed"": true, ""points"": 132}, {""hasPlayed"": true, ""points"": 75}, {""hasPlayed"": false, ""points"": null}]",Michael Gregoritsch,169859.0,"[-15.0, 273.0, 132.0, 75.0, 0.0]",4,93.0
11752,6,Warmed,Omari,6072216.0,60.0,20.0,20.0,17.0,106595.0,1204.0,0,2,https://kickbase.b-cdn.net/pool/playersbig/11752.png,17.0,2,198.0,,"[{""hasPlayed"": true, ""points"": 86}, {""hasPlayed"": true, ""points"": 85}, {""hasPlayed"": true, ""points"": 151}, {""hasPlayed"": true, ""points"": 82}, {""hasPlayed"": true, ""points"": 57}]",Warmed Omari,-291504.0,"[86.0, 85.0, 151.0, 82.0, 57.0]",5,92.2
577,15,Daniel,Batz,3927055.0,111.0,21.0,21.0,21.0,125022.0,2331.0,0,1,https://kickbase.b-cdn.net/pool/playersbig/577.png,33.0,2,593.0,,"[{""hasPlayed"": true, ""points"": 282}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 45}, {""hasPlayed"": true, ""points"": 37}, {""hasPlayed"": true, ""points"": 95}]",Daniel Batz,-118924.0,"[282.0, 0.0, 45.0, 37.0, 95.0]",4,91.8
3187,40,András,Schäfer,3481339.0,42.0,28.0,28.0,16.0,96106.0,1177.0,0,3,https://kickbase.b-cdn.net/pool/playersbig/3187.png,13.0,2,338.0,,"[{""hasPlayed"": true, ""points"": 293}, {""hasPlayed"": true, ""points"": 52}, {""hasPlayed"": true, ""points"": 56}, {""hasPlayed"": true, ""points"": 33}, {""hasPlayed"": true, ""points"": 21}]",András Schäfer,-91627.0,"[293.0, 52.0, 56.0, 33.0, 21.0]",5,91.0
