team,team_id,season_id,shirt_number,player_name,player_id,position,age,nationalities,contract_until,market_value,market_value_eur,player_url,market_value_percentile_within_team
Borussia Mönchengladbach,18,2026,16.0,Philipp Sander,388409,Defensive Midfield,28,Germany,30/06/2028,€4.00m,4000000.0,https://www.transfermarkt.com/philipp-sander/profil/spieler/388409,50.0
Borussia Mönchengladbach,18,2026,18.0,Shuto Machino,550580,Centre-Forward,26,Japan,30/06/2029,€4.00m,4000000.0,https://www.transfermarkt.com/shuto-machino/profil/spieler/550580,50.0
Borussia Mönchengladbach,18,2026,2.0,Fabio Chiarodia,724104,Centre-Back,21,Italy|Germany,30/06/2028,€3.00m,3000000.0,https://www.transfermarkt.com/fabio-chiarodia/profil/spieler/724104,41.38
Borussia Mönchengladbach,18,2026,10.0,Florian Neuhaus,278332,Central Midfield,29,Germany,30/06/2027,€2.50m,2500000.0,https://www.transfermarkt.com/florian-neuhaus/profil/spieler/278332,37.93
Borussia Mönchengladbach,18,2026,31.0,Tomas Cvancara,544148,Centre-Forward,26,Czech Republic,30/06/2028,€2.00m,2000000.0,https://www.transfermarkt.com/tomas-cvancara/profil/spieler/544148,34.48
Borussia Mönchengladbach,18,2026,7.0,Kevin Stöger,106872,Attacking Midfield,32,Austria,30/06/2027,€1.80m,1800000.0,https://www.transfermarkt.com/kevin-stoger/profil/spieler/106872,31.03
Borussia Mönchengladbach,18,2026,14.0,Daiki Hashioka,387191,Right-Back,27,Japan,30/06/2027,€1.50m,1500000.0,https://www.transfermarkt.com/daiki-hashioka/profil/spieler/387191,27.59
Borussia Mönchengladbach,18,2026,47.0,Zento Uno,957526,Defensive Midfield,22,Japan,30/06/2030,€1.00m,1000000.0,https://www.transfermarkt.com/zento-uno/profil/spieler/957526,24.14
Borussia Mönchengladbach,18,2026,5.0,Jan Leszczyński,1118874,Centre-Back,19,Poland,30/06/2030,€600k,600000.0,https://www.transfermarkt.com/jan-leszczynski/profil/spieler/1118874,20.69
Borussia Mönchengladbach,18,2026,23.0,Jan Olschowsky,455922,Goalkeeper,24,Germany,30/06/2027,€450k,450000.0,https://www.transfermarkt.com/jan-olschowsky/profil/spieler/455922,17.24
Borussia Mönchengladbach,18,2026,33.0,Daniel Batz,90317,Goalkeeper,35,Germany,30/06/2029,€350k,350000.0,https://www.transfermarkt.com/daniel-batz/profil/spieler/90317,13.79
Borussia Mönchengladbach,18,2026,27.0,Fritz Fleck,1067439,Attacking Midfield,19,Germany,30/06/2028,€300k,300000.0,https://www.transfermarkt.com/fritz-fleck/profil/spieler/1067439,8.62
Borussia Mönchengladbach,18,2026,21.0,Tobias Sippel,31653,Goalkeeper,38,Germany,30/06/2027,€300k,300000.0,https://www.transfermarkt.com/tobias-sippel/profil/spieler/31653,8.62
Borussia Mönchengladbach,18,2026,39.0,Iaia Manco Danfa,1211929,Centre-Forward,19,Guinea-Bissau|Portugal,30/06/2028,€250k,250000.0,https://www.transfermarkt.com/iaia-manco-danfa/profil/spieler/1211929,3.45
Borussia Mönchengladbach,18,2026,34.0,Mathieu Nguefack,1070980,Central Midfield,18,Germany|Cameroon,30/06/2027,-,,https://www.transfermarkt.com/mathieu-nguefack/profil/spieler/1070980,
Eintracht Frankfurt,24,2026,42.0,Can Uzun,816585,Attacking Midfield,20,Türkiye|Germany,30/06/2029,€45.00m,45000000.0,https://www.transfermarkt.com/can-uzun/profil/spieler/816585,100.0
Eintracht Frankfurt,24,2026,9.0,Jonathan Burkardt,333647,Centre-Forward,26,Germany,30/06/2030,€30.00m,30000000.0,https://www.transfermarkt.com/jonathan-burkardt/profil/spieler/333647,96.43
Eintracht Frankfurt,24,2026,16.0,Hugo Larsson,931838,Central Midfield,22,Sweden,30/06/2029,€28.00m,28000000.0,https://www.transfermarkt.com/hugo-larsson/profil/spieler/931838,92.86
Eintracht Frankfurt,24,2026,19.0,Jean-Mattéo Bahoya,939964,Left Winger,21,France|Cameroon,30/06/2029,€25.00m,25000000.0,https://www.transfermarkt.com/jean-matteo-bahoya/profil/spieler/939964,89.29
Eintracht Frankfurt,24,2026,25.0,Raphael Onyedika,699783,Defensive Midfield,25,Nigeria,30/06/2031,€23.00m,23000000.0,https://www.transfermarkt.com/raphael-onyedika/profil/spieler/699783,85.71
Eintracht Frankfurt,24,2026,34.0,Nnamdi Collins,684315,Centre-Back,22,Germany|Nigeria,30/06/2030,€20.00m,20000000.0,https://www.transfermarkt.com/nnamdi-collins/profil/spieler/684315,82.14
Eintracht Frankfurt,24,2026,,Elye Wahi,659542,Centre-Forward,23,Cote d'Ivoire|France,30/06/2030,€18.00m,18000000.0,https://www.transfermarkt.com/elye-wahi/profil/spieler/659542,78.57
Eintracht Frankfurt,24,2026,3.0,Arthur Theate,368891,Centre-Back,26,Belgium,30/06/2029,€17.00m,17000000.0,https://www.transfermarkt.com/arthur-theate/profil/spieler/368891,73.21
Eintracht Frankfurt,24,2026,20.0,Ritsu Doan,358504,Right Winger,28,Japan,30/06/2030,€17.00m,17000000.0,https://www.transfermarkt.com/ritsu-doan/profil/spieler/358504,73.21
Eintracht Frankfurt,24,2026,7.0,Ansgar Knauff,429874,Right Winger,24,Germany|Ghana,30/06/2028,€15.00m,15000000.0,https://www.transfermarkt.com/ansgar-knauff/profil/spieler/429874,64.29
Eintracht Frankfurt,24,2026,8.0,Farès Chaïbi,855015,Attacking Midfield,23,Algeria|France,30/06/2028,€15.00m,15000000.0,https://www.transfermarkt.com/fares-chaibi/profil/spieler/855015,64.29
Eintracht Frankfurt,24,2026,6.0,Oscar Højlund,846310,Central Midfield,21,Denmark,30/06/2029,€15.00m,15000000.0,https://www.transfermarkt.com/oscar-hojlund/profil/spieler/846310,64.29
Eintracht Frankfurt,24,2026,,Noël Aséko,904974,Defensive Midfield,20,Germany|Equatorial Guinea,30/06/2031,€12.00m,12000000.0,https://www.transfermarkt.com/noel-aseko/profil/spieler/904974,57.14
Eintracht Frankfurt,24,2026,29.0,Ayoube Amaimouni-Echghouyab,799993,Right Winger,21,Morocco|Spain,30/06/2031,€10.00m,10000000.0,https://www.transfermarkt.com/ayoube-amaimouni-echghouyab/profil/spieler/799993,51.79
Eintracht Frankfurt,24,2026,4.0,Robin Koch,328784,Centre-Back,30,Germany,30/06/2030,€10.00m,10000000.0,https://www.transfermarkt.com/robin-koch/profil/spieler/328784,51.79
Eintracht Frankfurt,24,2026,11.0,Younes Ebnoutalib,692368,Centre-Forward,22,Germany|Morocco,30/06/2031,€8.00m,8000000.0,https://www.transfermarkt.com/younes-ebnoutalib/profil/spieler/692368,46.43
Eintracht Frankfurt,24,2026,40.0,Kauã Santos,997861,Goalkeeper,23,Brazil,30/06/2030,€7.00m,7000000.0,https://www.transfermarkt.com/kaua-santos/profil/spieler/997861,42.86
Eintracht Frankfurt,24,2026,15.0,Ellyes Skhiri,290587,Defensive Midfield,31,Tunisia|France,30/06/2027,€5.00m,5000000.0,https://www.transfermarkt.com/ellyes-skhiri/profil/spieler/290587,35.71
Eintracht Frankfurt,24,2026,26.0,Keita Kosugi,1146988,Left-Back,20,Japan,30/06/2031,€5.00m,5000000.0,https://www.transfermarkt.com/keita-kosugi/profil/spieler/1146988,35.71
Eintracht Frankfurt,24,2026,31.0,Love Arrhov,1184986,Attacking Midfield,18,Sweden,30/06/2028,€5.00m,5000000.0,https://www.transfermarkt.com/love-arrhov/profil/spieler/1184986,35.71
Eintracht Frankfurt,24,2026,2.0,Elias Baum,744857,Right-Back,20,Germany,30/06/2028,€4.00m,4000000.0,https://www.transfermarkt.com/elias-baum/profil/spieler/744857,26.79
Eintracht Frankfurt,24,2026,23.0,Michael Zetterer,196813,Goalkeeper,31,Germany,30/06/2029,€4.00m,4000000.0,https://www.transfermarkt.com/michael-zetterer/profil/spieler/196813,26.79
Eintracht Frankfurt,24,2026,27.0,Mario Götze,74842,Attacking Midfield,34,Germany,30/06/2028,€3.00m,3000000.0,https://www.transfermarkt.com/mario-gotze/profil/spieler/74842,21.43
Eintracht Frankfurt,24,2026,48.0,Niels Nkounkou,591193,Left-Back,25,France|Congo,30/06/2028,€2.60m,2600000.0,https://www.transfermarkt.com/niels-nkounkou/profil/spieler/591193,17.86
Eintracht Frankfurt,24,2026,5.0,Otávio,1094885,Centre-Back,20,Brazil,30/06/2031,€1.50m,1500000.0,https://www.transfermarkt.com/otavio/profil/spieler/1094885,14.29
Eintracht Frankfurt,24,2026,,Jessic Ngankam,448177,Centre-Forward,26,Germany|Cameroon,30/06/2028,€700k,700000.0,https://www.transfermarkt.com/jessic-ngankam/profil/spieler/448177,10.71
Eintracht Frankfurt,24,2026,22.0,Timothy Chandler,49723,Right-Back,36,United States|Germany,30/06/2027,€350k,350000.0,https://www.transfermarkt.com/timothy-chandler/profil/spieler/49723,7.14
Eintracht Frankfurt,24,2026,33.0,Jens Grahl,40034,Goalkeeper,37,Germany,30/06/2027,€200k,200000.0,https://www.transfermarkt.com/jens-grahl/profil/spieler/40034,3.57
Eintracht Frankfurt,24,2026,39.0,Amil Siljevic,1079622,Goalkeeper,19,Bosnia-Herzegovina|Germany,30/06/2029,-,,https://www.transfermarkt.com/amil-siljevic/profil/spieler/1079622,
Eintracht Frankfurt,24,2026,35.0,Malik Pimpong,1259986,Left Winger,18,Denmark,30/06/2031,-,,https://www.transfermarkt.com/malik-pimpong/profil/spieler/1259986,
FC Augsburg,167,2026,5.0,Chrislain Matsima,569383,Centre-Back,24,France|Congo,30/06/2030,€22.00m,22000000.0,https://www.transfermarkt.com/chrislain-matsima/profil/spieler/569383,100.0
FC Augsburg,167,2026,40.0,Noahkai Banks,923945,Centre-Back,19,United States|Germany,30/06/2029,€20.00m,20000000.0,https://www.transfermarkt.com/noahkai-banks/profil/spieler/923945,96.43
FC Augsburg,167,2026,20.0,Alexis Claude-Maurice,384593,Attacking Midfield,28,France|Guadeloupe,30/06/2027,€15.00m,15000000.0,https://www.transfermarkt.com/alexis-claude-maurice/profil/spieler/384593,92.86
FC Augsburg,167,2026,32.0,Fabian Rieder,507341,Attacking Midfield,24,Switzerland,30/06/2030,€12.00m,12000000.0,https://www.transfermarkt.com/fabian-rieder/profil/spieler/507341,85.71
FC Augsburg,167,2026,1.0,Finn Dahmen,251299,Goalkeeper,28,Germany|England,30/06/2027,€12.00m,12000000.0,https://www.transfermarkt.com/finn-dahmen/profil/spieler/251299,85.71
FC Augsburg,167,2026,36.0,Mert Kömür,777005,Attacking Midfield,21,Germany|Türkiye,30/06/2029,€12.00m,12000000.0,https://www.transfermarkt.com/mert-komur/profil/spieler/777005,85.71
FC Augsburg,167,2026,30.0,Anton Kade,654234,Attacking Midfield,22,Germany,30/06/2029,€10.00m,10000000.0,https://www.transfermarkt.com/anton-kade/profil/spieler/654234,78.57
FC Augsburg,167,2026,4.0,Han-Noah Massengo,536508,Central Midfield,25,France|Congo,30/06/2030,€8.00m,8000000.0,https://www.transfermarkt.com/han-noah-massengo/profil/spieler/536508,75.0
FC Augsburg,167,2026,31.0,Keven Schlotterbeck,413843,Centre-Back,29,Germany,30/06/2027,€6.00m,6000000.0,https://www.transfermarkt.com/keven-schlotterbeck/profil/spieler/413843,69.64
FC Augsburg,167,2026,17.0,Kristijan Jakic,374954,Defensive Midfield,29,Croatia,30/06/2028,€6.00m,6000000.0,https://www.transfermarkt.com/kristijan-jakic/profil/spieler/374954,69.64
FC Augsburg,167,2026,16.0,Hennes Behrens,829838,Left-Back,21,Germany,30/06/2031,€5.00m,5000000.0,https://www.transfermarkt.com/hennes-behrens/profil/spieler/829838,64.29
FC Augsburg,167,2026,9.0,Rodrigo Ribeiro,726701,Centre-Forward,21,Portugal,30/06/2031,€4.00m,4000000.0,https://www.transfermarkt.com/rodrigo-ribeiro/profil/spieler/726701,58.93
FC Augsburg,167,2026,39.0,Uchenna Ogundu,1309324,Centre-Forward,20,Nigeria,30/06/2031,€4.00m,4000000.0,https://www.transfermarkt.com/uchenna-ogundu/profil/spieler/1309324,58.93
FC Augsburg,167,2026,19.0,Robin Fellhauer,264960,Defensive Midfield,28,Germany,30/06/2029,€3.50m,3500000.0,https://www.transfermarkt.com/robin-fellhauer/profil/spieler/264960,53.57
FC Augsburg,167,2026,2.0,Calvin Brackelmann,358766,Centre-Back,26,Germany,30/06/2030,€3.00m,3000000.0,https://www.transfermarkt.com/calvin-brackelmann/profil/spieler/358766,50.0
FC Augsburg,167,2026,8.0,Sima Suso,928265,Central Midfield,21,Germany,30/06/2031,€2.80m,2800000.0,https://www.transfermarkt.com/sima-suso/profil/spieler/928265,46.43
FC Augsburg,167,2026,27.0,Marius Wolf,193900,Right-Back,31,Germany,30/06/2027,€2.50m,2500000.0,https://www.transfermarkt.com/marius-wolf/profil/spieler/193900,42.86
FC Augsburg,167,2026,34.0,Nathanaël Mbuku,557614,Left Winger,24,DR Congo|France,,€2.00m,2000000.0,https://www.transfermarkt.com/nathanael-mbuku/profil/spieler/557614,35.71
FC Augsburg,167,2026,22.0,Nediljko Labrovic,610190,Goalkeeper,26,Croatia,30/06/2029,€2.00m,2000000.0,https://www.transfermarkt.com/nediljko-labrovic/profil/spieler/610190,35.71
FC Augsburg,167,2026,14.0,Yannik Keitel,342039,Defensive Midfield,26,Germany,30/06/2027,€2.00m,2000000.0,https://www.transfermarkt.com/yannik-keitel/profil/spieler/342039,35.71
FC Augsburg,167,2026,11.0,Michael Gregoritsch,120205,Centre-Forward,32,Austria,30/06/2027,€1.50m,1500000.0,https://www.transfermarkt.com/michael-gregoritsch/profil/spieler/120205,26.79
FC Augsburg,167,2026,15.0,Steve Mounié,238639,Centre-Forward,31,Benin|France,30/06/2027,€1.50m,1500000.0,https://www.transfermarkt.com/steve-mounie/profil/spieler/238639,26.79
FC Augsburg,167,2026,6.0,Jeffrey Gouweleeuw,106405,Centre-Back,35,Netherlands,30/06/2027,€1.00m,1000000.0,https://www.transfermarkt.com/jeffrey-gouweleeuw/profil/spieler/106405,21.43
FC Augsburg,167,2026,3.0,Mads Pedersen,288429,Left-Back,29,Denmark,30/06/2027,€800k,800000.0,https://www.transfermarkt.com/mads-pedersen/profil/spieler/288429,16.07
FC Augsburg,167,2026,18.0,Tim Breithaupt,569457,Defensive Midfield,24,Germany,30/06/2028,€800k,800000.0,https://www.transfermarkt.com/tim-breithaupt/profil/spieler/569457,16.07
FC Augsburg,167,2026,37.0,Tim Schnitzer,1162968,Defensive Midfield,18,Germany,30/06/2029,€500k,500000.0,https://www.transfermarkt.com/tim-schnitzer/profil/spieler/1162968,10.71
FC Augsburg,167,2026,24.0,Thomas Kastanaras,675565,Centre-Forward,23,Germany|Greece,30/06/2027,€300k,300000.0,https://www.transfermarkt.com/thomas-kastanaras/profil/spieler/675565,7.14
FC Augsburg,167,2026,23.0,Faik Sakar,1132292,Left Winger,18,Germany|France,30/06/2030,€200k,200000.0,https://www.transfermarkt.com/faik-sakar/profil/spieler/1132292,3.57
FC Augsburg,167,2026,48.0,Tom Wisbereit,954082,Goalkeeper,18,Germany,30/06/2030,-,,https://www.transfermarkt.com/tom-wisbereit/profil/spieler/954082,
FC Schalke 04,33,2026,23.0,Soufiane El-Faouzi,697740,Central Midfield,24,Morocco|Germany,30/06/2030,€9.00m,9000000.0,https://www.transfermarkt.com/soufiane-el-faouzi/profil/spieler/697740,100.0
FC Schalke 04,33,2026,43.0,Mertcan Ayhan,969376,Centre-Back,19,Türkiye|Germany,30/06/2030,€8.00m,8000000.0,https://www.transfermarkt.com/mertcan-ayhan/profil/spieler/969376,96.55
FC Schalke 04,33,2026,29.0,Junior Dina Ebimbe,536482,Right Midfield,25,Cameroon|France,30/06/2028,€6.00m,6000000.0,https://www.transfermarkt.com/junior-dina-ebimbe/profil/spieler/536482,93.1
FC Schalke 04,33,2026,9.0,Moussa Sylla,460655,Centre-Forward,26,Mali|France,30/06/2028,€5.00m,5000000.0,https://www.transfermarkt.com/moussa-sylla/profil/spieler/460655,89.66
FC Schalke 04,33,2026,8.0,Robin Gosens,273132,Left-Back,32,Germany|Netherlands,30/06/2027,€4.00m,4000000.0,https://www.transfermarkt.com/robin-gosens/profil/spieler/273132,86.21
FC Schalke 04,33,2026,24.0,Adil Aouchiche,569385,Attacking Midfield,24,Algeria|France,30/06/2027,€3.50m,3500000.0,https://www.transfermarkt.com/adil-aouchiche/profil/spieler/569385,82.76
FC Schalke 04,33,2026,21.0,Dejan Ljubicic,287188,Defensive Midfield,28,Austria,30/06/2028,€3.00m,3000000.0,https://www.transfermarkt.com/dejan-ljubicic/profil/spieler/287188,74.14
FC Schalke 04,33,2026,20.0,Junior Adamu,452477,Centre-Forward,25,Austria,30/06/2029,€3.00m,3000000.0,https://www.transfermarkt.com/junior-adamu/profil/spieler/452477,74.14
FC Schalke 04,33,2026,39.0,Maximilian Wöber,263361,Centre-Back,28,Austria,30/06/2027,€3.00m,3000000.0,https://www.transfermarkt.com/maximilian-wober/profil/spieler/263361,74.14
FC Schalke 04,33,2026,33.0,Vitalie Becker,919703,Left-Back,21,Germany|Russia,30/06/2030,€3.00m,3000000.0,https://www.transfermarkt.com/vitalie-becker/profil/spieler/919703,74.14
FC Schalke 04,33,2026,4.0,Hasan Kuruçay,292812,Centre-Back,28,Türkiye|Denmark,30/06/2027,€2.00m,2000000.0,https://www.transfermarkt.com/hasan-kurucay/profil/spieler/292812,62.07
FC Schalke 04,33,2026,6.0,Ron Schallenberg,332392,Defensive Midfield,27,Germany,30/06/2027,€2.00m,2000000.0,https://www.transfermarkt.com/ron-schallenberg/profil/spieler/332392,62.07
FC Schalke 04,33,2026,13.0,Satoshi Tanaka,665618,Defensive Midfield,24,Japan,30/06/2030,€2.00m,2000000.0,https://www.transfermarkt.com/satoshi-tanaka/profil/spieler/665618,62.07
FC Schalke 04,33,2026,19.0,Kenan Karaman,119557,Attacking Midfield,32,Türkiye|Germany,30/06/2028,€1.80m,1800000.0,https://www.transfermarkt.com/kenan-karaman/profil/spieler/119557,53.45
FC Schalke 04,33,2026,25.0,Nikola Katic,422051,Centre-Back,29,Bosnia-Herzegovina|Croatia,30/06/2028,€1.80m,1800000.0,https://www.transfermarkt.com/nikola-katic/profil/spieler/422051,53.45
FC Schalke 04,33,2026,5.0,Timo Becker,282349,Centre-Back,29,Germany,30/06/2029,€1.50m,1500000.0,https://www.transfermarkt.com/timo-becker/profil/spieler/282349,48.28
FC Schalke 04,33,2026,7.0,Christian Gomis,357310,Centre-Forward,26,Senegal|Spain,30/06/2029,€1.20m,1200000.0,https://www.transfermarkt.com/christian-gomis/profil/spieler/357310,43.1
FC Schalke 04,33,2026,37.0,Max Grüger,920946,Defensive Midfield,21,Germany,30/06/2028,€1.20m,1200000.0,https://www.transfermarkt.com/max-gruger/profil/spieler/920946,43.1
FC Schalke 04,33,2026,10.0,Edin Dzeko,28396,Centre-Forward,40,Bosnia-Herzegovina,30/06/2027,€1.00m,1000000.0,https://www.transfermarkt.com/edin-dzeko/profil/spieler/28396,37.93
FC Schalke 04,33,2026,17.0,Adrian Gantenbein,410870,Right-Back,25,Switzerland,30/06/2028,€900k,900000.0,https://www.transfermarkt.com/adrian-gantenbein/profil/spieler/410870,34.48
FC Schalke 04,33,2026,27.0,Finn Porath,241307,Right Midfield,29,Germany,30/06/2027,€800k,800000.0,https://www.transfermarkt.com/finn-porath/profil/spieler/241307,29.31
FC Schalke 04,33,2026,1.0,Loris Karius,85864,Goalkeeper,33,Germany,30/06/2028,€800k,800000.0,https://www.transfermarkt.com/loris-karius/profil/spieler/85864,29.31
FC Schalke 04,33,2026,11.0,Bryan Lasme,477109,Centre-Forward,27,France|Cote d'Ivoire,30/06/2027,€600k,600000.0,https://www.transfermarkt.com/bryan-lasme/profil/spieler/477109,24.14
FC Schalke 04,33,2026,15.0,Emil Højlund,802560,Centre-Forward,21,Denmark,30/06/2028,€500k,500000.0,https://www.transfermarkt.com/emil-hojlund/profil/spieler/802560,18.97
FC Schalke 04,33,2026,14.0,Janik Bachmann,327862,Central Midfield,30,Germany,30/06/2027,€500k,500000.0,https://www.transfermarkt.com/janik-bachmann/profil/spieler/327862,18.97
FC Schalke 04,33,2026,30.0,Anton Donkor,280553,Left-Back,28,Germany|Ghana,30/06/2027,€400k,400000.0,https://www.transfermarkt.com/anton-donkor/profil/spieler/280553,12.07
FC Schalke 04,33,2026,3.0,Dylan Leonard,1188989,Centre-Back,18,Australia|Scotland,30/06/2030,€400k,400000.0,https://www.transfermarkt.com/dylan-leonard/profil/spieler/1188989,12.07
FC Schalke 04,33,2026,22.0,Kevin Müller,43824,Goalkeeper,35,Germany,,€300k,300000.0,https://www.transfermarkt.com/kevin-muller/profil/spieler/43824,6.9
FC Schalke 04,33,2026,36.0,Johannes Siebeking,1047294,Goalkeeper,20,Germany,30/06/2029,€125k,125000.0,https://www.transfermarkt.com/johannes-siebeking/profil/spieler/1047294,3.45
FC Schalke 04,33,2026,38.0,Luca Vozar,1162413,Defensive Midfield,19,Germany,30/06/2028,-,,https://www.transfermarkt.com/luca-vozar/profil/spieler/1162413,
Hamburger SV,41,2026,6.0,Albert Sambi Lokonga,381967,Central Midfield,26,Belgium|DR Congo,30/06/2028,€12.00m,12000000.0,https://www.transfermarkt.com/albert-sambi-lokonga/profil/spieler/381967,100.0
Hamburger SV,41,2026,5.0,Martin Adeline,814976,Attacking Midfield,22,France,30/06/2030,€10.00m,10000000.0,https://www.transfermarkt.com/martin-adeline/profil/spieler/814976,96.15
Hamburger SV,41,2026,21.0,Nicolai Remberg,592534,Defensive Midfield,26,Germany,30/06/2028,€9.00m,9000000.0,https://www.transfermarkt.com/nicolai-remberg/profil/spieler/592534,92.31
Hamburger SV,41,2026,4.0,Bilal Nadir,659520,Central Midfield,22,Morocco|France,30/06/2029,€8.00m,8000000.0,https://www.transfermarkt.com/bilal-nadir/profil/spieler/659520,86.54
Hamburger SV,41,2026,24.0,Nicolás Capaldo,649672,Centre-Back,27,Argentina|Italy,30/06/2028,€8.00m,8000000.0,https://www.transfermarkt.com/nicolas-capaldo/profil/spieler/649672,86.54
Hamburger SV,41,2026,11.0,Albert Grønbaek,503866,Attacking Midfield,25,Denmark,30/06/2030,€5.00m,5000000.0,https://www.transfermarkt.com/albert-gronbaek/profil/spieler/503866,76.92
Hamburger SV,41,2026,38.0,Alexander Røssing-Lelesiit,1213681,Left Winger,19,Norway,30/06/2030,€5.00m,5000000.0,https://www.transfermarkt.com/alexander-rossing-lelesiit/profil/spieler/1213681,76.92
Hamburger SV,41,2026,28.0,Miro Muheim,298603,Left-Back,28,Switzerland,30/06/2027,€5.00m,5000000.0,https://www.transfermarkt.com/miro-muheim/profil/spieler/298603,76.92
Hamburger SV,41,2026,23.0,Jordan Torunarigha,227110,Centre-Back,29,Nigeria|Germany,30/06/2028,€4.00m,4000000.0,https://www.transfermarkt.com/jordan-torunarigha/profil/spieler/227110,61.54
Hamburger SV,41,2026,22.0,Kofi Amoako,814950,Defensive Midfield,21,Germany|Ghana,,€4.00m,4000000.0,https://www.transfermarkt.com/kofi-amoako/profil/spieler/814950,61.54
Hamburger SV,41,2026,19.0,Otto Stange,1058520,Centre-Forward,19,Germany,30/06/2028,€4.00m,4000000.0,https://www.transfermarkt.com/otto-stange/profil/spieler/1058520,61.54
Hamburger SV,41,2026,14.0,Rayan Philippe,694507,Right Winger,25,France,30/06/2029,€4.00m,4000000.0,https://www.transfermarkt.com/rayan-philippe/profil/spieler/694507,61.54
Hamburger SV,41,2026,17.0,Warmed Omari,711996,Centre-Back,26,Comoros|France,30/06/2030,€4.00m,4000000.0,https://www.transfermarkt.com/warmed-omari/profil/spieler/711996,61.54
Hamburger SV,41,2026,8.0,Daniel Elfadli,529895,Centre-Back,29,Libya|Germany,30/06/2028,€3.00m,3000000.0,https://www.transfermarkt.com/daniel-elfadli/profil/spieler/529895,46.15
Hamburger SV,41,2026,27.0,Patson Daka,365172,Centre-Forward,27,Zambia,30/06/2027,€3.00m,3000000.0,https://www.transfermarkt.com/patson-daka/profil/spieler/365172,46.15
Hamburger SV,41,2026,12.0,Sander Tangvik,549378,Goalkeeper,23,Norway,30/06/2030,€3.00m,3000000.0,https://www.transfermarkt.com/sander-tangvik/profil/spieler/549378,46.15
Hamburger SV,41,2026,7.0,Jean-Luc Dompé,291222,Left Winger,31,France|Cote d'Ivoire,30/06/2027,€2.50m,2500000.0,https://www.transfermarkt.com/jean-luc-dompe/profil/spieler/291222,38.46
Hamburger SV,41,2026,29.0,Emir Sahiti,403177,Right Winger,27,Kosovo|Albania,30/06/2027,€1.70m,1700000.0,https://www.transfermarkt.com/emir-sahiti/profil/spieler/403177,34.62
Hamburger SV,41,2026,10.0,Immanuel Pherai,412935,Attacking Midfield,25,Suriname|Netherlands,30/06/2027,€1.50m,1500000.0,https://www.transfermarkt.com/immanuel-pherai/profil/spieler/412935,30.77
Hamburger SV,41,2026,1.0,Daniel Heuer Fernandes,84993,Goalkeeper,33,Portugal|Germany,30/06/2028,€1.20m,1200000.0,https://www.transfermarkt.com/daniel-heuer-fernandes/profil/spieler/84993,26.92
Hamburger SV,41,2026,18.0,Bakery Jatta,415194,Right Winger,28,The Gambia,30/06/2029,€1.00m,1000000.0,https://www.transfermarkt.com/bakery-jatta/profil/spieler/415194,21.15
Hamburger SV,41,2026,15.0,Yussuf Poulsen,157635,Centre-Forward,32,Denmark|Tanzania,30/06/2027,€1.00m,1000000.0,https://www.transfermarkt.com/yussuf-poulsen/profil/spieler/157635,21.15
Hamburger SV,41,2026,43.0,Shafiq Nandja,1125079,Centre-Back,19,Germany,,€500k,500000.0,https://www.transfermarkt.com/shafiq-nandja/profil/spieler/1125079,15.38
Hamburger SV,41,2026,41.0,Fernando Dickes,1048715,Goalkeeper,18,Germany,30/06/2028,€300k,300000.0,https://www.transfermarkt.com/fernando-dickes/profil/spieler/1048715,9.62
Hamburger SV,41,2026,37.0,Louis Lemke,1294853,Left-Back,16,Germany,30/06/2028,€300k,300000.0,https://www.transfermarkt.com/louis-lemke/profil/spieler/1294853,9.62
Hamburger SV,41,2026,39.0,Joel Agyekum,815838,Centre-Back,21,Germany|Ghana,,€150k,150000.0,https://www.transfermarkt.com/joel-agyekum/profil/spieler/815838,3.85
Hamburger SV,41,2026,40.0,Elias Lahti,1303450,Goalkeeper,17,Finland,30/06/2028,-,,https://www.transfermarkt.com/elias-lahti/profil/spieler/1303450,
Hamburger SV,41,2026,,Finn Barkowsky,1149528,Left Winger,18,Germany,,-,,https://www.transfermarkt.com/finn-barkowsky/profil/spieler/1149528,
Hamburger SV,41,2026,47.0,Mads Bröcker,1281338,Attacking Midfield,18,Germany,30/06/2030,-,,https://www.transfermarkt.com/mads-brocker/profil/spieler/1281338,
Mainz 05,39,2026,6.0,Kaishu Sano,643574,Defensive Midfield,25,Japan,30/06/2028,€50.00m,50000000.0,https://www.transfermarkt.com/kaishu-sano/profil/spieler/643574,100.0
Mainz 05,39,2026,48.0,Kacper Potulski,1073748,Centre-Back,18,Poland,30/06/2028,€18.00m,18000000.0,https://www.transfermarkt.com/kacper-potulski/profil/spieler/1073748,94.83
Mainz 05,39,2026,8.0,Paul Nebel,503160,Attacking Midfield,23,Germany|Ireland,30/06/2027,€18.00m,18000000.0,https://www.transfermarkt.com/paul-nebel/profil/spieler/503160,94.83
Mainz 05,39,2026,10.0,Nadiem Amiri,232454,Central Midfield,29,Germany,30/06/2028,€17.00m,17000000.0,https://www.transfermarkt.com/nadiem-amiri/profil/spieler/232454,89.66
Mainz 05,39,2026,17.0,Benedict Hollerbach,453870,Centre-Forward,25,Germany,30/06/2029,€8.00m,8000000.0,https://www.transfermarkt.com/benedict-hollerbach/profil/spieler/453870,84.48
Mainz 05,39,2026,5.0,Eric Martel,597000,Defensive Midfield,24,Germany,,€8.00m,8000000.0,https://www.transfermarkt.com/eric-martel/profil/spieler/597000,84.48
