team,team_id,season_id,shirt_number,player_name,player_id,position,age,nationalities,contract_until,market_value,market_value_eur,player_url,market_value_percentile_within_team
Mainz 05,39,2026,19.0,Anthony Caci,453016,Right-Back,29,France,30/06/2028,€7.00m,7000000.0,https://www.transfermarkt.com/anthony-caci/profil/spieler/453016,79.31
Mainz 05,39,2026,4.0,Stefan Posch,223974,Centre-Back,29,Austria,,€6.00m,6000000.0,https://www.transfermarkt.com/stefan-posch/profil/spieler/223974,75.86
Mainz 05,39,2026,11.0,Ransford Königsdörffer,470038,Centre-Forward,24,Ghana|Germany,,€5.00m,5000000.0,https://www.transfermarkt.com/ransford-konigsdorffer/profil/spieler/470038,72.41
Mainz 05,39,2026,9.0,Phillip Tietz,288340,Centre-Forward,29,Germany,30/06/2028,€4.00m,4000000.0,https://www.transfermarkt.com/phillip-tietz/profil/spieler/288340,68.97
Mainz 05,39,2026,25.0,Andreas Hanche-Olsen,370683,Centre-Back,29,Norway,30/06/2028,€3.50m,3500000.0,https://www.transfermarkt.com/andreas-hanche-olsen/profil/spieler/370683,63.79
Mainz 05,39,2026,14.0,William Bøving,610400,Centre-Forward,23,Denmark,30/06/2029,€3.50m,3500000.0,https://www.transfermarkt.com/william-boving/profil/spieler/610400,63.79
Mainz 05,39,2026,3.0,Fabio Gruber,594731,Centre-Back,23,Peru|Germany,30/06/2030,€3.00m,3000000.0,https://www.transfermarkt.com/fabio-gruber/profil/spieler/594731,58.62
Mainz 05,39,2026,13.0,Hyun-seok Hong,562948,Attacking Midfield,27,"Korea, South",30/06/2028,€2.50m,2500000.0,https://www.transfermarkt.com/hyun-seok-hong/profil/spieler/562948,51.72
Mainz 05,39,2026,15.0,Lennard Maloney,392710,Defensive Midfield,26,United States|Germany,30/06/2028,€2.50m,2500000.0,https://www.transfermarkt.com/lennard-maloney/profil/spieler/392710,51.72
Mainz 05,39,2026,27.0,Robin Zentner,160963,Goalkeeper,31,Germany,30/06/2028,€2.50m,2500000.0,https://www.transfermarkt.com/robin-zentner/profil/spieler/160963,51.72
Mainz 05,39,2026,31.0,Dominik Kohr,118847,Centre-Back,32,Germany,30/06/2028,€2.00m,2000000.0,https://www.transfermarkt.com/dominik-kohr/profil/spieler/118847,39.66
Mainz 05,39,2026,7.0,Jae-sung Lee,314398,Attacking Midfield,34,"Korea, South",,€2.00m,2000000.0,https://www.transfermarkt.com/jae-sung-lee/profil/spieler/314398,39.66
Mainz 05,39,2026,26.0,Silas,612826,Right Winger,27,DR Congo,,€2.00m,2000000.0,https://www.transfermarkt.com/silas/profil/spieler/612826,39.66
Mainz 05,39,2026,24.0,Sota Kawasaki,733371,Defensive Midfield,25,Japan,,€2.00m,2000000.0,https://www.transfermarkt.com/sota-kawasaki/profil/spieler/733371,39.66
Mainz 05,39,2026,22.0,Marco Richter,279009,Attacking Midfield,28,Germany,30/06/2027,€1.50m,1500000.0,https://www.transfermarkt.com/marco-richter/profil/spieler/279009,27.59
Mainz 05,39,2026,2.0,Phillipp Mwene,127573,Left-Back,32,Austria|Kenya,,€1.50m,1500000.0,https://www.transfermarkt.com/phillipp-mwene/profil/spieler/127573,27.59
Mainz 05,39,2026,23.0,Sheraldo Becker,188888,Left Winger,31,Suriname|Netherlands,,€1.50m,1500000.0,https://www.transfermarkt.com/sheraldo-becker/profil/spieler/188888,27.59
Mainz 05,39,2026,21.0,Danny da Costa,85906,Centre-Back,33,Germany|Angola,30/06/2027,€1.20m,1200000.0,https://www.transfermarkt.com/danny-da-costa/profil/spieler/85906,20.69
Mainz 05,39,2026,20.0,Otto Ruoppi,901877,Attacking Midfield,20,Finland,30/06/2030,€1.00m,1000000.0,https://www.transfermarkt.com/otto-ruoppi/profil/spieler/901877,17.24
Mainz 05,39,2026,30.0,Silvan Widmer,168989,Right-Back,33,Switzerland,,€800k,800000.0,https://www.transfermarkt.com/silvan-widmer/profil/spieler/168989,13.79
Mainz 05,39,2026,16.0,Stefan Bell,82350,Centre-Back,34,Germany,30/06/2027,€600k,600000.0,https://www.transfermarkt.com/stefan-bell/profil/spieler/82350,10.34
Mainz 05,39,2026,1.0,Alexander Schwolow,93763,Goalkeeper,34,Germany,,€450k,450000.0,https://www.transfermarkt.com/alexander-schwolow/profil/spieler/93763,6.9
Mainz 05,39,2026,40.0,Maximilian Kinzig,817521,Goalkeeper,22,Germany,,€150k,150000.0,https://www.transfermarkt.com/maximilian-kinzig/profil/spieler/817521,3.45
Mainz 05,39,2026,39.0,Alynho Haidara,1392952,Centre-Forward,18,Cote d'Ivoire,,-,,https://www.transfermarkt.com/alynho-haidara/profil/spieler/1392952,
RB Leipzig,23826,2026,23.0,Castello Lukeba,618472,Centre-Back,23,France|Angola,30/06/2029,€50.00m,50000000.0,https://www.transfermarkt.com/castello-lukeba/profil/spieler/618472,100.0
RB Leipzig,23826,2026,14.0,Christoph Baumgartner,324278,Attacking Midfield,27,Austria,30/06/2028,€40.00m,40000000.0,https://www.transfermarkt.com/christoph-baumgartner/profil/spieler/324278,96.88
RB Leipzig,23826,2026,7.0,Antonio Nusa,894914,Left Winger,21,Norway|Nigeria,30/06/2029,€32.00m,32000000.0,https://www.transfermarkt.com/antonio-nusa/profil/spieler/894914,93.75
RB Leipzig,23826,2026,40.0,Rômulo,957874,Centre-Forward,24,Brazil,30/06/2030,€30.00m,30000000.0,https://www.transfermarkt.com/romulo/profil/spieler/957874,90.62
RB Leipzig,23826,2026,8.0,Assan Ouédraogo,897424,Central Midfield,20,Germany|Burkina Faso,30/06/2029,€28.00m,28000000.0,https://www.transfermarkt.com/assan-ouedraogo/profil/spieler/897424,84.38
RB Leipzig,23826,2026,10.0,Brajan Gruda,700106,Attacking Midfield,22,Germany|Albania,30/06/2027,€28.00m,28000000.0,https://www.transfermarkt.com/brajan-gruda/profil/spieler/700106,84.38
RB Leipzig,23826,2026,3.0,Maxime Estève,842341,Centre-Back,24,France,30/06/2031,€28.00m,28000000.0,https://www.transfermarkt.com/maxime-esteve/profil/spieler/842341,84.38
RB Leipzig,23826,2026,22.0,David Raum,318204,Left-Back,28,Germany,30/06/2027,€25.00m,25000000.0,https://www.transfermarkt.com/david-raum/profil/spieler/318204,76.56
RB Leipzig,23826,2026,13.0,Nicolas Seiwald,404950,Defensive Midfield,25,Austria,30/06/2028,€25.00m,25000000.0,https://www.transfermarkt.com/nicolas-seiwald/profil/spieler/404950,76.56
RB Leipzig,23826,2026,48.0,Arthur Vermeeren,926694,Defensive Midfield,21,Belgium,30/06/2029,€20.00m,20000000.0,https://www.transfermarkt.com/arthur-vermeeren/profil/spieler/926694,67.19
RB Leipzig,23826,2026,11.0,Johan Bakayoko,565424,Right Winger,23,Belgium|Cote d'Ivoire,30/06/2030,€20.00m,20000000.0,https://www.transfermarkt.com/johan-bakayoko/profil/spieler/565424,67.19
RB Leipzig,23826,2026,,Lutsharel Geertruida,420210,Right-Back,26,Netherlands|Curacao,30/06/2029,€20.00m,20000000.0,https://www.transfermarkt.com/lutsharel-geertruida/profil/spieler/420210,67.19
RB Leipzig,23826,2026,20.0,Rocco Reitz,467434,Central Midfield,24,Germany,30/06/2031,€20.00m,20000000.0,https://www.transfermarkt.com/rocco-reitz/profil/spieler/467434,67.19
RB Leipzig,23826,2026,5.0,El Chadaille Bitshiabu,787912,Centre-Back,21,France|DR Congo,30/06/2029,€18.00m,18000000.0,https://www.transfermarkt.com/el-chadaille-bitshiabu/profil/spieler/787912,59.38
RB Leipzig,23826,2026,9.0,Conrad Harder,807386,Centre-Forward,21,Denmark,30/06/2030,€17.00m,17000000.0,https://www.transfermarkt.com/conrad-harder/profil/spieler/807386,56.25
RB Leipzig,23826,2026,6.0,Ezechiel Banzuzi,865682,Central Midfield,21,Netherlands|DR Congo,30/06/2030,€16.00m,16000000.0,https://www.transfermarkt.com/ezechiel-banzuzi/profil/spieler/865682,53.12
RB Leipzig,23826,2026,2.0,Abdoul Koné,1130445,Centre-Back,21,France|Cote d'Ivoire,30/06/2031,€15.00m,15000000.0,https://www.transfermarkt.com/abdoul-kone/profil/spieler/1130445,48.44
RB Leipzig,23826,2026,26.0,Maarten Vandevoordt,486046,Goalkeeper,24,Belgium,30/06/2030,€15.00m,15000000.0,https://www.transfermarkt.com/maarten-vandevoordt/profil/spieler/486046,48.44
RB Leipzig,23826,2026,19.0,Eljif Elmas,400489,Attacking Midfield,26,North Macedonia,30/06/2028,€13.00m,13000000.0,https://www.transfermarkt.com/eljif-elmas/profil/spieler/400489,43.75
RB Leipzig,23826,2026,17.0,Ridle Baku,327251,Right-Back,28,Germany|DR Congo,30/06/2027,€12.00m,12000000.0,https://www.transfermarkt.com/ridle-baku/profil/spieler/327251,40.62
RB Leipzig,23826,2026,33.0,Andrija Maksimovic,952779,Attacking Midfield,19,Serbia,30/06/2030,€9.00m,9000000.0,https://www.transfermarkt.com/andrija-maksimovic/profil/spieler/952779,37.5
RB Leipzig,23826,2026,39.0,Benjamin Henrichs,202591,Right-Back,29,Germany|Ghana,30/06/2028,€7.00m,7000000.0,https://www.transfermarkt.com/benjamin-henrichs/profil/spieler/202591,34.38
RB Leipzig,23826,2026,35.0,Max Finkgräfe,810649,Left-Back,22,Germany,30/06/2030,€5.00m,5000000.0,https://www.transfermarkt.com/max-finkgrafe/profil/spieler/810649,26.56
RB Leipzig,23826,2026,18.0,Suleman Sani,1235583,Left Winger,19,Nigeria,30/06/2031,€5.00m,5000000.0,https://www.transfermarkt.com/suleman-sani/profil/spieler/1235583,26.56
RB Leipzig,23826,2026,27.0,Tidiam Gomis,955448,Left Winger,20,France|Senegal,30/06/2029,€5.00m,5000000.0,https://www.transfermarkt.com/tidiam-gomis/profil/spieler/955448,26.56
RB Leipzig,23826,2026,4.0,Willi Orbán,93740,Centre-Back,33,Hungary|Germany,30/06/2027,€5.00m,5000000.0,https://www.transfermarkt.com/willi-orban/profil/spieler/93740,26.56
RB Leipzig,23826,2026,16.0,Lukas Klostermann,215599,Centre-Back,30,Germany,30/06/2028,€3.50m,3500000.0,https://www.transfermarkt.com/lukas-klostermann/profil/spieler/215599,18.75
RB Leipzig,23826,2026,21.0,Ayodele Thomas,763948,Left Winger,19,Netherlands|Nigeria,30/06/2031,€1.00m,1000000.0,https://www.transfermarkt.com/ayodele-thomas/profil/spieler/763948,15.62
RB Leipzig,23826,2026,1.0,Ørjan Nyland,73517,Goalkeeper,35,Norway,30/06/2028,€800k,800000.0,https://www.transfermarkt.com/orjan-nyland/profil/spieler/73517,12.5
RB Leipzig,23826,2026,,Joyeux Masanka Bungi,990146,Left Midfield,19,Belgium,30/06/2027,€400k,400000.0,https://www.transfermarkt.com/joyeux-masanka-bungi/profil/spieler/990146,9.38
RB Leipzig,23826,2026,47.0,Viggo Gebel,1074526,Attacking Midfield,18,Germany,30/06/2028,€350k,350000.0,https://www.transfermarkt.com/viggo-gebel/profil/spieler/1074526,6.25
RB Leipzig,23826,2026,25.0,Leopold Zingerle,160971,Goalkeeper,32,Germany,30/06/2028,€300k,300000.0,https://www.transfermarkt.com/leopold-zingerle/profil/spieler/160971,3.12
RB Leipzig,23826,2026,37.0,Benno Kaltefleiter,1279157,Defensive Midfield,18,Germany,30/06/2029,-,,https://www.transfermarkt.com/benno-kaltefleiter/profil/spieler/1279157,
SC Freiburg,60,2026,,Noah Atubolu,526845,Goalkeeper,24,Germany|Nigeria,30/06/2027,€25.00m,25000000.0,https://www.transfermarkt.com/noah-atubolu/profil/spieler/526845,100.0
SC Freiburg,60,2026,14.0,Yuito Suzuki,668606,Second Striker,24,Japan,,€24.00m,24000000.0,https://www.transfermarkt.com/yuito-suzuki/profil/spieler/668606,96.55
SC Freiburg,60,2026,31.0,Igor Matanovic,605268,Centre-Forward,23,Croatia|Germany,,€22.00m,22000000.0,https://www.transfermarkt.com/igor-matanovic/profil/spieler/605268,93.1
SC Freiburg,60,2026,43.0,Bruno Ogbus,863759,Centre-Back,20,Switzerland|Nigeria,,€15.00m,15000000.0,https://www.transfermarkt.com/bruno-ogbus/profil/spieler/863759,86.21
SC Freiburg,60,2026,1.0,Mio Backhaus,620295,Goalkeeper,22,Germany|Japan,,€15.00m,15000000.0,https://www.transfermarkt.com/mio-backhaus/profil/spieler/620295,86.21
SC Freiburg,60,2026,29.0,Philipp Treu,335993,Right-Back,25,Germany,,€15.00m,15000000.0,https://www.transfermarkt.com/philipp-treu/profil/spieler/335993,86.21
SC Freiburg,60,2026,6.0,Patrick Osterhage,443331,Defensive Midfield,26,Germany,,€12.00m,12000000.0,https://www.transfermarkt.com/patrick-osterhage/profil/spieler/443331,79.31
SC Freiburg,60,2026,42.0,Keisuke Goto,916623,Centre-Forward,21,Japan,,€10.00m,10000000.0,https://www.transfermarkt.com/keisuke-goto/profil/spieler/916623,70.69
SC Freiburg,60,2026,8.0,Maximilian Eggestein,190284,Central Midfield,29,Germany,,€10.00m,10000000.0,https://www.transfermarkt.com/maximilian-eggestein/profil/spieler/190284,70.69
SC Freiburg,60,2026,19.0,Niklas Beste,342967,Right Winger,27,Germany,30/06/2030,€10.00m,10000000.0,https://www.transfermarkt.com/niklas-beste/profil/spieler/342967,70.69
SC Freiburg,60,2026,3.0,Philipp Lienhart,225657,Centre-Back,30,Austria,,€10.00m,10000000.0,https://www.transfermarkt.com/philipp-lienhart/profil/spieler/225657,70.69
SC Freiburg,60,2026,22.0,Cyriaque Irié,1145064,Right Winger,21,Burkina Faso|Cote d'Ivoire,,€8.00m,8000000.0,https://www.transfermarkt.com/cyriaque-irie/profil/spieler/1145064,62.07
SC Freiburg,60,2026,7.0,Derry Scherhant,820957,Left Winger,23,Germany,,€7.50m,7500000.0,https://www.transfermarkt.com/derry-scherhant/profil/spieler/820957,58.62
SC Freiburg,60,2026,27.0,Berkay Yılmaz,907087,Left-Back,21,Türkiye|Germany,,€7.00m,7000000.0,https://www.transfermarkt.com/berkay-yilmaz/profil/spieler/907087,51.72
SC Freiburg,60,2026,20.0,Rihito Yamamoto,432403,Defensive Midfield,24,Japan,,€7.00m,7000000.0,https://www.transfermarkt.com/rihito-yamamoto/profil/spieler/432403,51.72
SC Freiburg,60,2026,16.0,Yannik Engelhardt,405670,Defensive Midfield,25,Germany,,€7.00m,7000000.0,https://www.transfermarkt.com/yannik-engelhardt/profil/spieler/405670,51.72
SC Freiburg,60,2026,33.0,Jordy Makengo,815078,Left-Back,25,France|DR Congo,30/06/2028,€6.00m,6000000.0,https://www.transfermarkt.com/jordy-makengo/profil/spieler/815078,43.1
SC Freiburg,60,2026,37.0,Max Rosenfelder,599419,Centre-Back,23,Germany,,€6.00m,6000000.0,https://www.transfermarkt.com/max-rosenfelder/profil/spieler/599419,43.1
SC Freiburg,60,2026,28.0,Matthias Ginter,124502,Centre-Back,32,Germany,30/06/2027,€5.00m,5000000.0,https://www.transfermarkt.com/matthias-ginter/profil/spieler/124502,37.93
SC Freiburg,60,2026,32.0,Vincenzo Grifo,185077,Left Winger,33,Italy|Germany,30/06/2027,€4.00m,4000000.0,https://www.transfermarkt.com/vincenzo-grifo/profil/spieler/185077,34.48
SC Freiburg,60,2026,9.0,Lucas Höler,248999,Centre-Forward,32,Germany,,€3.00m,3000000.0,https://www.transfermarkt.com/lucas-holer/profil/spieler/248999,31.03
SC Freiburg,60,2026,30.0,Christian Günter,93707,Left-Back,33,Germany,,€2.00m,2000000.0,https://www.transfermarkt.com/christian-gunter/profil/spieler/93707,27.59
SC Freiburg,60,2026,23.0,Florent Muslija,337036,Left Winger,28,Kosovo|Germany,30/06/2028,€1.80m,1800000.0,https://www.transfermarkt.com/florent-muslija/profil/spieler/337036,24.14
SC Freiburg,60,2026,17.0,Lukas Kübler,93604,Right-Back,33,Germany,,€1.50m,1500000.0,https://www.transfermarkt.com/lukas-kubler/profil/spieler/93604,20.69
SC Freiburg,60,2026,21.0,Florian Müller,284769,Goalkeeper,28,Germany,,€1.20m,1200000.0,https://www.transfermarkt.com/florian-muller/profil/spieler/284769,17.24
SC Freiburg,60,2026,5.0,Anthony Jung,58995,Centre-Back,34,Germany|Spain,30/06/2027,€600k,600000.0,https://www.transfermarkt.com/anthony-jung/profil/spieler/58995,13.79
SC Freiburg,60,2026,24.0,Jannik Huth,160954,Goalkeeper,32,Germany,,€400k,400000.0,https://www.transfermarkt.com/jannik-huth/profil/spieler/160954,8.62
SC Freiburg,60,2026,39.0,Rouven Tarnutzer,1159439,Central Midfield,19,Switzerland|Germany,30/06/2027,€400k,400000.0,https://www.transfermarkt.com/rouven-tarnutzer/profil/spieler/1159439,8.62
SC Freiburg,60,2026,36.0,Karl Steinmann,907082,Right-Back,20,Germany,,€150k,150000.0,https://www.transfermarkt.com/karl-steinmann/profil/spieler/907082,3.45
SC Paderborn,127,2026,5.0,Santiago Castañeda,1005509,Defensive Midfield,21,United States|Colombia,30/06/2027,€5.00m,5000000.0,https://www.transfermarkt.com/santiago-castaneda/profil/spieler/1005509,100.0
SC Paderborn,127,2026,38.0,Deniz Zeitler,1108022,Left Winger,19,Germany|Türkiye,30/06/2027,€4.00m,4000000.0,https://www.transfermarkt.com/deniz-zeitler/profil/spieler/1108022,96.88
SC Paderborn,127,2026,28.0,Laurin Ulrich,717465,Central Midfield,21,Germany,30/06/2027,€3.50m,3500000.0,https://www.transfermarkt.com/laurin-ulrich/profil/spieler/717465,93.75
SC Paderborn,127,2026,40.0,Gabriel Vidovic,604327,Left Winger,22,Croatia|Germany,,€3.00m,3000000.0,https://www.transfermarkt.com/gabriel-vidovic/profil/spieler/604327,89.06
SC Paderborn,127,2026,17.0,Laurin Curda,516978,Right Midfield,24,Germany,,€3.00m,3000000.0,https://www.transfermarkt.com/laurin-curda/profil/spieler/516978,89.06
SC Paderborn,127,2026,22.0,Mattes Hansen,694132,Centre-Back,22,Germany,,€2.50m,2500000.0,https://www.transfermarkt.com/mattes-hansen/profil/spieler/694132,82.81
SC Paderborn,127,2026,25.0,Tjark Scheller,509650,Centre-Back,24,Germany,,€2.50m,2500000.0,https://www.transfermarkt.com/tjark-scheller/profil/spieler/509650,82.81
SC Paderborn,127,2026,20.0,Felix Götze,330635,Centre-Back,28,Germany,,€2.00m,2000000.0,https://www.transfermarkt.com/felix-gotze/profil/spieler/330635,76.56
SC Paderborn,127,2026,15.0,Nahuel Noll,600942,Goalkeeper,23,Germany|Spain,30/06/2027,€2.00m,2000000.0,https://www.transfermarkt.com/nahuel-noll/profil/spieler/600942,76.56
SC Paderborn,127,2026,10.0,Kennedy Okpala,1104418,Centre-Forward,21,Germany|Nigeria,,€1.50m,1500000.0,https://www.transfermarkt.com/kennedy-okpala/profil/spieler/1104418,70.31
SC Paderborn,127,2026,7.0,Oliver Batista Meier,406614,Attacking Midfield,25,Germany|Brazil,,€1.50m,1500000.0,https://www.transfermarkt.com/oliver-batista-meier/profil/spieler/406614,70.31
SC Paderborn,127,2026,21.0,Jano ter Horst,606113,Right Midfield,24,Germany,,€1.20m,1200000.0,https://www.transfermarkt.com/jano-ter-horst/profil/spieler/606113,64.06
SC Paderborn,127,2026,23.0,Raphael Obermair,330699,Left Midfield,30,Philippines|Germany,30/06/2027,€1.20m,1200000.0,https://www.transfermarkt.com/raphael-obermair/profil/spieler/330699,64.06
SC Paderborn,127,2026,33.0,Marcel Hoffmeier,570152,Centre-Back,27,Germany,30/06/2028,€1.00m,1000000.0,https://www.transfermarkt.com/marcel-hoffmeier/profil/spieler/570152,56.25
SC Paderborn,127,2026,2.0,Ruben Müller,907085,Right Winger,20,Germany|Spain,,€1.00m,1000000.0,https://www.transfermarkt.com/ruben-muller/profil/spieler/907085,56.25
SC Paderborn,127,2026,30.0,Stefano Marino,829267,Centre-Forward,22,Germany|Italy,,€1.00m,1000000.0,https://www.transfermarkt.com/stefano-marino/profil/spieler/829267,56.25
SC Paderborn,127,2026,26.0,Sebastian Klaas,378424,Central Midfield,28,Germany,,€900k,900000.0,https://www.transfermarkt.com/sebastian-klaas/profil/spieler/378424,50.0
SC Paderborn,127,2026,8.0,Luka Duric,685484,Central Midfield,23,Bosnia-Herzegovina|Germany,,€800k,800000.0,https://www.transfermarkt.com/luka-duric/profil/spieler/685484,46.88
SC Paderborn,127,2026,3.0,Jonah Sticker,698843,Left Midfield,22,Germany,,€750k,750000.0,https://www.transfermarkt.com/jonah-sticker/profil/spieler/698843,43.75
SC Paderborn,127,2026,27.0,Steffen Tigges,296879,Centre-Forward,28,Germany,30/06/2027,€700k,700000.0,https://www.transfermarkt.com/steffen-tigges/profil/spieler/296879,40.62
SC Paderborn,127,2026,6.0,Tom Baack,331637,Defensive Midfield,27,Germany,,€600k,600000.0,https://www.transfermarkt.com/tom-baack/profil/spieler/331637,37.5
SC Paderborn,127,2026,1.0,Markus Schubert,296741,Goalkeeper,28,Germany,30/06/2028,€500k,500000.0,https://www.transfermarkt.com/markus-schubert/profil/spieler/296741,31.25
SC Paderborn,127,2026,9.0,Nick Bätzner,443855,Attacking Midfield,26,Germany,30/06/2027,€500k,500000.0,https://www.transfermarkt.com/nick-batzner/profil/spieler/443855,31.25
SC Paderborn,127,2026,24.0,Niklas Mohr,949389,Left Midfield,22,Germany,30/06/2028,€500k,500000.0,https://www.transfermarkt.com/niklas-mohr/profil/spieler/949389,31.25
SC Paderborn,127,2026,44.0,Timur Gayret,421323,Central Midfield,28,Germany,30/06/2029,€450k,450000.0,https://www.transfermarkt.com/timur-gayret/profil/spieler/421323,25.0
SC Paderborn,127,2026,29.0,Clemens Lippmann,1148887,Right Midfield,20,Germany,,€400k,400000.0,https://www.transfermarkt.com/clemens-lippmann/profil/spieler/1148887,20.31
SC Paderborn,127,2026,4.0,Nyamekye Awortwie-Grant,521331,Centre-Back,26,Germany|Ghana,,€400k,400000.0,https://www.transfermarkt.com/nyamekye-awortwie-grant/profil/spieler/521331,20.31
SC Paderborn,127,2026,11.0,Sven Michel,186988,Right Winger,36,Germany,30/06/2027,€300k,300000.0,https://www.transfermarkt.com/sven-michel/profil/spieler/186988,15.62
SC Paderborn,127,2026,,Tristan Zobel,798091,Centre-Back,22,Germany,30/06/2028,€225k,225000.0,https://www.transfermarkt.com/tristan-zobel/profil/spieler/798091,12.5
SC Paderborn,127,2026,19.0,Albert Millgramm,814986,Left Winger,21,Germany,,€150k,150000.0,https://www.transfermarkt.com/albert-millgramm/profil/spieler/814986,6.25
SC Paderborn,127,2026,31.0,Florian Pruhs,930013,Goalkeeper,20,Germany,,€150k,150000.0,https://www.transfermarkt.com/florian-pruhs/profil/spieler/930013,6.25
SC Paderborn,127,2026,32.0,Lasse Eickel,1299403,Centre-Forward,18,Germany,30/06/2031,€150k,150000.0,https://www.transfermarkt.com/lasse-eickel/profil/spieler/1299403,6.25
SV Elversberg,64,2026,40.0,Francis Onyeka,929943,Attacking Midfield,19,Germany|Nigeria,30/06/2027,€10.00m,10000000.0,https://www.transfermarkt.com/francis-onyeka/profil/spieler/929943,100.0
SV Elversberg,64,2026,9.0,Noel Futkeu,675535,Centre-Forward,23,Germany|Cameroon,30/06/2027,€7.50m,7500000.0,https://www.transfermarkt.com/noel-futkeu/profil/spieler/675535,96.43
SV Elversberg,64,2026,39.0,Cole Campbell,866579,Right Winger,20,United States|Iceland,30/06/2030,€5.00m,5000000.0,https://www.transfermarkt.com/cole-campbell/profil/spieler/866579,92.86
SV Elversberg,64,2026,42.0,David Mokwa,974894,Centre-Forward,22,France|Cameroon,30/06/2029,€4.00m,4000000.0,https://www.transfermarkt.com/david-mokwa/profil/spieler/974894,87.5
SV Elversberg,64,2026,10.0,Noah Darvich,897480,Attacking Midfield,19,Germany,30/06/2027,€4.00m,4000000.0,https://www.transfermarkt.com/noah-darvich/profil/spieler/897480,87.5
SV Elversberg,64,2026,25.0,Lukas Petkov,401639,Right Winger,25,Bulgaria|Germany,30/06/2027,€3.00m,3000000.0,https://www.transfermarkt.com/lukas-petkov/profil/spieler/401639,80.36
SV Elversberg,64,2026,7.0,Maurice Krattenmacher,829316,Left Winger,21,Germany,30/06/2030,€3.00m,3000000.0,https://www.transfermarkt.com/maurice-krattenmacher/profil/spieler/829316,80.36
SV Elversberg,64,2026,21.0,Lasse Günther,522245,Left-Back,23,Germany,30/06/2030,€2.50m,2500000.0,https://www.transfermarkt.com/lasse-gunther/profil/spieler/522245,69.64
SV Elversberg,64,2026,19.0,Lukas Pinckert,448259,Centre-Back,26,Germany,30/06/2028,€2.50m,2500000.0,https://www.transfermarkt.com/lukas-pinckert/profil/spieler/448259,69.64
SV Elversberg,64,2026,8.0,Lukasz Poreba,532169,Defensive Midfield,26,Poland,30/06/2029,€2.50m,2500000.0,https://www.transfermarkt.com/lukasz-poreba/profil/spieler/532169,69.64
SV Elversberg,64,2026,20.0,Nicolas Kristof,349465,Goalkeeper,26,Austria|Germany,30/06/2029,€2.50m,2500000.0,https://www.transfermarkt.com/nicolas-kristof/profil/spieler/349465,69.64
SV Elversberg,64,2026,26.0,Luca Sirch,521928,Centre-Back,27,Germany,30/06/2029,€2.20m,2200000.0,https://www.transfermarkt.com/luca-sirch/profil/spieler/521928,60.71
SV Elversberg,64,2026,29.0,Tom Zimmerschied,337097,Left Winger,27,Germany,30/06/2029,€1.50m,1500000.0,https://www.transfermarkt.com/tom-zimmerschied/profil/spieler/337097,57.14
SV Elversberg,64,2026,43.0,Felix Keidel,815322,Right-Back,23,Germany,30/06/2028,€1.20m,1200000.0,https://www.transfermarkt.com/felix-keidel/profil/spieler/815322,53.57
SV Elversberg,64,2026,2.0,Nicholas Mickelson,430034,Left-Back,27,Thailand|Norway,30/06/2027,€1.00m,1000000.0,https://www.transfermarkt.com/nicholas-mickelson/profil/spieler/430034,50.0
SV Elversberg,64,2026,6.0,Amara Condé,207580,Defensive Midfield,29,Germany|Guinea,30/06/2028,€900k,900000.0,https://www.transfermarkt.com/amara-conde/profil/spieler/207580,46.43
SV Elversberg,64,2026,11.0,Jason Ceka,390661,Right Winger,26,Germany|Albania,30/06/2028,€800k,800000.0,https://www.transfermarkt.com/jason-ceka/profil/spieler/390661,41.07
SV Elversberg,64,2026,31.0,Maximilian Rohr,440386,Centre-Back,31,Germany,30/06/2028,€800k,800000.0,https://www.transfermarkt.com/maximilian-rohr/profil/spieler/440386,41.07
SV Elversberg,64,2026,17.0,Frederik Schmahl,604756,Central Midfield,23,Germany,30/06/2027,€750k,750000.0,https://www.transfermarkt.com/frederik-schmahl/profil/spieler/604756,35.71
SV Elversberg,64,2026,30.0,Jan Gyamerah,192840,Right-Back,31,Ghana|Germany,30/06/2027,€700k,700000.0,https://www.transfermarkt.com/jan-gyamerah/profil/spieler/192840,32.14
SV Elversberg,64,2026,3.0,Florian Le Joncour,352332,Centre-Back,31,France,30/06/2027,€500k,500000.0,https://www.transfermarkt.com/florian-le-joncour/profil/spieler/352332,23.21
SV Elversberg,64,2026,16.0,Luca Pfeiffer,232463,Centre-Forward,29,Germany,30/06/2028,€500k,500000.0,https://www.transfermarkt.com/luca-pfeiffer/profil/spieler/232463,23.21
SV Elversberg,64,2026,24.0,Luca Schnellbacher,229991,Centre-Forward,32,Germany,30/06/2028,€500k,500000.0,https://www.transfermarkt.com/luca-schnellbacher/profil/spieler/229991,23.21
SV Elversberg,64,2026,15.0,Raif Adam,910538,Right Winger,20,Germany,30/06/2029,€500k,500000.0,https://www.transfermarkt.com/raif-adam/profil/spieler/910538,23.21
SV Elversberg,64,2026,27.0,Filimon Gerezgiher,453307,Left Winger,26,Eritrea|Germany,30/06/2027,€250k,250000.0,https://www.transfermarkt.com/filimon-gerezgiher/profil/spieler/453307,14.29
SV Elversberg,64,2026,4.0,Luis Seifert,806007,Centre-Back,22,Germany,30/06/2028,€200k,200000.0,https://www.transfermarkt.com/luis-seifert/profil/spieler/806007,8.93
