id,teamId,firstName,lastName,marketValue,averagePoints,games,gamesPlayed,start11,totalPlaytimeS,totalPoints,status,position,playerImage,number,trend,pointsPerValue,pointsStdDev,history,startProbability,name,marketChangeToday,marketChange.today,marketChange.yesterday,marketChange.twoDays,marketChange.sevenDaysAvg,marketChange.thirtyDaysAvg,sofascore_average_rating,expected_match_points,ligainsider_starting_chance,rotowire_starting_chance,questionable_injury_penalty,starting_chance,score
14893,7,Aleksa,Damjanovic,6295733.0,,,,,,,0,4,https://kickbase.b-cdn.net/content/file/3066194dcdd54389a1de081ced1de5ad.png,0.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Aleksa Damjanovic,-370452.0,-370452.0,-367745.0,-404070.0,-1955640.0,2060581.0,0.0,2.040910253132191,0.0,0.0,0.0,0.0,0.0
15199,7,Afonso,Moreira,22667333.0,,,,,,,0,4,https://kickbase.b-cdn.net/content/file/91b4b5c394a1464f98589ffa59af5aec.png,0.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",1,Afonso Moreira,241382.0,241382.0,237665.0,243457.0,1726465.0,6394459.0,0.0,2.040910253132191,0.0,0.0,0.0,0.0,0.0
417,28,Ron-Robert,Zieler,2810282.0,,,,,,,0,1,https://kickbase.b-cdn.net/content/file/87bb56a22db74cfd99e639824b703f30.png,20.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Ron-Robert Zieler,-236833.0,-236833.0,-16401.0,95399.0,391052.0,2310282.0,0.0,1.2105263157894737,0.0,0.0,0.0,0.0,0.0
737,28,Luca,Waldschmidt,5634250.0,50.0,24.0,24.0,7.0,49454.0,1192.0,2,3,https://kickbase.b-cdn.net/content/file/c6c99717a5834cacbb3161877ca3f29f.png,7.0,1,211.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 46}, {""hasPlayed"": true, ""points"": 120}, {""hasPlayed"": true, ""points"": 116}, {""hasPlayed"": true, ""points"": 96}]",3,Luca Waldschmidt,210901.0,210901.0,249718.0,281372.0,1891375.0,4052919.0,7.0,1.2105263157894737,0.18181818181818182,1.0,0.0,0.42727272727272725,3.620574
1580,28,Marvin,Schwäbe,14180935.0,96.0,34.0,34.0,34.0,205397.0,3249.0,0,1,https://kickbase.b-cdn.net/content/file/2708fddc28474a2299885f3eb69be6bc.png,1.0,1,229.0,,"[{""hasPlayed"": true, ""points"": 60}, {""hasPlayed"": true, ""points"": 75}, {""hasPlayed"": true, ""points"": 3}, {""hasPlayed"": true, ""points"": 50}, {""hasPlayed"": true, ""points"": 130}]",1,Marvin Schwäbe,149678.0,149678.0,144536.0,128191.0,950167.0,3555900.0,6.72,1.2105263157894737,1.0,1.0,0.0,1.0,8.134737
2069,28,Timo,Hübers,2461787.0,92.0,8.0,8.0,8.0,45515.0,737.0,4,2,https://kickbase.b-cdn.net/content/file/6dbad3a67b1c4ffa892f8bef224e9f85.png,4.0,2,299.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Timo Hübers,-119441.0,-119441.0,-121098.0,-121738.0,-856531.0,-3099500.0,0.0,1.2105263157894737,0.0,0.0,0.0,0.0,0.0
2201,28,Linton,Maina,3889074.0,40.0,24.0,24.0,9.0,69909.0,960.0,0,4,https://kickbase.b-cdn.net/content/file/54aad91024e84cf59b75e3c363775d71.png,37.0,2,246.0,,"[{""hasPlayed"": true, ""points"": -1}, {""hasPlayed"": true, ""points"": 47}, {""hasPlayed"": true, ""points"": 4}, {""hasPlayed"": true, ""points"": 48}, {""hasPlayed"": true, ""points"": 34}]",3,Linton Maina,-23764.0,-23764.0,-64425.0,-84502.0,-487220.0,1684406.0,6.64,1.2105263157894737,0.6666666666666666,0.0,0.0,0.4666666666666666,3.751018
2358,28,Tom,Krauß,8423917.0,56.0,26.0,26.0,19.0,116693.0,1461.0,0,3,https://kickbase.b-cdn.net/content/file/55c214adfaba4a839c1bb19ad5a5f8ed.png,5.0,1,173.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 91}, {""hasPlayed"": true, ""points"": 59}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",2,Tom Krauß,192368.0,192368.0,157604.0,135013.0,1009012.0,5589393.0,6.95,1.2105263157894737,1.0,1.0,0.0,1.0,8.413158
2536,28,Matthias,Köbbing,500000.0,,,,,,,0,1,https://kickbase.b-cdn.net/content/file/d7d4847201364186986efefd11b55766.png,44.0,0,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Matthias Köbbing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2105263157894737,0.0,0.0,0.0,0.0,0.0
2552,28,Marius,Bülter,6358586.0,53.0,32.0,32.0,18.0,109316.0,1701.0,0,4,https://kickbase.b-cdn.net/content/file/020abec0763842a7af00f1ec5aafeea4.png,30.0,1,267.0,,"[{""hasPlayed"": true, ""points"": 13}, {""hasPlayed"": true, ""points"": 155}, {""hasPlayed"": true, ""points"": 152}, {""hasPlayed"": true, ""points"": 4}, {""hasPlayed"": true, ""points"": 42}]",3,Marius Bülter,205569.0,205569.0,169700.0,138645.0,1172636.0,2071131.0,6.92,1.2105263157894737,0.5454545454545455,0.0,0.0,0.38181818181818183,3.198431
2765,28,Jan,Thielmann,6460178.0,52.0,26.0,26.0,20.0,100549.0,1355.0,0,3,https://kickbase.b-cdn.net/content/file/bae198375c644308ba2bff1d0f3f0569.png,29.0,1,209.0,,"[{""hasPlayed"": true, ""points"": -14}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 3}, {""hasPlayed"": true, ""points"": 78}, {""hasPlayed"": true, ""points"": 39}]",3,Jan Thielmann,205879.0,205879.0,211561.0,227478.0,1714095.0,3171737.0,6.68,1.2105263157894737,0.3333333333333333,1.0,0.0,0.5333333333333333,4.312702
2855,28,Ragnar,Ache,13586607.0,67.0,29.0,29.0,18.0,113020.0,1937.0,0,4,https://kickbase.b-cdn.net/content/file/659aab812d23451ba8e47f520a7d0754.png,9.0,1,142.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 19}]",1,Ragnar Ache,173718.0,173718.0,171194.0,162161.0,1144729.0,4194158.0,0.0,1.2105263157894737,0.0,0.0,0.0,0.0,0.0
7219,28,Ísak,Jóhannesson,8431137.0,48.0,31.0,31.0,21.0,119771.0,1473.0,0,3,https://kickbase.b-cdn.net/content/file/2922eb48335343ccb79b49b03af03818.png,8.0,1,174.0,,"[{""hasPlayed"": true, ""points"": -10}, {""hasPlayed"": true, ""points"": 59}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 7}, {""hasPlayed"": true, ""points"": 55}]",2,Ísak Jóhannesson,139431.0,139431.0,120482.0,117737.0,1171308.0,2896995.0,6.6,1.2105263157894737,1.0,1.0,0.0,1.0,7.989474
8001,28,Luka,Lochoshvili,10194004.0,,,,,,,0,2,https://kickbase.b-cdn.net/content/file/f6faf6be6d674e898fbfa189b9c2ad5c.png,24.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",2,Luka Lochoshvili,297125.0,297125.0,271578.0,261700.0,1963463.0,5431552.0,0.0,1.2105263157894737,0.0,0.0,0.0,0.0,0.0
8274,28,Said,El Mala,25439897.0,71.0,34.0,34.0,20.0,130276.0,2418.0,0,3,https://kickbase.b-cdn.net/content/file/f56e6d60e40c49189c830fb4ff65d4bf.png,13.0,2,95.0,,"[{""hasPlayed"": true, ""points"": 89}, {""hasPlayed"": true, ""points"": 1}, {""hasPlayed"": true, ""points"": 169}, {""hasPlayed"": true, ""points"": 119}, {""hasPlayed"": true, ""points"": 55}]",2,Said El Mala,-43362.0,-43362.0,-87021.0,-5984.0,155186.0,2893824.0,7.04,1.2105263157894737,1.0,0.0,0.0,0.7,5.965474
8385,28,Julian,Pauli,2720239.0,,,,,,,0,2,https://kickbase.b-cdn.net/content/file/9156e813f150449aaccfe844dbcd0d65.png,3.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Julian Pauli,-148728.0,-148728.0,-149260.0,-151731.0,-1048953.0,1105043.0,0.0,1.2105263157894737,0.0,0.0,0.0,0.0,0.0
10024,28,Joël,Schmied,2789427.0,40.0,16.0,16.0,13.0,73506.0,635.0,0,2,https://kickbase.b-cdn.net/content/file/312960f02c6e4acab4db65b9c63eaf01.png,2.0,2,227.0,,"[{""hasPlayed"": true, ""points"": -15}, {""hasPlayed"": true, ""points"": 48}, {""hasPlayed"": true, ""points"": -2}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",4,Joël Schmied,-136118.0,-136118.0,-142268.0,-132315.0,-983334.0,856805.0,6.2,1.2105263157894737,0.0,0.0,0.0,0.0,0.0
11570,28,Sebastian,Sebulonsen,4131462.0,46.0,31.0,31.0,28.0,165693.0,1413.0,1,2,https://kickbase.b-cdn.net/content/file/0f9cbbaaccb148a6ad251ba707b4f099.png,28.0,2,342.0,,"[{""hasPlayed"": true, ""points"": 7}, {""hasPlayed"": true, ""points"": 71}, {""hasPlayed"": true, ""points"": 72}, {""hasPlayed"": true, ""points"": 29}, {""hasPlayed"": true, ""points"": 45}]",4,Sebastian Sebulonsen,-150185.0,-150185.0,-152211.0,-152665.0,-1880727.0,-1325955.0,6.08,1.2105263157894737,0.0,0.0,0.0,0.0,0.0
11875,28,Rav,van den Berg,2985869.0,58.0,14.0,14.0,12.0,74399.0,805.0,0,2,https://kickbase.b-cdn.net/content/file/0825c755c7df4f7ba70b3f8922154f99.png,33.0,2,269.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",4,Rav van den Berg,-123380.0,-123380.0,-116516.0,-117753.0,-729214.0,-1363438.0,0.0,1.2105263157894737,0.0,0.0,0.0,0.0,0.0
11958,28,Alessio,Castro-Montes,5542516.0,64.0,14.0,14.0,7.0,46040.0,892.0,0,3,https://kickbase.b-cdn.net/content/file/4df59c76b9024563892682f996043056.png,17.0,1,160.0,,"[{""hasPlayed"": true, ""points"": 15}, {""hasPlayed"": true, ""points"": 6}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 19}, {""hasPlayed"": true, ""points"": 40}]",2,Alessio Castro-Montes,374417.0,374417.0,410572.0,411995.0,2469135.0,1014294.0,6.48,1.2105263157894737,1.0,1.0,0.0,1.0,7.844211
12321,28,Jahmai,Simpson-Pusey,11355068.0,61.0,11.0,11.0,10.0,57539.0,669.0,0,2,https://kickbase.b-cdn.net/content/file/f83f61dc46de468bb38cb6a9d9f51205.png,22.0,1,58.0,,"[{""hasPlayed"": true, ""points"": 31}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 82}, {""hasPlayed"": true, ""points"": 76}, {""hasPlayed"": true, ""points"": 88}]",1,Jahmai Simpson-Pusey,160806.0,160806.0,148155.0,167751.0,1029830.0,6577101.0,6.5,1.2105263157894737,1.0,1.0,0.0,1.0,7.868421
12333,28,Youssoupha,Niang,5090221.0,6.0,10.0,10.0,2.0,14606.0,55.0,0,4,https://kickbase.b-cdn.net/content/file/c9bbe00d652e475e9ff69b9491b753d8.png,38.0,2,10.0,,"[{""hasPlayed"": true, ""points"": -21}, {""hasPlayed"": true, ""points"": -2}, {""hasPlayed"": true, ""points"": 11}, {""hasPlayed"": true, ""points"": -11}, {""hasPlayed"": false, ""points"": null}]",4,Youssoupha Niang,-565479.0,-565479.0,-106296.0,99519.0,374206.0,4590221.0,6.48,1.2105263157894737,0.0,0.0,0.0,0.0,0.0
14140,28,Gideon,Mensah,10228640.0,,,,,,,0,2,https://kickbase.b-cdn.net/content/file/bb425f45cf04420b8e294776e2cc8b02.png,14.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",2,Gideon Mensah,171011.0,171011.0,259442.0,235179.0,1511901.0,6373941.0,0.0,1.2105263157894737,0.0,0.0,0.0,0.0,0.0
14300,28,Paul,Okon-Engstler,4941129.0,,,,,,,0,3,https://kickbase.b-cdn.net/content/file/83d0df8f411b47068184c9a8166d0c21.png,23.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",4,Paul Okon-Engstler,323274.0,323274.0,334015.0,332270.0,2130731.0,4941129.0,0.0,1.2105263157894737,0.0,0.0,0.0,0.0,0.0
15373,28,Reigan,Heskey,9566123.0,,,,,,,0,3,https://kickbase.b-cdn.net/content/file/c72750d23cdb4fd9850f67f26850e9f2.png,11.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",4,Reigan Heskey,-586013.0,-586013.0,8261.0,168360.0,606547.0,9566123.0,0.0,1.2105263157894737,0.0,0.0,0.0,0.0,0.0
524,14,Oliver,Baumann,19151787.0,99.0,34.0,34.0,34.0,203483.0,3366.0,0,1,https://kickbase.b-cdn.net/content/file/edda0b62817c41d1a3a343129e44683d.png,1.0,2,175.0,,"[{""hasPlayed"": true, ""points"": 22}, {""hasPlayed"": true, ""points"": 161}, {""hasPlayed"": true, ""points"": 112}, {""hasPlayed"": true, ""points"": 57}, {""hasPlayed"": true, ""points"": 119}]",1,Oliver Baumann,-125340.0,-125340.0,-152367.0,-219921.0,-984146.0,322385.0,6.32,1.526315789473684,1.0,1.0,0.0,1.0,9.646316
1815,14,Andrej,Kramarić,20087142.0,111.0,34.0,34.0,26.0,143136.0,3757.0,4,3,https://kickbase.b-cdn.net/content/file/cbbf900916ce4e759f7d917366e1515d.png,27.0,2,187.0,,"[{""hasPlayed"": true, ""points"": 4}, {""hasPlayed"": true, ""points"": 180}, {""hasPlayed"": true, ""points"": 245}, {""hasPlayed"": true, ""points"": 62}, {""hasPlayed"": true, ""points"": 239}]",4,Andrej Kramarić,-487714.0,-487714.0,-483842.0,-466464.0,-3259882.0,-4239886.0,7.04,1.526315789473684,0.0,1.0,0.15,0.15,1.611789
1954,14,,Bernardo,8730170.0,82.0,29.0,29.0,26.0,152866.0,2381.0,0,2,https://kickbase.b-cdn.net/content/file/2e01b620f1354d0f9383cc0003c49d97.png,13.0,2,272.0,,"[{""hasPlayed"": true, ""points"": 47}, {""hasPlayed"": true, ""points"": 129}, {""hasPlayed"": true, ""points"": 53}, {""hasPlayed"": true, ""points"": 70}, {""hasPlayed"": true, ""points"": 80}]",3,Bernardo,-191004.0,-191004.0,-208383.0,-207495.0,-1757688.0,-1104506.0,6.88,1.526315789473684,0.3333333333333333,0.0,0.0,0.2333333333333333,2.450246
2373,14,Ozan,Kabak,21314772.0,105.0,25.0,25.0,18.0,117698.0,2629.0,0,2,https://kickbase.b-cdn.net/content/file/f41310cc735c4e749a950dc72a7c76c9.png,5.0,1,123.0,,"[{""hasPlayed"": true, ""points"": 29}, {""hasPlayed"": true, ""points"": 198}, {""hasPlayed"": true, ""points"": 34}, {""hasPlayed"": true, ""points"": 100}, {""hasPlayed"": true, ""points"": 150}]",1,Ozan Kabak,171402.0,171402.0,165543.0,167656.0,1139992.0,4403347.0,6.6,1.526315789473684,1.0,1.0,0.0,1.0,10.073684
2803,14,Tim,Lemperle,10653984.0,74.0,29.0,29.0,24.0,124309.0,2154.0,16,4,https://kickbase.b-cdn.net/content/file/531648f7c8e7446883243fb819e94d82.png,19.0,2,202.0,,"[{""hasPlayed"": true, ""points"": -62}, {""hasPlayed"": true, ""points"": 60}, {""hasPlayed"": true, ""points"": 60}, {""hasPlayed"": true, ""points"": 158}, {""hasPlayed"": true, ""points"": 72}]",5,Tim Lemperle,-226950.0,-226950.0,-236142.0,-269986.0,-1687472.0,-27863.0,6.32,1.526315789473684,0.0,0.0,0.0,0.0,0.0
2852,14,Luca,Philipp,500000.0,,,,,,,0,1,https://kickbase.b-cdn.net/content/file/e45a165d68934e8e8a2bbc33ecbbbc96.png,37.0,0,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Luca Philipp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.526315789473684,0.0,0.0,0.0,0.0,0.0
3124,14,Patrick,Wimmer,7472838.0,59.0,25.0,25.0,21.0,105411.0,1466.0,0,3,https://kickbase.b-cdn.net/content/file/1ffbdbd2f14848519596bb5fc54bbec5.png,8.0,2,196.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 35}, {""hasPlayed"": true, ""points"": 73}, {""hasPlayed"": true, ""points"": 55}, {""hasPlayed"": true, ""points"": 204}]",3,Patrick Wimmer,-171147.0,-171147.0,-189815.0,-190968.0,-1450038.0,1713260.0,0.0,1.526315789473684,0.0,0.0,0.0,0.0,0.0
3158,14,Fisnik,Asllani,26913785.0,90.0,33.0,33.0,31.0,150494.0,2966.0,0,4,https://kickbase.b-cdn.net/content/file/61214fe54f31411ea068f8fb8b3c1e49.png,11.0,1,110.0,,"[{""hasPlayed"": true, ""points"": 42}, {""hasPlayed"": true, ""points"": 83}, {""hasPlayed"": true, ""points"": 91}, {""hasPlayed"": true, ""points"": 151}, {""hasPlayed"": true, ""points"": 57}]",3,Fisnik Asllani,-3868.0,-3868.0,55501.0,56973.0,286726.0,1621727.0,6.36,1.526315789473684,0.0,1.0,0.0,0.3,2.912211
3204,14,Bambasé,Conté,11260182.0,,,,,,,0,4,https://kickbase.b-cdn.net/content/file/fa595ccc62ce4fdeafca00ccfc95088b.png,20.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Bambasé Conté,-60483.0,-60483.0,22639.0,80582.0,512671.0,3954836.0,0.0,1.526315789473684,0.0,0.0,0.0,0.0,0.0
3471,14,Adam,Hložek,8315236.0,1.0,5.0,5.0,0.0,3674.0,4.0,0,4,https://kickbase.b-cdn.net/content/file/c46fc008a1284ad49727d68c3a8489e9.png,23.0,1,0.0,,"[{""hasPlayed"": true, ""points"": -17}, {""hasPlayed"": true, ""points"": 22}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",2,Adam Hložek,283597.0,283597.0,252371.0,231097.0,1718886.0,3572643.0,6.4,1.526315789473684,0.6666666666666666,1.0,0.0,0.7666666666666666,7.489123
7543,14,Max,Moerstedt,6684659.0,23.0,22.0,22.0,1.0,32693.0,495.0,0,4,https://kickbase.b-cdn.net/content/file/901ac71d98064e48b7b250786d8ac1d2.png,9.0,1,74.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 9}, {""hasPlayed"": true, ""points"": 21}, {""hasPlayed"": true, ""points"": 13}]",3,Max Moerstedt,-39764.0,-39764.0,72641.0,112594.0,875905.0,2319921.0,6.53,1.526315789473684,0.3333333333333333,0.0,0.0,0.2333333333333333,2.325596
7673,14,Albian,Hajdari,17748506.0,97.0,30.0,30.0,28.0,160153.0,2924.0,0,2,https://kickbase.b-cdn.net/content/file/0f60a3cd21c94cc4913d13f811e532a9.png,21.0,1,164.0,,"[{""hasPlayed"": true, ""points"": -7}, {""hasPlayed"": true, ""points"": 245}, {""hasPlayed"": true, ""points"": 81}, {""hasPlayed"": true, ""points"": 171}, {""hasPlayed"": true, ""points"": 120}]",1,Albian Hajdari,174230.0,174230.0,164812.0,164976.0,1192880.0,4567085.0,7.0,1.526315789473684,1.0,1.0,0.0,1.0,10.684211
7717,14,Alexander,Prass,4117730.0,50.0,32.0,32.0,12.0,90108.0,1591.0,2,3,https://kickbase.b-cdn.net/content/file/e67e0f9b96c8491e8ba2570ec188600c.png,22.0,2,386.0,,"[{""hasPlayed"": true, ""points"": -18}, {""hasPlayed"": true, ""points"": 51}, {""hasPlayed"": true, ""points"": 1}, {""hasPlayed"": true, ""points"": 17}, {""hasPlayed"": true, ""points"": 19}]",3,Alexander Prass,-116957.0,-116957.0,-106924.0,-103537.0,-762192.0,-1632146.0,6.3,1.526315789473684,0.0,0.0,0.0,0.0,0.0
7745,14,Vladimír,Coufal,25481719.0,115.0,34.0,34.0,34.0,198844.0,3918.0,0,2,https://kickbase.b-cdn.net/content/file/63bd51c8d410447694f867a0c98d983d.png,34.0,1,153.0,,"[{""hasPlayed"": true, ""points"": 52}, {""hasPlayed"": true, ""points"": 235}, {""hasPlayed"": true, ""points"": 76}, {""hasPlayed"": true, ""points"": 152}, {""hasPlayed"": true, ""points"": 112}]",1,Vladimír Coufal,71002.0,71002.0,66177.0,54445.0,653730.0,3578841.0,7.3,1.526315789473684,1.0,1.0,0.0,1.0,11.142105
7750,14,Robin,Hranác,4089535.0,79.0,29.0,29.0,26.0,150328.0,2290.0,0,2,https://kickbase.b-cdn.net/content/file/52ea64b1321a44aa874cdd39adb513b6.png,2.0,2,559.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 40}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 38}, {""hasPlayed"": true, ""points"": 17}]",5,Robin Hranác,-85029.0,-85029.0,-96247.0,-100170.0,-671278.0,-2967225.0,6.47,1.526315789473684,0.0,0.0,0.0,0.0,0.0
8289,14,Lúkas,Petersson,500000.0,,,,,,,0,1,https://kickbase.b-cdn.net/content/file/e12887e5419f4c63a3e0c0b0213fb3cc.png,36.0,0,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Lúkas Petersson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.526315789473684,0.0,0.0,0.0,0.0,0.0
9598,14,Valentin,Gendrey,4370075.0,36.0,8.0,8.0,0.0,5564.0,287.0,0,2,https://kickbase.b-cdn.net/content/file/963aa0e9a1bf4537bba171631d3ef595.png,15.0,2,65.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Valentin Gendrey,-176321.0,-176321.0,-235127.0,-299528.0,-185018.0,3870075.0,0.0,1.526315789473684,0.0,0.0,0.0,0.0,0.0
9682,14,Arthur,Chaves,2978254.0,69.0,15.0,15.0,11.0,70866.0,1040.0,0,2,https://kickbase.b-cdn.net/content/file/833cf51fd2394b6dbc29f93960eec13a.png,35.0,2,349.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 33}, {""hasPlayed"": true, ""points"": 124}, {""hasPlayed"": true, ""points"": 128}]",5,Arthur Chaves,-123247.0,-123247.0,-127667.0,-121639.0,-884866.0,-96358.0,7.2,1.526315789473684,0.0,0.0,0.0,0.0,0.0
11161,14,Koki,Machida,1877991.0,42.0,1.0,1.0,1.0,2718.0,42.0,0,2,https://kickbase.b-cdn.net/content/file/80f0a50727b54ea5a90a99a754cc7a6c.png,28.0,2,22.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Koki Machida,-125035.0,-125035.0,-121792.0,-150346.0,-1002999.0,-594134.0,0.0,1.526315789473684,0.0,0.0,0.0,0.0,0.0
11162,14,Leon,Avdullahu,15408363.0,85.0,33.0,33.0,32.0,187386.0,2805.0,0,3,https://kickbase.b-cdn.net/content/file/d0a6a4d4e08b4c8fa7b4c27fdb09c212.png,7.0,1,182.0,,"[{""hasPlayed"": true, ""points"": -32}, {""hasPlayed"": true, ""points"": 246}, {""hasPlayed"": true, ""points"": 93}, {""hasPlayed"": true, ""points"": 89}, {""hasPlayed"": true, ""points"": 88}]",1,Leon Avdullahu,181440.0,181440.0,173586.0,163312.0,1188772.0,4324939.0,7.18,1.526315789473684,1.0,1.0,0.0,1.0,10.958947
11591,14,Cajetan,Lenz,3817565.0,,,,,,,0,3,https://kickbase.b-cdn.net/content/file/2d15f1ede167438698d92ddc037e6abe.png,32.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Cajetan Lenz,-136309.0,-136309.0,-141286.0,-142113.0,-1188961.0,999579.0,0.0,1.526315789473684,0.0,0.0,0.0,0.0,0.0
11631,14,Wouter,Burger,23029581.0,114.0,30.0,30.0,30.0,159518.0,3425.0,0,3,https://kickbase.b-cdn.net/content/file/50a59d7c22f64565b2f31bba1dfae5bd.png,18.0,1,148.0,,"[{""hasPlayed"": true, ""points"": 65}, {""hasPlayed"": true, ""points"": 206}, {""hasPlayed"": true, ""points"": 105}, {""hasPlayed"": true, ""points"": 72}, {""hasPlayed"": true, ""points"": 85}]",1,Wouter Burger,179074.0,179074.0,166665.0,161351.0,1188453.0,4518357.0,7.04,1.526315789473684,1.0,1.0,0.0,1.0,10.745263
11959,14,Adam,Daghim,5432710.0,41.0,27.0,27.0,12.0,92265.0,1115.0,0,4,https://kickbase.b-cdn.net/content/file/b21c816521cb44579d57b65452b7c1cc.png,0.0,1,205.0,,"[{""hasPlayed"": true, ""points"": 40}, {""hasPlayed"": true, ""points"": 31}, {""hasPlayed"": true, ""points"": 62}, {""hasPlayed"": true, ""points"": -1}, {""hasPlayed"": true, ""points"": 21}]",3,Adam Daghim,331799.0,331799.0,365421.0,383518.0,2760459.0,4932710.0,0.0,1.526315789473684,0.0,0.0,0.0,0.0,0.0
