id,teamId,firstName,lastName,marketValue,averagePoints,games,gamesPlayed,start11,totalPlaytimeS,totalPoints,status,position,playerImage,number,trend,pointsPerValue,pointsStdDev,history,startProbability,name,marketChangeToday,marketChange.today,marketChange.yesterday,marketChange.twoDays,marketChange.sevenDaysAvg,marketChange.thirtyDaysAvg,sofascore_average_rating,expected_match_points,ligainsider_starting_chance,kickbase_starting_chance,rotowire_starting_chance,questionable_injury_penalty,starting_chance,score
173,2,Jonathan,Tah,37026341.0,127.0,28.0,28.0,23.0,135209.0,3559.0,0,2,https://kickbase.b-cdn.net/content/file/cd9c5cb89a074d1ea56f7d952e5074e4.png,4.0,1,96.0,,"[{""hasPlayed"": true, ""points"": 146}, {""hasPlayed"": true, ""points"": 53}, {""hasPlayed"": true, ""points"": 84}, {""hasPlayed"": true, ""points"": 59}, {""hasPlayed"": false, ""points"": null}]",1,Jonathan Tah,10622.0,10622.0,29165.0,42186.0,288897.0,1709949.0,6.94,2.4126506024096384,1.0,1.0,1.0,0.0,1.0,16.743795
237,2,Manuel,Neuer,13389844.0,95.0,22.0,22.0,22.0,124205.0,2083.0,0,1,https://kickbase.b-cdn.net/content/file/bf993bb6d6914136b11177795c5f77a9.png,1.0,1,155.0,,"[{""hasPlayed"": true, ""points"": 45}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",2,Manuel Neuer,76563.0,76563.0,98102.0,117533.0,698384.0,1750465.0,6.93,2.4126506024096384,1.0,1.0,1.0,0.0,1.0,16.719669
383,2,Sven,Ulreich,986532.0,125.0,1.0,1.0,1.0,6244.0,125.0,0,1,https://kickbase.b-cdn.net/content/file/0535504fe45c48b6a905e9a14da5851d.png,26.0,2,126.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Sven Ulreich,-133355.0,-133355.0,-134911.0,-129759.0,-1081946.0,154318.0,0.0,2.4126506024096384,0.0,0.0,0.0,0.0,0.0,0.0
1685,2,Joshua,Kimmich,59816839.0,186.0,29.0,29.0,24.0,151968.0,5391.0,0,3,https://kickbase.b-cdn.net/content/file/b41a70e2188a4c72aa165cfc7606c3e9.png,6.0,1,90.0,,"[{""hasPlayed"": true, ""points"": 317}, {""hasPlayed"": true, ""points"": 238}, {""hasPlayed"": true, ""points"": 83}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 215}]",1,Joshua Kimmich,18958.0,18958.0,22041.0,20827.0,168390.0,849243.0,7.4,2.4126506024096384,1.0,1.0,1.0,0.0,1.0,17.853614
1961,2,Serge,Gnabry,15344216.0,142.0,21.0,21.0,16.0,80707.0,2980.0,2,3,https://kickbase.b-cdn.net/content/file/0a28d7fc999e415eb4aba7e837b0384c.png,7.0,2,194.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Serge Gnabry,-284574.0,-284574.0,-279662.0,-285912.0,-2383458.0,-2174598.0,0.0,2.4126506024096384,0.0,0.0,0.0,0.0,0.0,0.0
1991,2,Dayot,Upamecano,33994323.0,119.0,24.0,24.0,21.0,119193.0,2858.0,0,2,https://kickbase.b-cdn.net/content/file/13835e113e4f40d986f924b517690435.png,2.0,1,84.0,,"[{""hasPlayed"": true, ""points"": 152}, {""hasPlayed"": true, ""points"": 71}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Dayot Upamecano,33032.0,33032.0,46925.0,51020.0,383525.0,2222819.0,0.0,2.4126506024096384,0.0,0.0,0.0,0.0,0.0,0.0
2038,2,Konrad,Laimer,32090721.0,136.0,29.0,29.0,22.0,131747.0,3943.0,0,2,https://kickbase.b-cdn.net/content/file/cb9d5de1bbd14bf0915f1ec819569c17.png,27.0,2,122.0,,"[{""hasPlayed"": true, ""points"": 69}, {""hasPlayed"": true, ""points"": 135}, {""hasPlayed"": true, ""points"": 95}, {""hasPlayed"": true, ""points"": 241}, {""hasPlayed"": true, ""points"": 39}]",3,Konrad Laimer,6761.0,6761.0,2441.0,-82173.0,-1781767.0,-954897.0,6.35,2.4126506024096384,1.0,0.6896551724137931,1.0,0.0,0.8836206896551724,13.537362
2300,2,Josip,Stanišić,22439334.0,128.0,26.0,26.0,19.0,124437.0,3330.0,0,2,https://kickbase.b-cdn.net/content/file/e5f36d7812254f3cb4534802eb6cd7e9.png,44.0,2,148.0,,"[{""hasPlayed"": true, ""points"": 70}, {""hasPlayed"": true, ""points"": 172}, {""hasPlayed"": true, ""points"": 46}, {""hasPlayed"": true, ""points"": 72}, {""hasPlayed"": true, ""points"": 105}]",3,Josip Stanišić,-311521.0,-311521.0,-360259.0,-337274.0,-2217836.0,-6254510.0,6.78,2.4126506024096384,0.12254160363086235,0.3103448275862069,1.0,0.0,0.3026501121602588,4.950681
2366,2,Alphonso,Davies,12137592.0,86.0,13.0,13.0,6.0,36386.0,1116.0,0,2,https://kickbase.b-cdn.net/content/file/1321be6fb58f47b592a91f17f6b2bf68.png,19.0,2,91.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 63}, {""hasPlayed"": true, ""points"": 92}, {""hasPlayed"": true, ""points"": 200}]",3,Alphonso Davies,-216445.0,-216445.0,-282914.0,-250190.0,-1848273.0,-2561013.0,6.43,2.4126506024096384,0.0,0.3103448275862069,0.0,0.0,0.1163793103448276,1.805432
2804,2,Jamal,Musiala,31933746.0,98.0,15.0,15.0,7.0,45579.0,1476.0,2,3,https://kickbase.b-cdn.net/content/file/02ac203768a94e169fa6c6b87130a94e.png,10.0,2,46.0,,"[{""hasPlayed"": true, ""points"": 36}, {""hasPlayed"": true, ""points"": 100}, {""hasPlayed"": true, ""points"": 42}, {""hasPlayed"": true, ""points"": 198}, {""hasPlayed"": true, ""points"": 125}]",4,Jamal Musiala,-691950.0,-691950.0,-810110.0,-960618.0,-3282243.0,-1529929.0,7.1,2.4126506024096384,0.0,0.12254160363086235,0.0,0.0,0.04595310136157338,0.787168
3072,2,Jonas,Urbig,8174306.0,114.0,14.0,14.0,11.0,73976.0,1591.0,0,1,https://kickbase.b-cdn.net/content/file/7305496deb014e31a4001d36894c457d.png,40.0,2,194.0,,"[{""hasPlayed"": true, ""points"": 41}, {""hasPlayed"": true, ""points"": 187}, {""hasPlayed"": true, ""points"": 80}, {""hasPlayed"": true, ""points"": 204}, {""hasPlayed"": true, ""points"": 150}]",4,Jonas Urbig,-209653.0,-209653.0,-206235.0,-205018.0,-1515216.0,-3705954.0,6.7,2.4126506024096384,0.0,0.0,0.0,0.0,0.0,0.0
3089,2,Hiroki,Ito,4721911.0,103.0,16.0,16.0,10.0,60821.0,1652.0,0,2,https://kickbase.b-cdn.net/content/file/7d48858483334caca6c4315882270919.png,21.0,1,349.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 145}, {""hasPlayed"": true, ""points"": 117}, {""hasPlayed"": true, ""points"": 153}, {""hasPlayed"": true, ""points"": 129}]",5,Hiroki Ito,152332.0,152332.0,35315.0,-8518.0,-9492.0,-3663636.0,6.65,2.4126506024096384,0.0,0.0,0.0,0.0,0.0,0.0
3120,2,Tom,Bischof,23042154.0,118.0,26.0,26.0,14.0,88493.0,3077.0,0,3,https://kickbase.b-cdn.net/content/file/9d622fb218a14c90ad0a75266080e027.png,8.0,1,133.0,,"[{""hasPlayed"": true, ""points"": 268}, {""hasPlayed"": true, ""points"": 228}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",4,Tom Bischof,166748.0,166748.0,173242.0,181122.0,1169540.0,3957731.0,7.0,2.4126506024096384,0.6051437216338881,0.6051437216338881,0.0,0.0,0.5295007564296521,8.942502
3176,2,Arijon,Ibrahimović,3917960.0,57.0,32.0,32.0,25.0,140654.0,1838.0,0,3,https://kickbase.b-cdn.net/content/file/fe7cb8e9854044679e455def0a930b71.png,22.0,2,469.0,,"[{""hasPlayed"": true, ""points"": 7}, {""hasPlayed"": true, ""points"": 264}, {""hasPlayed"": true, ""points"": 114}, {""hasPlayed"": true, ""points"": 29}, {""hasPlayed"": true, ""points"": 62}]",5,Arijon Ibrahimović,-86766.0,-86766.0,-72435.0,-62635.0,-521512.0,-1647006.0,6.38,2.4126506024096384,0.0,0.0,0.0,0.0,0.0,0.0
3543,2,Nathaniel,Brown,29162230.0,83.0,33.0,33.0,29.0,176484.0,2726.0,0,2,https://kickbase.b-cdn.net/content/file/4dd49322843644839bb43182b3a8b68b.png,11.0,1,93.0,,"[{""hasPlayed"": true, ""points"": 70}, {""hasPlayed"": true, ""points"": 26}, {""hasPlayed"": true, ""points"": 38}, {""hasPlayed"": true, ""points"": 166}, {""hasPlayed"": true, ""points"": 31}]",2,Nathaniel Brown,65342.0,65342.0,76300.0,82793.0,543497.0,2175276.0,7.26,2.4126506024096384,1.0,0.6896551724137931,1.0,0.0,0.8836206896551724,15.477362
6080,2,Aleksandar,Pavlović,32285629.0,119.0,24.0,24.0,16.0,98316.0,2844.0,0,3,https://kickbase.b-cdn.net/content/file/958c27ad7cf943a8b9e380f72fdc5b4f.png,45.0,1,88.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 43}, {""hasPlayed"": true, ""points"": 68}, {""hasPlayed"": false, ""points"": null}]",1,Aleksandar Pavlović,69311.0,69311.0,70640.0,83201.0,599603.0,2713783.0,7.04,2.4126506024096384,1.0,1.0,1.0,0.0,1.0,16.98506
6668,2,Kim,Minjae,9614834.0,124.0,25.0,25.0,19.0,106765.0,3112.0,0,2,https://kickbase.b-cdn.net/content/file/4df81f5e57ca4e278fb6bc229ed6e05d.png,3.0,1,323.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 173}, {""hasPlayed"": true, ""points"": 166}, {""hasPlayed"": true, ""points"": 148}, {""hasPlayed"": true, ""points"": 125}]",3,Kim Minjae,200208.0,200208.0,177026.0,100195.0,-6708.0,-1293751.0,7.08,2.4126506024096384,0.6896551724137931,0.0,1.0,0.0,0.4698275862068966,8.025391
7226,2,Harry,Kane,68779146.0,216.0,31.0,31.0,25.0,158399.0,6703.0,0,4,https://kickbase.b-cdn.net/content/file/8558eff47626439593b2acd71e400ab3.png,9.0,1,97.0,,"[{""hasPlayed"": true, ""points"": 415}, {""hasPlayed"": true, ""points"": 53}, {""hasPlayed"": true, ""points"": 45}, {""hasPlayed"": true, ""points"": 150}, {""hasPlayed"": true, ""points"": 163}]",1,Harry Kane,17565.0,17565.0,16302.0,22593.0,155319.0,903583.0,6.85,2.4126506024096384,1.0,1.0,1.0,0.0,1.0,16.526657
8329,2,Michael,Olise,64765581.0,225.0,32.0,32.0,23.0,154488.0,7185.0,0,3,https://kickbase.b-cdn.net/content/file/2d1bffc491014bb582c5d1c622b0ee37.png,17.0,1,110.0,,"[{""hasPlayed"": true, ""points"": 81}, {""hasPlayed"": true, ""points"": 334}, {""hasPlayed"": true, ""points"": 290}, {""hasPlayed"": true, ""points"": 166}, {""hasPlayed"": true, ""points"": 152}]",1,Michael Olise,26065.0,26065.0,27121.0,28566.0,211676.0,1078599.0,7.8,2.4126506024096384,1.0,1.0,1.0,0.0,1.0,18.818675
10789,2,Lennart,Karl,22176629.0,106.0,26.0,26.0,16.0,84581.0,2765.0,2,3,https://kickbase.b-cdn.net/content/file/64b2f60104dd4a96af2c8b9d4af6f07d.png,42.0,2,124.0,,"[{""hasPlayed"": true, ""points"": 194}, {""hasPlayed"": true, ""points"": 57}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Lennart Karl,-343397.0,-343397.0,-314257.0,-291160.0,-2197311.0,-3339626.0,0.0,2.4126506024096384,0.0,0.0,0.0,0.0,0.0,0.0
11675,2,Luis,Díaz,53486340.0,178.0,32.0,32.0,27.0,163321.0,5698.0,0,4,https://kickbase.b-cdn.net/content/file/43b93afe59614450a4de3fd8e08c486b.png,14.0,1,106.0,,"[{""hasPlayed"": true, ""points"": 205}, {""hasPlayed"": true, ""points"": 50}, {""hasPlayed"": true, ""points"": 54}, {""hasPlayed"": true, ""points"": 30}, {""hasPlayed"": true, ""points"": 225}]",1,Luis Díaz,27347.0,27347.0,27034.0,28595.0,222026.0,1064918.0,7.08,2.4126506024096384,1.0,1.0,1.0,0.0,1.0,17.081566
12314,2,Bara Sapoko,Ndiaye,2513422.0,49.0,4.0,4.0,2.0,9482.0,194.0,0,3,https://kickbase.b-cdn.net/content/file/68a7688ebea44fc49865d84afbf17a38.png,39.0,2,77.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 21}, {""hasPlayed"": true, ""points"": 102}, {""hasPlayed"": true, ""points"": 23}]",5,Bara Sapoko Ndiaye,-83858.0,-83858.0,-72701.0,-71928.0,-576861.0,-1144066.0,6.55,2.4126506024096384,0.0,0.0,0.0,0.0,0.0,0.0
14251,2,Ismael,Saibari,30240146.0,,,,,,,0,4,https://kickbase.b-cdn.net/content/file/a8113275ef93446185b8dd4966df1834.png,34.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Ismael Saibari,74804.0,74804.0,76993.0,97662.0,568251.0,2231036.0,6.53,2.4126506024096384,0.2723146747352497,0.2723146747352497,0.0,0.0,0.23827534039334347,3.753935
15502,2,Tim,Binder,3847602.0,,,,,,,0,3,https://kickbase.b-cdn.net/content/file/bd4ad2cb101841eab3aa5641a51ee891.png,0.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Tim Binder,359905.0,359905.0,366877.0,389743.0,2721350.0,3847602.0,6.4,2.4126506024096384,0.0,0.0,0.0,0.0,0.0,0.0
1664,9,Maximilian,Mittelstädt,26208185.0,123.0,32.0,32.0,24.0,142785.0,3927.0,0,2,https://kickbase.b-cdn.net/content/file/b8cb80b921914e60885e8e9429df9518.png,7.0,2,149.0,,"[{""hasPlayed"": true, ""points"": 66}, {""hasPlayed"": true, ""points"": 206}, {""hasPlayed"": true, ""points"": 43}, {""hasPlayed"": true, ""points"": 95}, {""hasPlayed"": true, ""points"": 28}]",2,Maximilian Mittelstädt,-231523.0,-231523.0,-313079.0,-270064.0,-1957288.0,-1617580.0,7.3,0.4518072289156626,1.0,0.6051437216338881,1.0,0.0,0.851928895612708,2.809826
1671,9,Grischa,Prömel,13100408.0,76.0,33.0,33.0,16.0,118467.0,2495.0,0,3,https://kickbase.b-cdn.net/content/file/9d953a0bc5fd432db7c0da4605a6726e.png,21.0,1,190.0,,"[{""hasPlayed"": true, ""points"": 7}, {""hasPlayed"": true, ""points"": 24}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 24}, {""hasPlayed"": true, ""points"": 37}]",2,Grischa Prömel,208667.0,208667.0,197905.0,181461.0,1104864.0,2128707.0,6.8,0.4518072289156626,1.0,0.6051437216338881,1.0,0.0,0.851928895612708,2.617372
2068,9,Dan-Axel,Zagadou,2928808.0,141.0,3.0,3.0,3.0,13672.0,424.0,1,2,https://kickbase.b-cdn.net/content/file/2f2eb673a0224e1cb305b8cc042cf931.png,23.0,2,144.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 74}, {""hasPlayed"": false, ""points"": null}]",5,Dan-Axel Zagadou,-139572.0,-139572.0,-139386.0,-140880.0,-999718.0,-3035673.0,0.0,0.4518072289156626,0.0,0.0,0.0,0.0,0.0,0.0
2120,9,Nikolas,Nartey,9025411.0,73.0,28.0,28.0,14.0,83295.0,2041.0,1,3,https://kickbase.b-cdn.net/content/file/7dcfaa141b6a4adba66ad4729afb0f1e.png,28.0,1,226.0,,"[{""hasPlayed"": true, ""points"": 150}, {""hasPlayed"": true, ""points"": 165}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 10}, {""hasPlayed"": false, ""points"": null}]",5,Nikolas Nartey,102877.0,102877.0,320153.0,331249.0,1976471.0,2796860.0,6.7,0.4518072289156626,0.0,0.6051437216338881,0.0,0.0,0.22692889561270801,0.686938
2172,9,Chris,Führich,25507610.0,101.0,33.0,33.0,20.0,110946.0,3346.0,2,3,https://kickbase.b-cdn.net/content/file/58b49d98f88041f2861d70e0af0a69e5.png,10.0,1,131.0,,"[{""hasPlayed"": true, ""points"": 164}, {""hasPlayed"": true, ""points"": 99}, {""hasPlayed"": true, ""points"": 198}, {""hasPlayed"": true, ""points"": 82}, {""hasPlayed"": true, ""points"": 122}]",3,Chris Führich,-117856.0,-117856.0,66106.0,66822.0,294554.0,3231118.0,6.8,0.4518072289156626,0.6348884381338742,1.0,1.0,0.15,0.8174442190669371,2.511425
2199,9,Josha,Vagnoman,4081497.0,61.0,27.0,27.0,18.0,105456.0,1638.0,0,2,https://kickbase.b-cdn.net/content/file/fde909d2a7f54d248d93bc1df1c53072.png,4.0,2,401.0,,"[{""hasPlayed"": true, ""points"": 7}, {""hasPlayed"": true, ""points"": 18}, {""hasPlayed"": true, ""points"": 3}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 28}]",3,Josha Vagnoman,104967.0,104967.0,-78325.0,-85465.0,-414336.0,-2776198.0,7.4,0.4518072289156626,0.8113590263691683,0.0,1.0,0.0,0.5306795131845842,1.77426
2214,9,Atakan,Karazor,6150229.0,65.0,28.0,28.0,22.0,122492.0,1817.0,0,3,https://kickbase.b-cdn.net/content/file/11ef3f2e23eb41769d708b861ff23fa6.png,16.0,2,295.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": -27}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 126}]",4,Atakan Karazor,-300776.0,-300776.0,-274470.0,-271781.0,-1886694.0,-3635085.0,0.0,0.4518072289156626,0.0,0.0,0.0,0.0,0.0,0.0
2237,9,Fabian,Bredlow,10308087.0,,,,,,,0,1,https://kickbase.b-cdn.net/content/file/e12be05595f3430f8e286ff6f4d9d103.png,1.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",1,Fabian Bredlow,197211.0,197211.0,309402.0,322413.0,2042157.0,9624949.0,9.1,0.4518072289156626,1.0,1.0,1.0,0.0,1.0,4.111446
2445,9,Marius,Funk,4431015.0,,,,,,,0,1,https://kickbase.b-cdn.net/content/file/1569b2236e4a4a8f862740b2c2ad8a12.png,33.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Marius Funk,-262816.0,-262816.0,-437858.0,33871.0,752.0,3931015.0,0.0,0.4518072289156626,0.0,0.0,0.0,0.0,0.0,0.0
2694,9,Angelo,Stiller,36990710.0,119.0,34.0,34.0,30.0,180374.0,4054.0,0,3,https://kickbase.b-cdn.net/content/file/7810bc5805c94de984743e33da7c044c.png,6.0,2,109.0,,"[{""hasPlayed"": true, ""points"": 108}, {""hasPlayed"": true, ""points"": 141}, {""hasPlayed"": true, ""points"": 87}, {""hasPlayed"": true, ""points"": 112}, {""hasPlayed"": true, ""points"": 33}]",1,Angelo Stiller,-35592.0,-35592.0,-1540.0,15351.0,146581.0,1422561.0,7.5,0.4518072289156626,1.0,1.0,1.0,0.0,1.0,3.388554
2854,9,Ermedin,Demirović,20614072.0,90.0,25.0,25.0,17.0,98446.0,2254.0,0,4,https://kickbase.b-cdn.net/content/file/b48829b887d04fe9afd4fbe51f04a3ea.png,9.0,2,109.0,,"[{""hasPlayed"": true, ""points"": 8}, {""hasPlayed"": true, ""points"": 206}, {""hasPlayed"": true, ""points"": 119}, {""hasPlayed"": true, ""points"": 115}, {""hasPlayed"": true, ""points"": 4}]",4,Ermedin Demirović,-552765.0,-552765.0,-399327.0,-355442.0,-2633162.0,-4043748.0,6.1,0.4518072289156626,0.3103448275862069,0.2723146747352497,0.0,0.0,0.2572904168188221,0.709099
2988,9,Jamie,Leweling,25772673.0,103.0,32.0,32.0,26.0,153640.0,3282.0,2,3,https://kickbase.b-cdn.net/content/file/f1ba50c544bd40d9ae5a68fbc1ee8cbd.png,18.0,2,127.0,,"[{""hasPlayed"": true, ""points"": 76}, {""hasPlayed"": true, ""points"": 166}, {""hasPlayed"": true, ""points"": 121}, {""hasPlayed"": true, ""points"": 22}, {""hasPlayed"": true, ""points"": 40}]",4,Jamie Leweling,-805177.0,-805177.0,-484981.0,-69460.0,-1229514.0,-127326.0,0.0,0.4518072289156626,0.0,0.0,0.0,0.0,0.0,0.0
3190,9,Jeff,Chabot,25089341.0,113.0,27.0,27.0,26.0,150716.0,3061.0,0,2,https://kickbase.b-cdn.net/content/file/2aa1e27ad0dd4e83b94ff2e16dfbdddc.png,24.0,2,122.0,,"[{""hasPlayed"": true, ""points"": 82}, {""hasPlayed"": true, ""points"": 130}, {""hasPlayed"": true, ""points"": 59}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 86}]",2,Jeff Chabot,-229705.0,-229705.0,-197591.0,-107071.0,-698188.0,128065.0,7.9,0.4518072289156626,1.0,1.0,1.0,0.0,1.0,3.569277
3193,9,,Tiago Tomás,5609184.0,59.0,27.0,27.0,10.0,69578.0,1606.0,0,4,https://kickbase.b-cdn.net/content/file/0e9c45eed595406784ebef4f6c9d7a72.png,8.0,1,286.0,,"[{""hasPlayed"": true, ""points"": 2}, {""hasPlayed"": true, ""points"": 19}, {""hasPlayed"": true, ""points"": 88}, {""hasPlayed"": true, ""points"": 26}, {""hasPlayed"": true, ""points"": -6}]",2,Tiago Tomás,347301.0,347301.0,339306.0,250696.0,954980.0,-85412.0,8.1,0.4518072289156626,0.36511156186612576,0.12254160363086235,0.0,0.0,0.22850888229463626,0.83626
4296,9,Dzenan,Pejcinovic,6564881.0,46.0,30.0,30.0,16.0,100110.0,1371.0,0,4,https://kickbase.b-cdn.net/content/file/69a98c6891964f7f86ea0118d83c5c54.png,17.0,1,208.0,0.0,"[{""hasPlayed"": true, ""points"": 223}, {""hasPlayed"": true, ""points"": 92}, {""hasPlayed"": true, ""points"": 63}, {""hasPlayed"": true, ""points"": 84}, {""hasPlayed"": true, ""points"": 134}]",3,Dzenan Pejcinovic,421007.0,421007.0,338652.0,365768.0,2838867.0,3685819.0,9.5,0.4518072289156626,0.6896551724137931,0.2723146747352497,1.0,0.0,0.5719455892326152,2.454887
4589,9,Justin,Diehl,500000.0,,,,,,,1,4,https://kickbase.b-cdn.net/content/file/55cabd9c41b9497290c1b7dbf24ef5f2.png,31.0,0,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Justin Diehl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4518072289156626,0.0,0.0,0.0,0.0,0.0,0.0
6085,9,Dennis,Seimen,4837801.0,,,,,,,1,1,https://kickbase.b-cdn.net/content/file/67a4b3e69dd04fa3953823a78c223e13.png,41.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Dennis Seimen,-188379.0,-188379.0,-167085.0,-187768.0,-1395586.0,-7097522.0,0.0,0.4518072289156626,0.0,0.0,0.0,0.0,0.0,0.0
7158,9,Deniz,Undav,44183630.0,138.0,29.0,29.0,25.0,146045.0,4006.0,0,4,https://kickbase.b-cdn.net/content/file/ce96ede35441430c92ce3362f11f218c.png,26.0,1,90.0,,"[{""hasPlayed"": true, ""points"": 131}, {""hasPlayed"": true, ""points"": 215}, {""hasPlayed"": true, ""points"": 62}, {""hasPlayed"": true, ""points"": 74}, {""hasPlayed"": false, ""points"": null}]",1,Deniz Undav,28470.0,28470.0,32038.0,35223.0,317544.0,2112598.0,6.8,0.4518072289156626,1.0,1.0,1.0,0.0,1.0,3.072289
7257,9,Leonidas,Stergiou,3707473.0,29.0,6.0,6.0,1.0,14245.0,174.0,0,2,https://kickbase.b-cdn.net/content/file/e0ff60fb10b147f78246449a86397e4f.png,20.0,2,46.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 32}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Leonidas Stergiou,-134957.0,-134957.0,-144026.0,-141194.0,-1472550.0,3083212.0,0.0,0.4518072289156626,0.0,0.0,0.0,0.0,0.0,0.0
7349,9,Finn,Jeltsch,14160913.0,72.0,23.0,23.0,17.0,100377.0,1665.0,0,2,https://kickbase.b-cdn.net/content/file/cd9f13da05844d2f8faf04022c539aea.png,29.0,1,117.0,,"[{""hasPlayed"": true, ""points"": -1}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": -45}]",1,Finn Jeltsch,205559.0,205559.0,215861.0,200949.0,1449320.0,3565368.0,7.4,0.4518072289156626,1.0,1.0,1.0,0.0,1.0,3.343373
7781,9,Leo,Sauer,4449022.0,,,,,,,2,3,https://kickbase.b-cdn.net/content/file/5565612c65d34958967660743ead48bb.png,44.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Leo Sauer,-118697.0,-118697.0,-109699.0,-107909.0,-1507781.0,4449022.0,0.0,0.4518072289156626,0.0,0.0,0.0,0.0,0.0,0.0
8247,9,Ramon,Hendriks,11913078.0,66.0,31.0,31.0,22.0,135100.0,2040.0,2,2,https://kickbase.b-cdn.net/content/file/d84f6e79416d43549ec3b7c2cbc87b87.png,3.0,2,171.0,,"[{""hasPlayed"": true, ""points"": 66}, {""hasPlayed"": true, ""points"": 45}, {""hasPlayed"": true, ""points"": 98}, {""hasPlayed"": true, ""points"": 63}, {""hasPlayed"": true, ""points"": 43}]",3,Ramon Hendriks,-760970.0,-760970.0,-426994.0,21446.0,-536881.0,2057000.0,0.0,0.4518072289156626,0.0,0.0,0.0,0.0,0.0,0.0
