id,teamId,firstName,lastName,marketValue,averagePoints,games,gamesPlayed,start11,totalPlaytimeS,totalPoints,status,position,playerImage,number,trend,pointsPerValue,pointsStdDev,history,startProbability,name,marketChangeToday,marketChange.today,marketChange.yesterday,marketChange.twoDays,marketChange.sevenDaysAvg,marketChange.thirtyDaysAvg,sofascore_average_rating,expected_match_points,ligainsider_starting_chance,kickbase_starting_chance,rotowire_starting_chance,questionable_injury_penalty,starting_chance,score
3491,29,Sebastian,Klaas,500000.0,,,,,,,2,3,https://kickbase.b-cdn.net/content/file/889217c751e5403eaf39162d4dc54b9a.png,26.0,0,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Sebastian Klaas,0.0,0.0,0.0,0.0,0.0,-738409.0,0.0,0.8122495706926158,0.0,0.0,0.0,0.0,0.0,0.0
3492,29,Marcel,Hoffmeier,8352355.0,,,,,,,0,2,https://kickbase.b-cdn.net/content/file/b4ad73b6a3334bf8a2efdbe5b1d7e19c.png,33.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Marcel Hoffmeier,-106971.0,-106971.0,94233.0,173471.0,1070897.0,4244646.0,0.0,0.8122495706926158,0.0,0.0,0.0,0.0,0.0,0.0
3559,29,Laurin,Ulrich,6086608.0,,,,,,,0,3,https://kickbase.b-cdn.net/content/file/48e50490d07242cb9b0ecf6bcdc688f2.png,28.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Laurin Ulrich,260943.0,260943.0,277803.0,270500.0,5586608.0,5586608.0,7.0,0.8122495706926158,0.6896551724137931,0.6051437216338881,0.0,0.0,0.5717564818196046,3.250863
6197,29,Laurin,Curda,10261674.0,,,,,,,0,2,https://kickbase.b-cdn.net/content/file/ba195e9442954a30a3835950c99832a5.png,17.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",1,Laurin Curda,-374206.0,-374206.0,-402670.0,-382372.0,-1553522.0,-268126.0,7.9,0.8122495706926158,0.6896551724137931,1.0,1.0,0.0,0.8448275862068966,5.421066
6290,29,Nick,Bätzner,1798569.0,,,,,,,0,3,https://kickbase.b-cdn.net/content/file/0ac0e9c2f9f34f7aaa47e00ee22f316b.png,9.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Nick Bätzner,-145340.0,-145340.0,-145457.0,-146974.0,-1045914.0,1159751.0,0.0,0.8122495706926158,0.0,0.0,0.0,0.0,0.0,0.0
6292,29,Mattes,Hansen,4604448.0,,,,,,,0,2,https://kickbase.b-cdn.net/content/file/c747e1ad35ed44f4afbc5de1075d8bf1.png,22.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",4,Mattes Hansen,-554377.0,-554377.0,-239692.0,83937.0,147942.0,3610273.0,7.7,0.8122495706926158,0.0,0.0,0.0,0.0,0.0,0.0
6751,29,Florian,Pruhs,4729141.0,,,,,,,0,1,https://kickbase.b-cdn.net/content/file/3878770830244658b3841f0074466ab7.png,31.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Florian Pruhs,39940.0,39940.0,127754.0,186238.0,1220305.0,4229141.0,0.0,0.8122495706926158,0.0,0.0,0.0,0.0,0.0,0.0
7320,29,Tjark,Scheller,4721208.0,,,,,,,0,2,https://kickbase.b-cdn.net/content/file/06f63d14a0f4493faf04f78ea6aa5f10.png,25.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Tjark Scheller,-52218.0,-52218.0,-92685.0,-242464.0,-1606338.0,375747.0,7.0,0.8122495706926158,1.0,0.6896551724137931,1.0,0.0,0.8836206896551724,5.024044
7616,29,Jano,ter Horst,4770062.0,,,,,,,0,2,https://kickbase.b-cdn.net/content/file/a931e1f10bb84a9bb35b795a7857b8ee.png,21.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",2,Jano ter Horst,326718.0,326718.0,239373.0,130161.0,348371.0,2507072.0,7.7,0.8122495706926158,0.3103448275862069,1.0,0.0,0.0,0.5301724137931034,3.315869
8292,29,Santiago,Castañeda,9083368.0,,,,,,,0,3,https://kickbase.b-cdn.net/content/file/37ddcd7042414ce59c844f52d87ee300.png,5.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",1,Santiago Castañeda,-282416.0,-282416.0,-297708.0,-473386.0,-785150.0,3659953.0,8.5,0.8122495706926158,1.0,1.0,1.0,0.0,1.0,6.904121
8872,29,Jonah,Sticker,6132677.0,,,,,,,0,2,https://kickbase.b-cdn.net/content/file/74f3dad539cd4e30aabca849e8e8bc64.png,3.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Jonah Sticker,5366.0,5366.0,101394.0,172368.0,1120185.0,5274354.0,6.8,0.8122495706926158,1.0,0.6896551724137931,0.0,0.0,0.7586206896551724,4.190087
8984,29,Nyamekye,Awortwie-Grant,500000.0,,,,,,,1,2,https://kickbase.b-cdn.net/content/file/6b0e71018bd542b0b17a0e0a3e9058ac.png,4.0,0,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Nyamekye Awortwie-Grant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8122495706926158,0.0,0.0,0.0,0.0,0.0,0.0
9283,29,Deniz,Zeitler,3276817.0,,,,,,,0,4,https://kickbase.b-cdn.net/content/file/b3f504e1c3274815a84cd32d2a63477f.png,0.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Deniz Zeitler,339525.0,339525.0,351711.0,389190.0,2506904.0,2776817.0,6.8,0.8122495706926158,0.0,0.3103448275862069,0.0,0.0,0.1163793103448276,0.642798
10048,29,Luka,Duric,4166965.0,-6.0,1.0,1.0,0.0,797.0,-6.0,0,3,https://kickbase.b-cdn.net/content/file/fdce53ba9bff4a39b30dda997ad991ee.png,8.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Luka Duric,-137463.0,-137463.0,-131109.0,-130632.0,-1653994.0,3209408.0,0.0,0.8122495706926158,0.0,0.0,0.0,0.0,0.0,0.0
11170,29,Ruben,Müller,5212964.0,,,,,,,0,3,https://kickbase.b-cdn.net/content/file/30dea41b80454a638771929f17e0d368.png,2.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",4,Ruben Müller,181869.0,181869.0,257213.0,262465.0,1757531.0,3226561.0,0.0,0.8122495706926158,0.0,0.0,0.0,0.0,0.0,0.0
12262,29,Albert Frank,Millgramm,4919275.0,,,,,,,0,4,https://kickbase.b-cdn.net/content/file/0635ef3343fb4b138fd946cc4a199637.png,19.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Albert Frank Millgramm,-382736.0,-382736.0,-400051.0,-463579.0,-1892323.0,3653621.0,6.0,0.8122495706926158,0.6896551724137931,0.6896551724137931,0.85,0.15,0.709698275862069,3.458713
12296,29,Kennedy,Okpala,2302086.0,,,,,,,0,4,https://kickbase.b-cdn.net/content/file/dd97a9b150444134beb800f1fbf48d0a.png,10.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",4,Kennedy Okpala,-141872.0,-141872.0,-138394.0,-138048.0,-985311.0,-1959712.0,0.0,0.8122495706926158,0.0,0.0,0.0,0.0,0.0,0.0
14911,29,Clemens,Lippmann,1597036.0,,,,,,,0,2,https://kickbase.b-cdn.net/content/file/7462061e1e7843ffb7efaa2fe7e2b5f5.png,29.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Clemens Lippmann,-139570.0,-139570.0,-143524.0,-144320.0,-1017399.0,-1919205.0,6.5,0.8122495706926158,0.0,0.0,0.0,0.0,0.0,0.0
14914,29,Timur,Gayret,500000.0,,,,,,,1,3,https://kickbase.b-cdn.net/content/file/174077d2fba447fbb8a0e46a12d28245.png,44.0,0,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Timur Gayret,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8122495706926158,0.0,0.0,0.0,0.0,0.0,0.0
1225,43,Leopold,Zingerle,500000.0,,,,,,,0,1,https://kickbase.b-cdn.net/content/file/035ea65b37b74f2da2548be379438c9c.png,25.0,0,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Leopold Zingerle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0684447930966856,0.0,0.0,0.0,0.0,0.0,0.0
1246,43,Willi,Orban,31321056.0,131.0,33.0,33.0,33.0,193712.0,4323.0,0,2,https://kickbase.b-cdn.net/content/file/bda722458bd445d5ba24094a5306031d.png,4.0,1,138.0,,"[{""hasPlayed"": true, ""points"": 110}, {""hasPlayed"": true, ""points"": 313}, {""hasPlayed"": true, ""points"": 82}, {""hasPlayed"": true, ""points"": 131}, {""hasPlayed"": false, ""points"": null}]",2,Willi Orban,40817.0,40817.0,41298.0,44203.0,369981.0,1839448.0,7.8,2.0684447930966856,1.0,1.0,1.0,0.0,1.0,16.133869
1333,43,Lukas,Klostermann,2008810.0,40.0,5.0,5.0,1.0,7355.0,201.0,0,2,https://kickbase.b-cdn.net/content/file/b48aaa342d854e869af8b6c1ec17a954.png,16.0,2,100.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 148}]",5,Lukas Klostermann,-131150.0,-131150.0,-133799.0,-136155.0,-963905.0,898809.0,0.0,2.0684447930966856,0.0,0.0,0.0,0.0,0.0,0.0
1689,43,Benjamin,Henrichs,8651011.0,26.0,17.0,17.0,3.0,22181.0,447.0,0,2,https://kickbase.b-cdn.net/content/file/5acf39c9f5ba403ba774ea0d47d67aab.png,39.0,1,51.0,,"[{""hasPlayed"": true, ""points"": -5}, {""hasPlayed"": true, ""points"": 17}, {""hasPlayed"": true, ""points"": -21}, {""hasPlayed"": true, ""points"": 27}, {""hasPlayed"": true, ""points"": 17}]",3,Benjamin Henrichs,177344.0,177344.0,195435.0,239107.0,1591186.0,3950932.0,6.57,2.0684447930966856,0.0,0.3103448275862069,0.0,0.0,0.1163793103448276,1.581558
1728,43,Örjan,Nyland,5179027.0,,,,,,,2,1,https://kickbase.b-cdn.net/content/file/59574acd38ee4d5f8be6e03a1ee2276a.png,1.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Örjan Nyland,39968.0,39968.0,179094.0,209306.0,1562771.0,4679027.0,0.0,2.0684447930966856,0.0,0.0,0.0,0.0,0.0,0.0
2141,43,Ridle ,Baku,17932672.0,102.0,32.0,32.0,28.0,162435.0,3278.0,0,2,https://kickbase.b-cdn.net/content/file/dea132bbe8444490a8b8fa7d725f4b64.png,17.0,2,182.0,,"[{""hasPlayed"": true, ""points"": -4}, {""hasPlayed"": true, ""points"": 95}, {""hasPlayed"": true, ""points"": 38}, {""hasPlayed"": true, ""points"": 224}, {""hasPlayed"": true, ""points"": 124}]",3,Ridle  Baku,-162153.0,-162153.0,-136134.0,-112815.0,-1212803.0,545063.0,7.37,2.0684447930966856,1.0,0.6896551724137931,1.0,0.0,0.8836206896551724,13.470301
2275,43,Christoph,Baumgartner,18202480.0,117.0,33.0,33.0,32.0,179653.0,3846.0,4,3,https://kickbase.b-cdn.net/content/file/8b2225416e584d5ebd4ee89d8a8a99eb.png,14.0,2,211.0,,"[{""hasPlayed"": true, ""points"": 8}, {""hasPlayed"": true, ""points"": 114}, {""hasPlayed"": true, ""points"": 129}, {""hasPlayed"": true, ""points"": 47}, {""hasPlayed"": true, ""points"": 130}]",5,Christoph Baumgartner,-353481.0,-353481.0,-389084.0,-307420.0,-1668539.0,-1237182.0,0.0,2.0684447930966856,0.0,0.0,0.0,0.0,0.0,0.0
2522,43,David,Raum,34053916.0,148.0,30.0,30.0,29.0,167920.0,4445.0,0,2,https://kickbase.b-cdn.net/content/file/63b51608f37a4eb083c1865d497d3cbe.png,22.0,1,130.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 152}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 28}]",1,David Raum,81393.0,81393.0,90536.0,97941.0,698166.0,2910008.0,7.25,2.0684447930966856,1.0,1.0,1.0,0.0,1.0,14.996225
2897,43,Rocco,Reitz,13353368.0,74.0,31.0,31.0,31.0,170280.0,2301.0,0,3,https://kickbase.b-cdn.net/content/file/152dbd3a41f7408a89c99f65e55935df.png,20.0,1,172.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 131}, {""hasPlayed"": true, ""points"": 210}, {""hasPlayed"": true, ""points"": 100}, {""hasPlayed"": true, ""points"": 75}]",3,Rocco Reitz,82859.0,82859.0,97897.0,100739.0,194838.0,2183078.0,6.55,2.0684447930966856,0.3103448275862069,0.3103448275862069,0.0,0.0,0.27155172413793105,3.679068
4596,43,Brajan,Gruda,19090052.0,98.0,13.0,13.0,8.0,49007.0,1270.0,0,3,https://kickbase.b-cdn.net/content/file/f1dd66425b59403ab0f2796e4ad0b0f8.png,10.0,1,66.0,,"[{""hasPlayed"": true, ""points"": 28}, {""hasPlayed"": true, ""points"": 68}, {""hasPlayed"": true, ""points"": 89}, {""hasPlayed"": true, ""points"": 24}, {""hasPlayed"": true, ""points"": 48}]",1,Brajan Gruda,255016.0,255016.0,262659.0,266938.0,1847417.0,7182608.0,7.5,2.0684447930966856,1.0,1.0,1.0,0.0,1.0,15.513336
6176,43,Nicolas,Seiwald,17448479.0,86.0,33.0,33.0,31.0,174575.0,2839.0,0,3,https://kickbase.b-cdn.net/content/file/49894e11778042f09b92bdbd82994680.png,13.0,1,162.0,,"[{""hasPlayed"": true, ""points"": 44}, {""hasPlayed"": true, ""points"": 20}, {""hasPlayed"": true, ""points"": 60}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 115}]",1,Nicolas Seiwald,129352.0,129352.0,149062.0,160935.0,1156063.0,4787455.0,6.93,2.0684447930966856,1.0,1.0,1.0,0.0,1.0,14.334322
6300,43,Assan,Ouédraogo,13432757.0,90.0,19.0,19.0,13.0,61254.0,1705.0,1,3,https://kickbase.b-cdn.net/content/file/0d8a1173062a4478822b06c0490cfe41.png,8.0,2,126.0,,"[{""hasPlayed"": true, ""points"": 127}, {""hasPlayed"": true, ""points"": 75}, {""hasPlayed"": true, ""points"": -16}, {""hasPlayed"": true, ""points"": 87}, {""hasPlayed"": true, ""points"": 47}]",5,Assan Ouédraogo,-580018.0,-580018.0,-560354.0,-564323.0,-4078112.0,-6459911.0,0.0,2.0684447930966856,0.0,0.0,0.0,0.0,0.0,0.0
6667,43,El Chadaille,Bitshiabu,2918850.0,74.0,11.0,11.0,8.0,43528.0,815.0,0,2,https://kickbase.b-cdn.net/content/file/35e5bfeabc4344cd8db03535c4ca2d6f.png,5.0,2,279.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 106}, {""hasPlayed"": true, ""points"": 109}, {""hasPlayed"": true, ""points"": 120}]",4,El Chadaille Bitshiabu,-107686.0,-107686.0,-107780.0,-108223.0,-770652.0,-1521134.0,6.6,2.0684447930966856,0.0,0.0,0.0,0.0,0.0,0.0
7224,43,Lukeba,Castello Jr.,18496411.0,106.0,26.0,26.0,24.0,142996.0,2765.0,0,2,https://kickbase.b-cdn.net/content/file/02c2d826957a4899a614c0ad25d8a9a8.png,23.0,2,149.0,,"[{""hasPlayed"": true, ""points"": 66}, {""hasPlayed"": true, ""points"": 116}, {""hasPlayed"": true, ""points"": 28}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",2,Lukeba Castello Jr.,89109.0,89109.0,-20162.0,-145163.0,-996556.0,-1440519.0,6.97,2.0684447930966856,0.8113590263691683,0.6896551724137931,0.0,0.0,0.6643002028397567,9.577256
7239,43,Max,Finkgräfe,6645578.0,55.0,13.0,13.0,5.0,33441.0,718.0,0,2,https://kickbase.b-cdn.net/content/file/5ea42faff1bf42f386a0f98d8203ee4e.png,35.0,1,108.0,,"[{""hasPlayed"": true, ""points"": 17}, {""hasPlayed"": true, ""points"": 37}, {""hasPlayed"": true, ""points"": 39}, {""hasPlayed"": true, ""points"": 214}, {""hasPlayed"": true, ""points"": 124}]",5,Max Finkgräfe,142617.0,142617.0,202062.0,246436.0,1839036.0,3850394.0,6.8,2.0684447930966856,0.0,0.0,0.0,0.0,0.0,0.0
7493,43,Arthur,Vermeeren,6476321.0,,,,,,,0,3,https://kickbase.b-cdn.net/content/file/6e7334ffc310411d89c8c5230815dafc.png,48.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",4,Arthur Vermeeren,-373942.0,-373942.0,27653.0,150986.0,799244.0,5683600.0,6.6,2.0684447930966856,0.0,0.0,0.0,0.0,0.0,0.0
8061,43,Johan,Bakayoko,10738721.0,49.0,20.0,20.0,8.0,51925.0,982.0,0,4,https://kickbase.b-cdn.net/content/file/e45b0e99acb145f1a3f98666018c27b1.png,11.0,1,91.0,,"[{""hasPlayed"": true, ""points"": 16}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 43}, {""hasPlayed"": true, ""points"": 16}]",3,Johan Bakayoko,206893.0,206893.0,203951.0,220469.0,2004815.0,2544806.0,6.7,2.0684447930966856,1.0,0.6051437216338881,1.0,0.0,0.851928895612708,11.806525
8227,43,Maarten,Vandevoordt,16192287.0,109.0,12.0,12.0,11.0,69295.0,1313.0,0,1,https://kickbase.b-cdn.net/content/file/cb4de12c99d148feb2f88e1c91186400.png,26.0,1,81.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 77}, {""hasPlayed"": true, ""points"": 87}, {""hasPlayed"": true, ""points"": 96}, {""hasPlayed"": true, ""points"": 135}]",1,Maarten Vandevoordt,133397.0,133397.0,145417.0,151737.0,1035995.0,4562778.0,7.03,2.0684447930966856,1.0,1.0,1.0,0.0,1.0,14.541167
9507,43,Antonio,Nusa,25699975.0,91.0,31.0,31.0,24.0,129764.0,2835.0,0,3,https://kickbase.b-cdn.net/content/file/7b0130fc7648401b8dac316e07e7327b.png,7.0,1,110.0,,"[{""hasPlayed"": true, ""points"": 20}, {""hasPlayed"": true, ""points"": 42}, {""hasPlayed"": true, ""points"": 25}, {""hasPlayed"": true, ""points"": 95}, {""hasPlayed"": true, ""points"": 265}]",1,Antonio Nusa,69215.0,69215.0,73190.0,73155.0,488888.0,3894678.0,7.2,2.0684447930966856,1.0,1.0,1.0,0.0,1.0,14.892803
9776,43,Andrija,Maksimovic,5722385.0,18.0,8.0,8.0,0.0,7579.0,140.0,0,3,https://kickbase.b-cdn.net/content/file/1427cbd96ee74d9dbfc9ed098c47ff78.png,30.0,2,24.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Andrija Maksimovic,-464114.0,-464114.0,-98621.0,89217.0,235050.0,5222385.0,6.3,2.0684447930966856,0.0,0.12254160363086235,0.0,0.0,0.04595310136157338,0.598824
10113,43,Tidiam,Gomis,4155152.0,23.0,18.0,18.0,2.0,25742.0,405.0,0,4,https://kickbase.b-cdn.net/content/file/77509238e8ef41bc92c01b1b1637a8d3.png,27.0,2,97.0,,"[{""hasPlayed"": true, ""points"": -18}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 58}, {""hasPlayed"": false, ""points"": null}]",3,Tidiam Gomis,69949.0,69949.0,-55151.0,-64025.0,-336105.0,2868612.0,6.57,2.0684447930966856,0.36511156186612576,0.2723146747352497,0.0,0.0,0.2846737839587815,3.868626
10530,43,Conrad,Harder,3284070.0,39.0,29.0,29.0,8.0,64737.0,1119.0,0,4,https://kickbase.b-cdn.net/content/file/139438491a5a497099a6e6bb96cc922a.png,9.0,1,340.0,,"[{""hasPlayed"": true, ""points"": 16}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": -11}, {""hasPlayed"": true, ""points"": 46}, {""hasPlayed"": true, ""points"": 109}]",4,Conrad Harder,37096.0,37096.0,51929.0,-27860.0,-262927.0,-1642473.0,6.67,2.0684447930966856,0.0,0.0,0.0,0.0,0.0,0.0
11008,43,Ezechiel,Banzuzi,7697909.0,36.0,24.0,24.0,2.0,43182.0,871.0,0,3,https://kickbase.b-cdn.net/content/file/3529ab9a9bde4d28b8aca1b6586f7747.png,6.0,1,113.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Ezechiel Banzuzi,302789.0,302789.0,303487.0,307087.0,2217473.0,2991819.0,7.3,2.0684447930966856,0.6896551724137931,0.6896551724137931,1.0,0.0,0.728448275862069,10.999312
11886,43,,Rômulo,20405009.0,83.0,30.0,30.0,27.0,139633.0,2488.0,2,4,https://kickbase.b-cdn.net/content/file/2a6ca20436b4402f83f0c5d25b10f6be.png,40.0,2,121.0,,"[{""hasPlayed"": true, ""points"": -25}, {""hasPlayed"": true, ""points"": 50}, {""hasPlayed"": true, ""points"": 26}, {""hasPlayed"": true, ""points"": 136}, {""hasPlayed"": true, ""points"": 41}]",3,Rômulo,-343418.0,-343418.0,-41068.0,35167.0,-40001.0,3490722.0,0.0,2.0684447930966856,0.0,0.0,0.0,0.0,0.0,0.0
14896,43,Abdoul,Koné,3623915.0,,,,,,,0,2,https://kickbase.b-cdn.net/content/file/64a8d06b53144763b2c5e21a8ff6e246.png,2.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Abdoul Koné,-125576.0,-125576.0,-133995.0,-131632.0,-923385.0,-7350452.0,0.0,2.0684447930966856,0.0,0.0,0.0,0.0,0.0,0.0
15376,43,Maxime,Estève,14638008.0,,,,,,,2,2,https://kickbase.b-cdn.net/content/file/6834bb4cf7ea48e283e5f6678aad4dcf.png,3.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",4,Maxime Estève,-575615.0,-575615.0,-489551.0,-462152.0,-3400240.0,-432455.0,0.0,2.0684447930966856,0.0,0.0,0.0,0.0,0.0,0.0
577,15,Daniel,Batz,2448053.0,111.0,21.0,21.0,21.0,125022.0,2331.0,0,1,https://kickbase.b-cdn.net/content/file/61c6f55172674b6eb750e6263b23da0d.png,33.0,2,952.0,,"[{""hasPlayed"": true, ""points"": 282}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 45}, {""hasPlayed"": true, ""points"": 37}, {""hasPlayed"": true, ""points"": 95}]",5,Daniel Batz,-121024.0,-121024.0,-115076.0,-117457.0,-860560.0,-3359787.0,0.0,0.7340655030398117,0.0,0.0,0.0,0.0,0.0,0.0
619,15,Kevin,Stöger,8023848.0,43.0,29.0,29.0,15.0,86591.0,1239.0,0,3,https://kickbase.b-cdn.net/content/file/ec9e6d0723944f8d846da3ac937cd7b3.png,7.0,1,154.0,,"[{""hasPlayed"": true, ""points"": 80}, {""hasPlayed"": true, ""points"": 21}, {""hasPlayed"": true, ""points"": 104}, {""hasPlayed"": true, ""points"": 78}, {""hasPlayed"": true, ""points"": 81}]",3,Kevin Stöger,235054.0,235054.0,250170.0,246276.0,1841880.0,6729893.0,7.4,0.7340655030398117,0.6896551724137931,0.6896551724137931,1.0,0.0,0.728448275862069,3.956993
849,15,Tim,Kleindienst,18149829.0,20.0,3.0,3.0,0.0,1186.0,61.0,0,4,https://kickbase.b-cdn.net/content/file/c5a005a8dbaa4237a4d0cb0304ac67a0.png,11.0,1,3.0,,"[{""hasPlayed"": true, ""points"": 25}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",2,Tim Kleindienst,203807.0,203807.0,204549.0,214136.0,1507731.0,5235639.0,0.0,0.7340655030398117,0.0,0.0,0.0,0.0,0.0,0.0
