id,teamId,firstName,lastName,marketValue,averagePoints,games,gamesPlayed,start11,totalPlaytimeS,totalPoints,status,position,playerImage,number,trend,pointsPerValue,pointsStdDev,history,startProbability,name,marketChangeToday,score
6201,6,Nicolai,Remberg,11691192.0,70.0,32.0,32.0,32.0,193422.0,2243.0,0,3,https://kickbase.b-cdn.net/content/file/8838a772b69f4284a8f34b1d63f406d8.png,21.0,1,191.0,,"[{""hasPlayed"": true, ""points"": 80}, {""hasPlayed"": true, ""points"": 185}, {""hasPlayed"": true, ""points"": 64}, {""hasPlayed"": true, ""points"": 68}, {""hasPlayed"": true, ""points"": 45}]",1,Nicolai Remberg,128621.0,9000000
6217,6,Rayan,Philippe,3513698.0,35.0,28.0,28.0,13.0,85138.0,971.0,0,4,https://kickbase.b-cdn.net/content/file/4fe19be7a9df439fa6f788b27095a090.png,14.0,2,276.0,,"[{""hasPlayed"": true, ""points"": 74}, {""hasPlayed"": true, ""points"": 10}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": -16}, {""hasPlayed"": false, ""points"": null}]",4,Rayan Philippe,-113700.0,4000000
7350,6,Otto,Stange,2963438.0,5.0,10.0,10.0,2.0,20981.0,51.0,0,4,https://kickbase.b-cdn.net/content/file/d876e417d53e4983b76765c28cb2825d.png,49.0,2,17.0,,"[{""hasPlayed"": true, ""points"": 28}, {""hasPlayed"": true, ""points"": 46}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": -2}, {""hasPlayed"": true, ""points"": -5}]",3,Otto Stange,-37365.0,4000000
7394,6,Kofi,Amoako,3946649.0,,,,,,,0,3,https://kickbase.b-cdn.net/content/file/6faaaadc0c43454aa7802b77b1455f2e.png,0.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",4,Kofi Amoako,-136545.0,4000000
8367,6,Albert,Sambi Lokonga,10548328.0,68.0,26.0,26.0,20.0,112966.0,1759.0,0,3,https://kickbase.b-cdn.net/content/file/c9c716c7e03d47078ca74b707b1577a9.png,6.0,1,166.0,,"[{""hasPlayed"": true, ""points"": 120}, {""hasPlayed"": true, ""points"": 57}, {""hasPlayed"": true, ""points"": 79}, {""hasPlayed"": true, ""points"": -11}, {""hasPlayed"": false, ""points"": null}]",1,Albert Sambi Lokonga,19549.0,12000000
9605,6,Albert,Grønbæk,10479269.0,74.0,7.0,7.0,6.0,31737.0,520.0,0,3,https://kickbase.b-cdn.net/content/file/02b24cefd3da410ca1d4639a2fb7ccac.png,23.0,2,49.0,,"[{""hasPlayed"": true, ""points"": 39}, {""hasPlayed"": true, ""points"": 158}, {""hasPlayed"": true, ""points"": 266}, {""hasPlayed"": true, ""points"": 30}, {""hasPlayed"": true, ""points"": 28}]",1,Albert Grønbæk,52644.0,5000000
10120,6,Alexander,Røssing-Lelesiit,2314150.0,10.0,11.0,11.0,5.0,23037.0,114.0,4,4,https://kickbase.b-cdn.net/content/file/1e0140e6053349279a689f6bac4fdc91.png,38.0,2,49.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Alexander Røssing-Lelesiit,-147037.0,5000000
11512,6,Nicolás,Capaldo,10608445.0,65.0,26.0,26.0,24.0,130826.0,1682.0,2,2,https://kickbase.b-cdn.net/content/file/bb8ff3d0932d47bd9d7fa4a4f38068ef.png,24.0,1,158.0,,"[{""hasPlayed"": true, ""points"": 136}, {""hasPlayed"": true, ""points"": 101}, {""hasPlayed"": true, ""points"": 64}, {""hasPlayed"": true, ""points"": 53}, {""hasPlayed"": true, ""points"": 90}]",1,Nicolás Capaldo,51187.0,8000000
11752,6,Warmed,Omari,4646636.0,60.0,20.0,20.0,17.0,106595.0,1204.0,256,2,https://kickbase.b-cdn.net/content/file/6565bd5f9c14426aad721f006cf6f971.png,17.0,2,259.0,,"[{""hasPlayed"": true, ""points"": 86}, {""hasPlayed"": true, ""points"": 85}, {""hasPlayed"": true, ""points"": 151}, {""hasPlayed"": true, ""points"": 82}, {""hasPlayed"": true, ""points"": 57}]",3,Warmed Omari,-97303.0,4000000
12368,6,Sander,Tangvik,593276.0,220.0,1.0,1.0,1.0,6034.0,220.0,0,1,https://kickbase.b-cdn.net/content/file/3d7ab89b5e874e77bbb6b1fb6724745f.png,12.0,2,370.0,,"[{""hasPlayed"": true, ""points"": 220}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Sander Tangvik,-89873.0,3000000
13433,6,Louis,Lemke,2207738.0,20.0,1.0,1.0,0.0,67.0,20.0,0,2,https://kickbase.b-cdn.net/content/file/46eac50def834b9983f1475d94d28249.png,37.0,1,9.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 20}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Louis Lemke,376195.0,300000
15283,6,Martin,Adeline,7457780.0,,,,,,,0,3,https://kickbase.b-cdn.net/content/file/a88b98f2845e4a508b7e59e2bce5ff27.png,0.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Martin Adeline,-255457.0,10000000
15472,6,Patson,Daka,11389038.0,,,,,,,0,4,https://kickbase.b-cdn.net/content/file/218db4a2d0cb4f89be008597b2e2d9a7.png,0.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",2,Patson Daka,194283.0,3000000
15478,6,Bilal,Nadir,4359514.0,,,,,,,0,3,https://kickbase.b-cdn.net/content/file/d153e6d5703a4637bf8ee1c23c857608.png,0.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",4,Bilal Nadir,-134275.0,8000000
49,5,Matthias,Ginter,26456147.0,114.0,32.0,32.0,32.0,188048.0,3663.0,0,2,https://kickbase.b-cdn.net/content/file/e75f1bbb74d94ef7af63b5e586bb25ad.png,28.0,1,138.0,,"[{""hasPlayed"": true, ""points"": 243}, {""hasPlayed"": true, ""points"": 39}, {""hasPlayed"": true, ""points"": 72}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 146}]",1,Matthias Ginter,46958.0,5000000
89,5,Christian,Günter,2898012.0,48.0,24.0,24.0,18.0,102008.0,1161.0,0,2,https://kickbase.b-cdn.net/content/file/b5cc490be0894c4b8e4eb92ed2106f15.png,30.0,1,400.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 25}, {""hasPlayed"": true, ""points"": -22}, {""hasPlayed"": true, ""points"": 56}]",3,Christian Günter,82953.0,2000000
118,5,Vincenzo,Grifo,11853295.0,71.0,33.0,33.0,21.0,113451.0,2332.0,0,3,https://kickbase.b-cdn.net/content/file/db2983cdda124ecfb674b4a066e34b5c.png,32.0,1,196.0,,"[{""hasPlayed"": true, ""points"": 38}, {""hasPlayed"": true, ""points"": 57}, {""hasPlayed"": true, ""points"": 60}, {""hasPlayed"": true, ""points"": -1}, {""hasPlayed"": true, ""points"": 205}]",3,Vincenzo Grifo,122505.0,4000000
1257,5,Lukas,Kübler,4330195.0,82.0,23.0,23.0,19.0,105359.0,1875.0,0,2,https://kickbase.b-cdn.net/content/file/3837cd8562134d428e12cbfe1ee98323.png,17.0,2,433.0,,"[{""hasPlayed"": true, ""points"": 40}, {""hasPlayed"": true, ""points"": 118}, {""hasPlayed"": true, ""points"": 17}, {""hasPlayed"": true, ""points"": 50}, {""hasPlayed"": true, ""points"": 62}]",4,Lukas Kübler,-87437.0,1500000
1645,5,Maximilian,Eggestein,14824452.0,84.0,34.0,34.0,34.0,203699.0,2849.0,0,3,https://kickbase.b-cdn.net/content/file/46028a6670854b3cba398533dfe6c619.png,8.0,1,192.0,,"[{""hasPlayed"": true, ""points"": 76}, {""hasPlayed"": true, ""points"": 38}, {""hasPlayed"": true, ""points"": 78}, {""hasPlayed"": true, ""points"": -19}, {""hasPlayed"": true, ""points"": 171}]",1,Maximilian Eggestein,170264.0,10000000
1767,5,Jannik,Huth,500000.0,,,,,,,0,1,https://kickbase.b-cdn.net/content/file/9f5e4a6af6b94ff8a1019833a0c15c8a.png,24.0,0,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Jannik Huth,0.0,400000
1858,5,Anthony,Jung,2087759.0,37.0,12.0,12.0,4.0,36970.0,441.0,0,2,https://kickbase.b-cdn.net/content/file/9af84678390b4225bbe2ce9593fc38ad.png,5.0,2,211.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 16}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 5}, {""hasPlayed"": false, ""points"": null}]",4,Anthony Jung,-142539.0,600000
1910,5,Florian,Müller,500000.0,,,,,,,0,1,https://kickbase.b-cdn.net/content/file/31efbd57d72b4abba971e7c77993d4ff.png,21.0,0,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Florian Müller,0.0,1200000
2084,5,Philipp,Lienhart,12184246.0,69.0,20.0,20.0,14.0,86712.0,1379.0,0,2,https://kickbase.b-cdn.net/content/file/d376962d93d8467e844287f0c416eea0.png,3.0,1,113.0,,"[{""hasPlayed"": true, ""points"": 80}, {""hasPlayed"": true, ""points"": 25}, {""hasPlayed"": true, ""points"": 152}, {""hasPlayed"": true, ""points"": 2}, {""hasPlayed"": true, ""points"": 15}]",2,Philipp Lienhart,168895.0,10000000
2125,5,Jan-Niklas,Beste,10755928.0,60.0,28.0,28.0,20.0,111405.0,1693.0,0,3,https://kickbase.b-cdn.net/content/file/0dc9e619fd4c4114a58d41e7b6293ac2.png,19.0,1,157.0,,"[{""hasPlayed"": true, ""points"": 150}, {""hasPlayed"": true, ""points"": 2}, {""hasPlayed"": true, ""points"": 63}, {""hasPlayed"": true, ""points"": 0}, {""hasPlayed"": true, ""points"": 55}]",1,Jan-Niklas Beste,149930.0,10000000
2176,5,Lucas,Höler,2525257.0,46.0,33.0,33.0,25.0,134301.0,1531.0,0,4,https://kickbase.b-cdn.net/content/file/f775386cb936487f9b6b96ab84f21384.png,9.0,2,606.0,,"[{""hasPlayed"": true, ""points"": 43}, {""hasPlayed"": true, ""points"": -5}, {""hasPlayed"": true, ""points"": 16}, {""hasPlayed"": true, ""points"": 72}, {""hasPlayed"": true, ""points"": 94}]",4,Lucas Höler,-50172.0,3000000
2722,5,Patrick,Osterhage,5562703.0,47.0,20.0,20.0,13.0,78511.0,938.0,0,3,https://kickbase.b-cdn.net/content/file/30b71dae269d4597bf36100fdb0027ea.png,6.0,1,168.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",4,Patrick Osterhage,32849.0,12000000
2939,5,Eren Sami,Dinkçi,3723834.0,44.0,22.0,22.0,16.0,91259.0,965.0,2,3,https://kickbase.b-cdn.net/content/file/c4ff0ffc6eba4bc9928b0437e4181e53.png,18.0,1,259.0,,"[{""hasPlayed"": true, ""points"": 23}, {""hasPlayed"": true, ""points"": 87}, {""hasPlayed"": true, ""points"": 170}, {""hasPlayed"": true, ""points"": 203}, {""hasPlayed"": false, ""points"": null}]",4,Eren Sami Dinkçi,141261.0,6000000
3019,5,Noah,Atubolu,8076955.0,97.0,34.0,34.0,34.0,203699.0,3299.0,0,1,https://kickbase.b-cdn.net/content/file/7e82d7704f244cccb027dc6c519dc149.png,1.0,2,408.0,,"[{""hasPlayed"": true, ""points"": 118}, {""hasPlayed"": true, ""points"": 51}, {""hasPlayed"": true, ""points"": 64}, {""hasPlayed"": true, ""points"": 23}, {""hasPlayed"": true, ""points"": 94}]",5,Noah Atubolu,-256672.0,25000000
3209,5,Yannik,Engelhardt,9190921.0,64.0,31.0,31.0,29.0,162513.0,1970.0,0,3,https://kickbase.b-cdn.net/content/file/ef0590dedd4c41f1a36fcb9ac6c2a326.png,16.0,1,214.0,,"[{""hasPlayed"": true, ""points"": 135}, {""hasPlayed"": true, ""points"": 24}, {""hasPlayed"": true, ""points"": 86}, {""hasPlayed"": true, ""points"": 87}, {""hasPlayed"": true, ""points"": -10}]",2,Yannik Engelhardt,244779.0,7000000
3218,5,Mio,Backhaus,16770245.0,95.0,32.0,32.0,32.0,190988.0,3025.0,0,1,https://kickbase.b-cdn.net/content/file/5fddf9666b2c47e4852e7bc1db9068e9.png,0.0,1,180.0,,"[{""hasPlayed"": true, ""points"": 179}, {""hasPlayed"": true, ""points"": 115}, {""hasPlayed"": true, ""points"": 74}, {""hasPlayed"": true, ""points"": 120}, {""hasPlayed"": true, ""points"": 67}]",1,Mio Backhaus,104077.0,15000000
3304,5,Igor,Matanović,17993991.0,68.0,31.0,31.0,14.0,106505.0,2099.0,0,4,https://kickbase.b-cdn.net/content/file/5d31c9139056490197fe944243de2bd0.png,31.0,1,116.0,,"[{""hasPlayed"": true, ""points"": 265}, {""hasPlayed"": true, ""points"": 207}, {""hasPlayed"": true, ""points"": 17}, {""hasPlayed"": true, ""points"": 5}, {""hasPlayed"": true, ""points"": 37}]",1,Igor Matanović,173943.0,22000000
4335,5,Derry,Scherhant,4744616.0,48.0,31.0,31.0,12.0,87953.0,1487.0,0,3,https://kickbase.b-cdn.net/content/file/cf1f2bfa6c0f446ea74d8b75f0585f53.png,7.0,2,313.0,,"[{""hasPlayed"": true, ""points"": 183}, {""hasPlayed"": true, ""points"": 6}, {""hasPlayed"": true, ""points"": 6}, {""hasPlayed"": true, ""points"": 8}, {""hasPlayed"": true, ""points"": 59}]",3,Derry Scherhant,3540.0,7500000
6209,5,Philipp,Treu,11059537.0,52.0,28.0,28.0,24.0,144527.0,1454.0,0,2,https://kickbase.b-cdn.net/content/file/67a522fecea248ff84c7dec1c95739dc.png,29.0,1,131.0,,"[{""hasPlayed"": true, ""points"": 47}, {""hasPlayed"": true, ""points"": 22}, {""hasPlayed"": true, ""points"": 60}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",1,Philipp Treu,88318.0,15000000
7215,5,Jordy,Makengo,1791107.0,42.0,20.0,20.0,12.0,79520.0,840.0,0,2,https://kickbase.b-cdn.net/content/file/bf5181157fa948f8b3943d8dfe6655b4.png,33.0,2,468.0,,"[{""hasPlayed"": true, ""points"": 188}, {""hasPlayed"": true, ""points"": 0}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 28}]",3,Jordy Makengo,4806.0,6000000
7216,5,Max,Rosenfelder,3680767.0,27.0,12.0,12.0,5.0,32955.0,318.0,0,2,https://kickbase.b-cdn.net/content/file/f1d275ea8b55482c879f06e22c8d1258.png,37.0,2,86.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",4,Max Rosenfelder,-122562.0,6000000
8363,5,Berkay,Yilmaz,9000887.0,,,,,,,0,2,https://kickbase.b-cdn.net/content/file/d5d68a9cba0140928571c7b6362725a2.png,27.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Berkay Yilmaz,-328723.0,7000000
8364,5,Bruno,Ogbus,2159744.0,52.0,18.0,18.0,14.0,78675.0,940.0,0,2,https://kickbase.b-cdn.net/content/file/9b3710e64252422495767f79b8ddeb89.png,43.0,2,435.0,,"[{""hasPlayed"": true, ""points"": 38}, {""hasPlayed"": true, ""points"": -23}, {""hasPlayed"": true, ""points"": 50}, {""hasPlayed"": true, ""points"": 59}, {""hasPlayed"": true, ""points"": 110}]",5,Bruno Ogbus,-121081.0,15000000
11006,5,Yuito,Suzuki,12482625.0,63.0,25.0,25.0,18.0,107057.0,1570.0,0,3,https://kickbase.b-cdn.net/content/file/321f689788164bb8b2b9b9559673e9ec.png,14.0,1,125.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 50}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 62}]",1,Yuito Suzuki,192469.0,24000000
11007,5,Cyriaque,Irié,4536918.0,15.0,10.0,10.0,3.0,24064.0,150.0,0,3,https://kickbase.b-cdn.net/content/file/19d04c847d954a3e8b2d044fbc6ab907.png,22.0,2,33.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": -20}, {""hasPlayed"": false, ""points"": null}]",4,Cyriaque Irié,-468070.0,8000000
14048,5,Keisuke,Goto,6964430.0,,,,,,,0,4,https://kickbase.b-cdn.net/content/file/82bf223198844c69aec5996a1064deed.png,42.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Keisuke Goto,-349610.0,10000000
15196,5,Rihito,Yamamoto,7549461.0,,,,,,,2,3,https://kickbase.b-cdn.net/content/file/4578268117b2478ba8f2bc127fafb011.png,20.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",4,Rihito Yamamoto,-329948.0,7000000
43,10,Mitchell,Weiser,4858793.0,,,,,,,2,2,https://kickbase.b-cdn.net/content/file/d4075d101f5c49f88113a719ed8f34e5.png,8.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Mitchell Weiser,-278855.0,3000000
157,10,Niklas,Stark,2719254.0,36.0,14.0,14.0,9.0,46992.0,508.0,2,2,https://kickbase.b-cdn.net/content/file/47d350de3ba7487dad6fff58c11b5910.png,4.0,2,186.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 69}, {""hasPlayed"": true, ""points"": 29}]",5,Niklas Stark,-133337.0,2500000
1996,10,Marco,Friedl,12468499.0,78.0,30.0,30.0,29.0,167391.0,2349.0,0,2,https://kickbase.b-cdn.net/content/file/7ab07056637e493d80590700542ee887.png,32.0,1,188.0,,"[{""hasPlayed"": true, ""points"": 14}, {""hasPlayed"": true, ""points"": 21}, {""hasPlayed"": true, ""points"": 62}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",1,Marco Friedl,143962.0,10000000
2294,10,Amos,Pieper,9705708.0,80.0,19.0,19.0,19.0,99133.0,1529.0,2,2,https://kickbase.b-cdn.net/content/file/32262c6e17164fd1a62ee34e358e2540.png,5.0,1,157.0,,"[{""hasPlayed"": true, ""points"": 24}, {""hasPlayed"": true, ""points"": 44}, {""hasPlayed"": true, ""points"": 72}, {""hasPlayed"": true, ""points"": 80}, {""hasPlayed"": true, ""points"": 82}]",2,Amos Pieper,254071.0,4000000
2842,10,Felix,Agu,4737931.0,46.0,11.0,11.0,9.0,48743.0,509.0,4,2,https://kickbase.b-cdn.net/content/file/d3aec548a0d84afcb6a8f6c90cc09e72.png,27.0,2,107.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",4,Felix Agu,-435857.0,4500000
3139,10,Cédric,Itten,9283596.0,,,,,,,0,4,https://kickbase.b-cdn.net/content/file/6479aeb8ddab4dd1a92025ddb8b2c3c2.png,26.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Cédric Itten,-275746.0,1800000
3166,10,Keke,Topp,500000.0,22.0,20.0,20.0,7.0,45051.0,438.0,1,4,https://kickbase.b-cdn.net/content/file/3b2c4046987d46a6a2afe1a90455d7ea.png,9.0,0,876.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Keke Topp,0.0,3000000
3228,10,Justin,Njinmah,5311523.0,43.0,33.0,33.0,22.0,126736.0,1409.0,0,4,https://kickbase.b-cdn.net/content/file/aecaedfbbfac4fc189856b5b5d560b2d.png,11.0,2,265.0,,"[{""hasPlayed"": true, ""points"": 10}, {""hasPlayed"": true, ""points"": 33}, {""hasPlayed"": true, ""points"": 13}, {""hasPlayed"": true, ""points"": 12}, {""hasPlayed"": true, ""points"": 104}]",3,Justin Njinmah,-232895.0,5000000
3281,10,Ludovit,Reis,4184738.0,,,,,,,0,3,https://kickbase.b-cdn.net/content/file/8d0ebe886d844bffb3283d7f4f8cfdce.png,0.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Ludovit Reis,-4362545.0,3000000
3450,10,Markus,Kolke,500000.0,,,,,,,0,1,https://kickbase.b-cdn.net/content/file/8e62a66ca620435fa877b6e0ed662c0b.png,25.0,0,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Markus Kolke,0.0,300000
3481,10,Jens,Stage,18991553.0,100.0,29.0,29.0,29.0,160601.0,2895.0,2,3,https://kickbase.b-cdn.net/content/file/1660e6fa98fe418d8a4abdb17bda1d62.png,6.0,1,152.0,,"[{""hasPlayed"": true, ""points"": 48}, {""hasPlayed"": true, ""points"": 12}, {""hasPlayed"": true, ""points"": 30}, {""hasPlayed"": true, ""points"": 157}, {""hasPlayed"": true, ""points"": 265}]",2,Jens Stage,147343.0,14000000
7167,10,Senne,Lynen,8953185.0,71.0,31.0,31.0,31.0,180555.0,2210.0,0,3,https://kickbase.b-cdn.net/content/file/155288638ca9459bbebfab0684e818ef.png,14.0,1,246.0,,"[{""hasPlayed"": true, ""points"": 33}, {""hasPlayed"": true, ""points"": 104}, {""hasPlayed"": true, ""points"": 103}, {""hasPlayed"": true, ""points"": 101}, {""hasPlayed"": true, ""points"": 87}]",2,Senne Lynen,250017.0,8000000
7282,10,Olivier,Deman,10469297.0,74.0,16.0,16.0,14.0,82852.0,1176.0,0,2,https://kickbase.b-cdn.net/content/file/581d084f390f47a38c3d2d35085fb1e4.png,2.0,1,112.0,,"[{""hasPlayed"": true, ""points"": 51}, {""hasPlayed"": true, ""points"": 129}, {""hasPlayed"": true, ""points"": 106}, {""hasPlayed"": true, ""points"": 33}, {""hasPlayed"": true, ""points"": 87}]",1,Olivier Deman,38196.0,3500000
7469,10,Julián,Malatini,5098670.0,26.0,11.0,11.0,5.0,34567.0,288.0,0,2,https://kickbase.b-cdn.net/content/file/af2e51f752864218aed53729ddc7056e.png,22.0,1,56.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Julián Malatini,133398.0,2000000
7721,10,Marco,Grüll,5351254.0,50.0,33.0,33.0,23.0,130955.0,1641.0,0,3,https://kickbase.b-cdn.net/content/file/73071b81354346399a14dd6431d4e823.png,17.0,1,306.0,,"[{""hasPlayed"": true, ""points"": 28}, {""hasPlayed"": true, ""points"": -14}, {""hasPlayed"": true, ""points"": 19}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 53}]",3,Marco Grüll,296614.0,4000000
8166,10,,Chuki,11138173.0,,,,,,,0,3,https://kickbase.b-cdn.net/content/file/480d2ef5bfd94f57a5db7545d63b0828.png,20.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",2,Chuki,152841.0,8000000
9513,10,Karl,Hein,12633106.0,164.0,2.0,2.0,2.0,11560.0,327.0,2,1,https://kickbase.b-cdn.net/content/file/0342913c28ed45b18f310732f9b90b16.png,1.0,1,25.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",1,Karl Hein,127285.0,3000000
9600,10,Alexander,Schlager,4509491.0,,,,,,,0,1,https://kickbase.b-cdn.net/content/file/c677b3706079488a8ee0283db8fdd970.png,30.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Alexander Schlager,-112975.0,2000000
9923,10,Samuel,Mbangula,8567181.0,50.0,26.0,26.0,12.0,77710.0,1289.0,0,3,https://kickbase.b-cdn.net/content/file/bb63ae114a9641aea1903e760c388b1c.png,7.0,1,150.0,,"[{""hasPlayed"": true, ""points"": 9}, {""hasPlayed"": true, ""points"": -11}, {""hasPlayed"": true, ""points"": 36}, {""hasPlayed"": true, ""points"": 3}, {""hasPlayed"": false, ""points"": null}]",2,Samuel Mbangula,281315.0,8000000
9996,10,Patrice,Covic,4508265.0,18.0,15.0,15.0,2.0,25884.0,268.0,2,3,https://kickbase.b-cdn.net/content/file/3c9740e4f1b6416580b598d3da08cdb2.png,24.0,2,59.0,,"[{""hasPlayed"": true, ""points"": 9}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",4,Patrice Covic,-147961.0,4000000
