player_id,games_played,starts,total_points,total_playtime_seconds,snapshot_timestamp,source_snapshot_filename
2887,0.0,0.0,0.0,0.0,2026-08-31T09:17:15+00:00,kbstats_players_20260831_111715_+0200.csv
3019,1.0,1.0,112.0,6161.0,2026-08-31T09:17:15+00:00,kbstats_players_20260831_111715_+0200.csv
6081,1.0,1.0,60.0,5217.0,2026-08-31T09:17:15+00:00,kbstats_players_20260831_111715_+0200.csv
6185,0.0,0.0,0.0,0.0,2026-08-31T09:17:15+00:00,kbstats_players_20260831_111715_+0200.csv
7275,0.0,0.0,0.0,0.0,2026-08-31T09:17:15+00:00,kbstats_players_20260831_111715_+0200.csv
7277,1.0,1.0,79.0,6161.0,2026-08-31T09:17:15+00:00,kbstats_players_20260831_111715_+0200.csv
7325,1.0,1.0,186.0,6161.0,2026-08-31T09:17:15+00:00,kbstats_players_20260831_111715_+0200.csv
7417,0.0,0.0,0.0,0.0,2026-08-31T09:17:15+00:00,kbstats_players_20260831_111715_+0200.csv
7491,0.0,0.0,0.0,0.0,2026-08-31T09:17:15+00:00,kbstats_players_20260831_111715_+0200.csv
8057,0.0,0.0,0.0,0.0,2026-08-31T09:17:15+00:00,kbstats_players_20260831_111715_+0200.csv
8351,1.0,0.0,1.0,945.0,2026-08-31T09:17:15+00:00,kbstats_players_20260831_111715_+0200.csv
10004,1.0,1.0,306.0,5551.0,2026-08-31T09:17:15+00:00,kbstats_players_20260831_111715_+0200.csv
11186,1.0,1.0,184.0,6161.0,2026-08-31T09:17:15+00:00,kbstats_players_20260831_111715_+0200.csv
12284,1.0,1.0,63.0,6161.0,2026-08-31T09:17:15+00:00,kbstats_players_20260831_111715_+0200.csv
12285,1.0,0.0,-6.0,944.0,2026-08-31T09:17:15+00:00,kbstats_players_20260831_111715_+0200.csv
12294,1.0,1.0,79.0,5216.0,2026-08-31T09:17:15+00:00,kbstats_players_20260831_111715_+0200.csv
14920,1.0,0.0,6.0,1736.0,2026-08-31T09:17:15+00:00,kbstats_players_20260831_111715_+0200.csv
15589,1.0,0.0,5.0,609.0,2026-08-31T09:17:15+00:00,kbstats_players_20260831_111715_+0200.csv
16369,1.0,1.0,29.0,6161.0,2026-08-31T09:17:15+00:00,kbstats_players_20260831_111715_+0200.csv
60,1.0,1.0,88.0,4824.0,2026-08-31T09:17:15+00:00,kbstats_players_20260831_111715_+0200.csv
550,0.0,0.0,0.0,0.0,2026-08-31T09:17:15+00:00,kbstats_players_20260831_111715_+0200.csv
620,0.0,0.0,0.0,0.0,2026-08-31T09:17:15+00:00,kbstats_players_20260831_111715_+0200.csv
1540,1.0,1.0,148.0,5731.0,2026-08-31T09:17:15+00:00,kbstats_players_20260831_111715_+0200.csv
1590,1.0,1.0,104.0,5731.0,2026-08-31T09:17:15+00:00,kbstats_players_20260831_111715_+0200.csv
1639,1.0,1.0,185.0,5731.0,2026-08-31T09:17:15+00:00,kbstats_players_20260831_111715_+0200.csv
2006,0.0,0.0,0.0,0.0,2026-08-31T09:17:15+00:00,kbstats_players_20260831_111715_+0200.csv
2030,1.0,1.0,84.0,5731.0,2026-08-31T09:17:15+00:00,kbstats_players_20260831_111715_+0200.csv
